排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,10573778,188085,46,11,31619,13375,42.30%,7.11%,第十三集,93038
2,我在无限游戏里封神 第四季,6474081,135973,44,14,10355,7846,75.77%,5.77%,特别放送 · 打工人的亿些日常之激励自我日常,86834
3,奇洛李维斯回信,51118776,554358,98,41,51890,27366,52.74%,4.94%,OST A12 · 暗恋基本法,85974
4,满城衣冠 全一季,1576753,47326,14,0,2359,0,0.00%,0.00%,花絮② · 黑老大is coming,90878
5,洄天 第一季,27461255,243748,62,13,22978,11025,47.98%,4.52%,第十五期,86815
6,情蛊,39275734,427095,67,48,51683,31857,61.64%,7.46%,完结FT·下,86178
7,早春晴朗,36064265,273659,57,24,22052,14483,65.68%,5.29%,完结FT,72230
8,绰约,1840227,30487,22,1,1182,203,17.17%,0.67%,律法小贴士·3则,86680
9,我在无限游戏里封神 第三季,23300446,214902,91,21,29585,21991,74.33%,10.23%,破亿纪念单曲·神明所遗落的,81851
10,天官赐福 第三季,71130973,265873,67,43,33010,27237,82.51%,10.24%,小剧场·元宵·花灯,82040
11,理想型,780858,13720,36,18,1164,609,52.32%,4.44%,29·后悔,93439
12,默读 第五季,39129939,465356,47,34,46479,40077,86.23%,8.61%,电话,59100
13,坠落,11379064,181840,59,22,14954,4966,33.21%,2.73%,番外二·新生,76041
14,天官赐福 第二季,72695663,354922,61,43,38186,34734,90.96%,9.79%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
15,谁来言说夜晚 上季,669585,12460,33,7,1197,431,36.01%,3.46%,第24集,94321
16,灯花笑 上季,407673,27117,5,0,3848,0,0.00%,0.00%,倒计时两天·门面,94733
17,天官赐福 第一季,86063220,961901,61,43,68666,36914,53.76%,3.84%,四千万福利·小剧场·从前有一位名师,52400
18,一颗苹果,13392982,157881,82,35,12894,5656,43.87%,3.58%,完结FT · 谢谢光临,90818
19,放学等我 第一季,52949715,828411,53,18,62798,36148,57.56%,4.36%,1700W福利·P-特别小剧场「2022.12.2」,64911
20,我在无限游戏里封神 第一季,73618028,992127,64,14,77348,43357,56.05%,4.37%,线下漫展VLOG,52347
21,放学等我 第二季,31124615,444706,42,16,44586,34331,77.00%,7.72%,番外·恋爱纪念日,68837
22,默读 第四季,45984943,542425,31,23,42031,40181,95.60%,7.41%,骆一锅的一天,59099
23,再世权臣 第三季（下）,609390,22348,17,10,1770,1601,90.45%,7.16%,第十集 ·  破镜何圆,93437
24,魔道祖师 第三季,296658040,1543210,66,56,97542,89906,92.17%,5.83%,传讯符·忘羡,22602
25,沉醉不醒,3633295,54876,41,22,4374,2649,60.56%,4.83%,小剧场·好好的,86740
26,我在无限游戏里封神 第二季（下）,20647703,251977,55,14,27599,23555,85.35%,9.35%,花絮06,76557
27,魔道祖师 第一季,259286955,2272635,39,22,97180,64698,66.58%,2.85%,主创FT<下>,15861
28,默读 第三季,37414840,600562,17,14,35577,33117,93.09%,5.51%,甜甜生日特别篇,59098
29,入戏,8738207,92500,80,54,7509,5778,76.95%,6.25%,新春语音,82289
30,藏南晚星,19279917,202488,79,42,20346,15047,73.96%,7.43%,主题曲伴奏·途经,85110
31,小蘑菇 第二季,51492382,502343,51,34,51854,47659,91.91%,9.49%,破亿电话·双人,39605
32,小蘑菇 第一季,50479363,924974,33,17,58387,39188,67.12%,4.24%,白噪音·漫步荒原,29125
33,默读 第二季,29349161,608077,16,11,35467,33563,94.63%,5.52%,花絮03,59097
34,台风眼 第二季,29499696,158368,50,32,13851,12803,92.43%,8.08%,完结 FT,68664
35,魔道祖师 第二季,171056661,1418477,41,37,88856,81586,91.82%,5.75%,主役FT（下）,19059
36,宋玉章 第一季,1239351,30364,3,0,645,0,0.00%,0.00%,月历语音 · 静玉,86589
37,台风眼 第一季,35327510,300326,53,20,21390,13451,62.88%,4.48%,千万福利·富士山在等一片云,52404
38,吞海 第一季,51528723,530535,54,17,45204,28400,62.83%,5.35%,原创配乐·破晓,29187
39,我在无限游戏里封神 第二季（上）,20386289,329167,42,11,33849,29304,86.57%,8.90%,花絮06,71605
40,默读 第一季,54185052,1079932,24,11,53505,38471,71.90%,3.56%,花絮9,59096
41,某某 第一季,98136062,1717203,43,28,77517,45183,58.29%,2.63%,伴奏|《梧桐说》,58219
42,娑婆,1256649,33800,19,10,3323,830,24.98%,2.46%,主题曲·此身,93178
43,江医生 第一季,16533039,232982,49,27,22610,13738,60.76%,5.90%,千万播放福利第四弹·小剧场·猫,81852
44,我喜欢你的信息素 第一季,100109968,1511105,48,21,72404,44991,62.14%,2.98%,四千万福利,58217
45,吞海 第二季,32522523,271234,56,19,25999,24213,93.13%,8.93%,新年祝福,67085
46,于是麦麦决定离家出走,5717513,109494,51,32,9709,5949,61.27%,5.43%,花絮11,86179
47,将进酒 第一季,105929001,1439950,59,16,78324,53330,68.09%,3.70%,完结FT,25944
48,逆鳞 第一季,356964,13713,18,5,1405,637,45.34%,4.65%,第七剑,93750
49,吞海 第三季（上）,22502586,216821,38,16,18480,17313,93.69%,7.98%,OST·04 此地埋名,73221
50,降水概率百分百,1447163,25306,30,11,2327,1169,50.24%,4.62%,˚.⊹ 第十四期 ♡₊˚,93005
