排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,一屋暗灯 全一季,9217114,175526,42,9,花絮06,93038
2,虚拟偶像团综丨《去世界尽头》,373209,29953,3,0,前传·开箱检查,94354
3,洄天 第一季,26815348,240463,56,11,第十三期,86815
4,满城衣冠 全一季,1308690,44215,10,0,第2集 · 债,90878
5,绰约,1686091,29401,17,0,第二集·约法三章,86680
6,再世权臣 第三季（下）,498700,20792,15,8,第八集 ·  走投无路,93437
7,搭界 第一季,23598,6322,1,0,先导片,94617
8,我在霸总文学里当家庭医生 上季,16926,3128,3,0,第一集,91680
9,娑婆,1117060,31532,16,8,第九集,93178
10,理想型,461166,9694,20,3,14·不好,93439
11,入蛊 全一季,653524,18431,18,10,Ⱄⱄᐝ第十三回,93646
12,谁来言说夜晚 上季,384865,10571,20,0,第11集,94321
13,奇洛李维斯回信 番外篇,928574,60844,3,2,番外 ·  庆生宴,93420
14,日出风来,24242,4900,3,0,主题曲 灯塔与风,94444
15,合笼蛊,105614,3946,6,0,定档预告,94418
16,初三的六一儿童节 第二季（上）,2055766,12065,17,9,第十集 · 禁区潜行,93154
17,降水概率百分百,1274309,23953,26,9,˚.⊹ 第十二期 ♡₊˚,93005
18,区区,4555,1426,1,0,预告,94664
19,嫡谋·第一季,66882,3165,5,0,第一集·「重来一次」下,94462
20,只想和你好好的,220923,7036,10,1,✧ 主题曲二《春光正好》 ✧,94176
21,禁区,590799,12990,99,71,68 烧脑,92575
22,大王万万不可！ 第一季,131512,10761,9,0,第三集·群萝荟萃,94259
23,门生故旧,478384,15355,34,22,☆ 27·步步为营,93774
24,秋燥 第一季,331849,13979,12,3,第六集,93438
25,逆鳞 第一季,284339,12615,16,3,花絮②,93750
26,欲言难止,387177,13732,182,160,欲言难止 第171集 我做了一个很长的梦（完）,93138
27,沉浮事,686223,17334,84,72,花絮-叁,92895
28,愚蠢的有钱人,1390519,27110,87,70,【花絮6】,93113
29,蜉蝣,582893,21853,19,6,ೀ˖˚ 第八集,93202
30,当你叫醒我,427877,10646,5,0,第二集,94268
