排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,天官赐福 第四季,8083465,117376,21,2,10436,4510,43.22%,3.84%,小剧场·姻缘签,91718
2,奇洛李维斯回信,54023679,570631,98,41,53572,28660,53.50%,5.02%,OST A12 · 暗恋基本法,85974
3,你的雪人能活多久 第一季,1113672,52315,21,2,4846,486,10.03%,0.93%,百万福利 · 傅让夷,93787
4,伏特加与曼特宁,1611576,62536,20,1,3028,622,20.54%,0.99%,✦店长来啦！③,92988
5,灯花笑 上季,2760759,50720,21,6,7792,1273,16.34%,2.51%,盛京杂谈·贰,94733
6,情蛊,41336743,444913,68,49,54012,33369,61.78%,7.50%,4000w福利·山大王,86178
7,一屋暗灯 全一季,12665490,204506,54,14,34384,15681,45.61%,7.67%,主役版主题曲▪未说的,93038
8,宋玉章 第一季,3159443,43991,17,1,2525,396,15.68%,0.90%,第四折 ·  玉堂春,86589
9,我在无限游戏里封神 第四季,7754314,143715,56,15,11752,9213,78.40%,6.41%,特别放送 · emoji大挑战,86834
10,满城衣冠 全一季,2317597,53762,29,7,3191,1244,38.98%,2.31%,七夕福利音,90878
11,天官赐福 第三季,72287350,272750,68,44,33853,27993,82.69%,10.26%,小剧场·元宵·花灯,82040
12,囚于永夜,1084974,28003,200,161,2581,748,28.98%,2.67%,温然生日小剧场,94916
13,炽火难熄 全一季,296210,19585,12,2,1440,534,37.08%,2.73%,七夕节福利彩蛋,94917
14,天官赐福 第二季,73684866,361285,61,43,38693,35198,90.97%,9.74%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
15,天官赐福 第一季,87372697,972754,61,43,68972,37134,53.84%,3.82%,四千万福利·小剧场·从前有一位名师,52400
16,沉浮事,623507,14960,14,3,1585,801,50.54%,5.35%,七夕小剧场·红线,94775
17,我在无限游戏里封神 第三季,24110091,220036,91,21,30289,22572,74.52%,10.26%,破亿纪念单曲·神明所遗落的,81851
18,早春晴朗,37265690,279405,57,24,22611,14819,65.54%,5.30%,完结FT,72230
19,放学等我 第一季,54141932,838340,53,18,62251,36012,57.85%,4.30%,1700W福利·P-特别小剧场「2022.12.2」,64911
20,放学等我 第二季,31819017,451101,42,16,44396,33948,76.47%,7.53%,番外·恋爱纪念日,68837
21,我在无限游戏里封神 第一季,74739446,1002174,64,14,77698,43504,55.99%,4.34%,线下漫展VLOG,52347
22,魔道祖师 第三季,297482968,1546924,66,56,97515,89833,92.12%,5.81%,传讯符·忘羡,22602
23,魔道祖师 第一季,260209263,2282877,39,22,97149,64626,66.52%,2.83%,主创FT<下>,15861
24,藏南晚星,19860569,207169,80,43,20860,15451,74.07%,7.46%,七夕小剧场 · 小许老师买菜记,85110
25,台风眼 第二季,29861464,162532,50,32,14230,13169,92.54%,8.10%,完结 FT,68664
26,触礁,223250,11550,13,3,1170,741,63.33%,6.42%,七夕福利音,95034
27,江医生 第一季,17056706,237365,49,27,23080,14114,61.15%,5.95%,千万播放福利第四弹·小剧场·猫,81852
28,我在无限游戏里封神 第二季（下）,21206739,256891,55,14,28157,24054,85.43%,9.36%,花絮06,76557
29,台风眼 第一季,35877796,307521,53,20,22050,13796,62.57%,4.49%,千万福利·富士山在等一片云,52404
30,魔道祖师 第二季,171582044,1422080,41,37,88885,81618,91.82%,5.74%,主役FT（下）,19059
31,降水概率百分百,1923929,28589,39,16,2865,1656,57.80%,5.79%,七夕语音 ♡ 晚安好梦,93005
32,我喜欢你的信息素 第一季,100828208,1519507,48,21,72062,44653,61.96%,2.94%,四千万福利,58217
33,沉醉不醒,4135594,57288,49,30,4891,3075,62.87%,5.37%,七夕迷你剧场,86740
34,我在无限游戏里封神 第二季（上）,20778794,333954,42,11,34308,29705,86.58%,8.89%,花絮06,71605
35,江医生 第二季,8456802,122620,44,36,13720,12763,93.02%,10.41%,主役版·绝对,85256
36,某某 第一季,98712002,1725271,43,28,77225,45105,58.41%,2.61%,伴奏|《梧桐说》,58219
37,绰约,2149003,32292,36,6,1508,570,37.80%,1.77%,律法小贴士·8则,86680
38,一颗苹果,13903169,164636,82,35,13604,6011,44.19%,3.65%,完结FT · 谢谢光临,90818
39,再世权臣 第三季（下）,908435,25837,21,12,2356,2097,89.01%,8.12%,第十二集 ·  雨后风荷,93437
40,搭界 第一季,421146,15991,22,9,1612,847,52.54%,5.30%,第七集,94617
41,吞海 第一季,52162483,536180,54,17,45678,28756,62.95%,5.36%,原创配乐·破晓,29187
42,重生之将门毒后 第二季,42447290,385558,83,26,50748,34171,67.33%,8.86%,破亿福利·白噪音·花灯,52293
43,我喜欢你的信息素 第二季,76802883,850134,43,26,59003,49803,84.41%,5.86%,国风版·星衍,58218
44,解瘾,402730,13261,21,3,870,328,37.70%,2.47%,福利音❃七夕,94782
45,嫁给一个死太监 第一季,3913730,78515,34,12,4696,2619,55.77%,3.34%,新春福利音,66726
46,洄天 第一季,28243810,247046,65,14,23447,11338,48.36%,4.59%,完结语音 · 高能量S级监护人的一天,86815
47,伪装学渣 第一季,103506110,1952183,30,17,80140,47003,58.65%,2.41%,千万福利·“叫妈妈”,58262
48,小蘑菇 第二季,51898182,505418,51,34,52057,47832,91.88%,9.46%,破亿电话·双人,39605
49,将进酒 第一季,106549414,1446515,59,16,78370,53331,68.05%,3.69%,完结FT,25944
50,谁来言说夜晚 上季,1433274,15461,79,42,1658,908,54.76%,5.87%,第59集,94321
