排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,最新更新,剧集ID
1,逐玉 第一季,3881381,68319,43,14,2126,927,43.60%,原创配乐 · 凶夜,89245
2,奇洛李维斯回信,39414907,494429,79,23,45635,22920,50.22%,花絮09 ·小花絮又又又又又来了,85974
3,情蛊,32229935,368242,59,41,44203,27099,61.31%,花絮11,86178
4,反差 全一季,5768844,46396,23,6,2814,1268,45.06%,第七集·困兽犹斗,86684
5,一颗苹果,10338336,129459,66,25,9698,3580,36.91%,花絮06 · 推广,90818
6,顶级掠食者 第二季,4462853,47235,20,7,3680,2645,71.88%,400W播放纪念,86789
7,于是麦麦决定离家出走,3688192,88622,25,15,6643,3691,55.56%,第十期,86179
8,再世权臣 第三季（上）,1665228,42268,27,5,2529,1643,64.97%,花絮02·我不打扰,86827
9,太傅他人人喊打 第二季,1677496,34349,15,6,2294,1123,48.95%,第六集,86723
10,我在无限游戏里封神 第四季,1478614,89427,2,0,2645,0,0.00%,预告 · Deicide,86834
11,天官赐福 第三季,65756183,247665,66,42,31088,25509,82.05%,花絮·不坠主役,82040
12,欢迎进入梦魇直播间 第二季,4071047,37521,16,7,2709,1820,67.18%,第七集 ♱ 你是我们的,90985
13,天官赐福 第二季,68443322,338354,61,43,36101,32721,90.64%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
14,重生之将门毒后 第二季,39927370,371376,83,26,49266,33006,67.00%,破亿福利·白噪音·花灯,52293
15,天官赐福 第一季,81147719,932479,61,43,67418,36159,53.63%,四千万福利·小剧场·从前有一位名师,52400
16,藏南晚星,17204973,186885,79,42,18329,13366,72.92%,主题曲伴奏·途经,85110
17,放学等我 第一季,49173980,790459,53,18,62239,36320,58.36%,1700W福利·P-特别小剧场「2022.12.2」,64911
18,放学等我 第二季,28893182,419879,42,16,43987,34739,78.98%,番外·恋爱纪念日,68837
19,重生之将门毒后 第一季,90305284,814637,82,27,87862,42010,47.81%,主役reaction·片段03,43922
20,我在无限游戏里封神 第三季,20556076,197349,91,21,27451,20145,73.39%,破亿纪念单曲·神明所遗落的,81851
21,失忆后死对头成了我男朋友？,4243520,90971,44,20,5742,3786,65.94%,花絮·陆云笙,86693
22,初三的六一儿童节,21346803,45677,216,187,4749,3588,75.55%,Chapter.105A “栋笃笑”（上）,85562
23,早春晴朗,30265267,236064,57,24,18948,12433,65.62%,完结FT,72230
24,惹祸精,505051,21945,29,8,1003,385,38.38%,第十集,90987
25,偷风不偷月 上季,7479503,120748,41,18,9970,5475,54.91%,300w福利·楚识琛（沈若臻）·风月语录,71389
26,魔道祖师 第三季,293971000,1531922,66,56,97574,90013,92.25%,传讯符·忘羡,22602
27,将进酒 第一季,103866061,1417421,59,16,78088,53229,68.17%,完结FT,25944
28,吞海 第一季,49162216,509864,54,17,43656,27166,62.23%,原创配乐·破晓,29187
29,魔道祖师 第一季,256483353,2242870,39,22,96733,64508,66.69%,主创FT<下>,15861
30,小蘑菇 第二季,48534129,487584,46,33,50084,46602,93.05%,全剧五千万福利,39605
31,六州歌头 下季,414017,7404,46,41,402,279,69.40%,45 孤城落幕凉,92061
32,魔道祖师 第二季,169411329,1407187,41,37,88669,81439,91.85%,主役FT（下）,19059
33,太傅他人人喊打 第一季,6434848,116260,46,31,8045,4778,59.39%,充电·燕迟,73214
34,某某 第一季,96373065,1690397,43,28,77254,45007,58.26%,伴奏|《梧桐说》,58219
35,偷风不偷月 下季,3178203,57305,35,17,4171,3902,93.55%,100W福利·白噪音,77591
36,吞海 第二季,30996671,258534,56,19,24698,22969,93.00%,新年祝福,67085
37,语义错误 第一季,2005395,20285,10,0,1392,0,0.00%,小剧场1 · GREEN,92155
38,将进酒 第二季,71209245,804918,45,22,66964,60872,90.90%,第二季完结FT,30383
39,小蘑菇 第一季,48240248,900932,33,17,57840,38838,67.15%,白噪音·漫步荒原,29125
40,吞海 第三季（上）,21410819,205081,38,16,17375,16247,93.51%,OST·04 此地埋名,73221
41,逐玉 第二季,407205,9548,4,0,164,0,0.00%,主题曲《雪霁》和声伴奏,92520
42,欢迎进入梦魇直播间 第一季,22324538,184362,62,20,18611,8043,43.22%,完结FT,75856
43,我在无限游戏里封神 第一季,70049954,960184,64,14,76099,42629,56.02%,线下漫展VLOG,52347
44,我在无限游戏里封神 第二季（下）,18815158,235649,55,14,26065,22164,85.03%,花絮06,76557
45,沉醉不醒,936134,33595,6,0,975,0,0.00%,倒计时③·丁竞元,86740
46,我喜欢你的信息素 第一季,97950833,1484885,48,21,72306,45215,62.53%,四千万福利,58217
47,再世权臣 第一季,20129852,246641,79,17,22706,10602,46.69%,花絮07,71321
48,你的距离,88537036,924374,70,27,78078,56045,71.78%,完结FT·主创版,31552
49,吞海 第三季（下）,18299552,180946,51,18,17644,15919,90.22%,破亿纪念•抒情主役版「晓」,76879
50,重回我爸少年时 第一季,1019971,14417,35,7,838,329,39.26%,第六集,91872
