排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,一屋暗灯 全一季,11362862,193751,51,12,启动音▪宋星阑,93038
2,奇洛李维斯回信,51894727,558715,98,41,OST A12 · 暗恋基本法,85974
3,囚于永夜,5123195,309959,1,0,织音发布会纯享PV · 概念预告,86822
4,情蛊,39744768,430735,67,48,完结FT·下,86178
5,二哈和他的白猫师尊,165321619,3182870,78,0,第肆季-第十一期,20741
6,放学等我 第一季,53246815,831030,53,18,1700W福利·P-特别小剧场「2022.12.2」,64911
7,灯花笑 上季,1171703,36864,10,0,第3集,94733
8,天官赐福 第一季,86387016,964577,61,43,四千万福利·小剧场·从前有一位名师,52400
9,洄天 第一季,27765665,244713,65,14,完结语音 · 高能量S级监护人的一天,86815
10,虚拟偶像团综丨《去世界尽头》,3482936,46743,25,0,嘉宾观察室顾子尧篇·“顾拿拉”养成手记,94354
11,小蘑菇 第一季,50616645,926583,33,17,白噪音·漫步荒原,29125
12,我在无限游戏里封神 第四季,7007704,138636,56,15,特别放送 · emoji大挑战,86834
13,魔道祖师 第一季,259529522,2275435,39,22,主创FT<下>,15861
14,我在无限游戏里封神 第一季,73947699,995076,64,14,线下漫展VLOG,52347
15,伪装学渣 第一季,103086395,1945645,30,17,千万福利·“叫妈妈”,58262
16,天官赐福 第四季,6368382,96659,15,0,谢怜生辰快乐,91718
17,我喜欢你的信息素 第一季,100302597,1513508,48,21,四千万福利,58217
18,一颗苹果,13551941,160295,82,35,完结FT · 谢谢光临,90818
19,某某 第一季,98287333,1719442,43,28,伴奏|《梧桐说》,58219
20,台风眼 第一季,35476198,302319,53,20,千万福利·富士山在等一片云,52404
21,放学等我 第二季,31301172,446384,42,16,番外·恋爱纪念日,68837
22,早春晴朗,36362052,275063,57,24,完结FT,72230
23,虚拟偶像团综丨《NEW DAYS（一起又出发）》,30683021,114148,95,0,许向安&许向宁生日小剧场·那片山那片海,84529
24,见春天,13207664,231590,54,8,魏清越书信·02,80533
25,重生之将门毒后 第一季,93961733,836382,82,27,主役reaction·片段03,43922
26,满城衣冠 全一季,1776809,49485,17,3,第5集 · 不疯魔不成活,90878
27,再世权臣 第一季,21744426,259265,79,17,花絮07,71321
28,将进酒 第一季,106098441,1441826,59,16,完结FT,25944
29,入戏,8841975,93427,80,54,新春语音,82289
30,恒星时刻 第一季,208811,37621,1,0,歌曲《狮心》（Live）,94789
31,坠落,11447637,182660,59,22,番外二·新生,76041
32,迪奥先生 第一季,79561118,1077742,30,15,王氏破产 铃声,23329
33,干涸地,1970900,89595,1,0,概念预告,86725
34,娘娘腔,38003872,717375,31,0,主役听剧Reaction,46640
35,全球高考 第一季（全新版）,21598614,372579,37,11,— 「全季完结FT」—,60289
36,天官赐福 第三季,71392021,267538,67,43,小剧场·元宵·花灯,82040
37,于是麦麦决定离家出走,5805509,110636,51,32,花絮11,86179
38,二哈和他的白猫师尊,15890036,103544,669,603,完结FT,81979
39,判官 第一季,38485282,652961,45,21,听剧reaction,37773
40,我在无限游戏里封神 第三季,23530815,216472,91,21,破亿纪念单曲·神明所遗落的,81851
41,嫡谋·第一季,240690,7194,10,2,第五集 · 「冰河落子」,94462
42,奇洛李维斯回信 番外篇,1048234,67067,3,2,番外 ·  庆生宴,93420
43,藏南晚星,19431427,203589,79,42,主题曲伴奏·途经,85110
44,虚拟偶像团综丨《LASER出道日》,83413921,680400,89,0,专业小课堂：电子竞技运动与管理专业,28989
45,吞海 第一季,51699962,532134,54,17,原创配乐·破晓,29187
46,虚拟偶像团综丨《一起再出发》,92077959,253546,179,0,中秋特辑·清道夫,58225
47,针锋对决,37954881,934750,19,0,完结FT  互动问答,19249
48,交易沦陷,29244480,175582,138,99,特别福利·星空沦陷,54171
49,囚于永夜,266856,11945,199,161,番外 少爷的生日7,94916
50,难哄,146803729,1577842,76,48,破亿福利·纪念FT,38074
51,你的雪人能活多久 第一季,201967,31213,3,0,预告 · 1214宇宙,93787
52,江医生 第一季,16667411,234122,49,27,千万播放福利第四弹·小剧场·猫,81852
53,FOG[电竞] 第一季,70847813,765436,39,14,2000W福利·whisper伴奏抒情版,29122
54,偷偷藏不住,202754288,2416800,89,54,2亿福利·双人电话语音,34632
55,魔道祖师 第三季,296875303,1544185,66,56,传讯符·忘羡,22602
56,天官赐福 第二季,72930111,356351,61,43,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
57,这题超纲了 第一季,20878851,495897,44,17,【回放】《这题超纲了》M星直播,41369
58,我在无限游戏里封神 第二季（下）,20810062,253493,55,14,花絮06,76557
59,虚拟偶像综艺 |《VANITY FAIR（名利场）》,28269148,129208,71,0,梦系列小剧场06·白日,78684
60,小蘑菇 第二季,51610239,503245,51,34,破亿电话·双人,39605
61,宋玉章 第一季,1527573,32756,6,0,倒计时伍 · 孟庭静×宋玉章,86589
