排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,最新更新,剧集ID
1,洄天 第一季,13810040,178494,28,0,11837,0,0.00%,第一期,86815
2,逐玉 第一季,3983536,69250,43,14,2165,956,44.16%,原创配乐 · 凶夜,89245
3,奇洛李维斯回信,40038254,497369,79,23,45907,23147,50.42%,花絮09 ·小花絮又又又又又来了,85974
4,情蛊,32731161,371616,61,42,44653,27408,61.38%,番外·此为情蛊,86178
5,我在无限游戏里封神 第四季,1665815,92952,5,0,3226,0,0.00%,主题曲 · 失控Out of Control · 伴奏,86834
6,顶级掠食者 第二季,4792137,48239,23,8,3835,2808,73.22%,主题曲·天分·伴奏,86789
7,一颗苹果,10586500,130868,67,26,9864,3708,37.59%,第15集 · 祷告 Breath by Breath,90818
8,于是麦麦决定离家出走,3826469,90197,26,15,6819,3824,56.08%,小剧场✦小猫神,86179
9,反差 全一季,5858898,47442,24,7,2890,1321,45.71%,愚人节福利花絮,86684
10,再世权臣 第三季（上）,1783161,43024,29,6,2667,1795,67.30%,第六集 ·  到此为止,86827
11,太傅他人人喊打 第二季,1795522,34985,17,7,2363,1204,50.95%,第七集,86723
12,天官赐福 第三季,66217517,248572,66,42,31175,25588,82.08%,花絮·不坠主役,82040
13,欢迎进入梦魇直播间 第二季,4339559,38375,18,8,2799,1908,68.17%,第八集 ♱ MINE MARRY,90985
14,天官赐福 第二季,68820067,339134,61,43,36883,33541,90.94%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
15,惹祸精,573711,23873,30,9,1113,480,43.13%,第十一集,90987
16,天官赐福 第一季,81490074,933873,61,43,67479,36194,53.64%,四千万福利·小剧场·从前有一位名师,52400
17,重生之将门毒后 第二季,40034235,371929,83,26,49321,33050,67.01%,破亿福利·白噪音·花灯,52293
18,藏南晚星,17306533,187692,79,42,18430,13453,73.00%,主题曲伴奏·途经,85110
19,初三的六一儿童节,21768591,46403,222,192,4839,3672,75.88%,花絮 | 第7弹,85562
20,偷风不偷月 上季,7552799,121642,41,18,10027,5509,54.94%,300w福利·楚识琛（沈若臻）·风月语录,71389
21,沉醉不醒,1135423,36462,9,0,1449,0,0.00%,第一期,86740
22,放学等我 第一季,49343654,792239,53,18,62324,36326,58.29%,1700W福利·P-特别小剧场「2022.12.2」,64911
23,我在无限游戏里封神 第三季,20701403,198276,91,21,27565,20225,73.37%,破亿纪念单曲·神明所遗落的,81851
24,早春晴朗,30435707,237029,57,24,19020,12484,65.64%,完结FT,72230
25,放学等我 第二季,28997054,421040,42,16,44008,34700,78.85%,番外·恋爱纪念日,68837
26,失忆后死对头成了我男朋友？,4292146,91355,44,20,5778,3824,66.18%,花絮·陆云笙,86693
27,逐玉 第二季,489855,10798,6,0,301,0,0.00%,第二集 · 夜会,92520
28,重生之将门毒后 第一季,90489449,815591,82,27,87920,42047,47.82%,主役reaction·片段03,43922
29,魔道祖师 第三季,294100838,1532438,66,56,97595,90029,92.25%,传讯符·忘羡,22602
30,将进酒 第一季,103976454,1418541,59,16,78108,53247,68.17%,完结FT,25944
31,小蘑菇 第二季,48692707,488294,46,33,50137,46652,93.05%,全剧五千万福利,39605
32,吞海 第一季,49261136,510843,54,17,43741,27232,62.26%,原创配乐·破晓,29187
33,偷风不偷月 下季,3222460,57923,35,17,4214,3944,93.59%,100W福利·白噪音,77591
34,魔道祖师 第一季,256612648,2244095,39,22,96723,64525,66.71%,主创FT<下>,15861
35,美人印,332921,23754,6,0,1421,0,0.00%,OST《美人印》,92611
36,魔道祖师 第二季,169489103,1407669,41,37,88670,81435,91.84%,主役FT（下）,19059
37,小蘑菇 第一季,48333118,902139,33,17,57886,38869,67.15%,白噪音·漫步荒原,29125
38,我在无限游戏里封神 第一季,70234371,961762,64,14,76183,42687,56.03%,线下漫展VLOG,52347
39,吞海 第二季,31069286,259154,56,19,24771,23039,93.01%,新年祝福,67085
40,将进酒 第二季,71279623,805375,45,22,66980,60886,90.90%,第二季完结FT,30383
41,某某 第一季,96456345,1691524,43,28,77278,45021,58.26%,伴奏|《梧桐说》,58219
42,太傅他人人喊打 第一季,6461959,116747,46,31,8072,4800,59.46%,充电·燕迟,73214
43,吞海 第三季（上）,21461017,205634,38,16,17430,16301,93.52%,OST·04 此地埋名,73221
44,再世权臣 第一季,20208233,247445,79,17,22770,10640,46.73%,花絮07,71321
45,我在无限游戏里封神 第二季（下）,18904522,236463,55,14,26129,22221,85.04%,花絮06,76557
46,欢迎进入梦魇直播间 第一季,22408831,184926,62,20,18658,8069,43.25%,完结FT,75856
47,你的距离,88646864,925019,70,27,78098,56062,71.78%,完结FT·主创版,31552
48,我喜欢你的信息素 第一季,98051850,1486026,48,21,72330,45204,62.50%,四千万福利,58217
49,语义错误 第一季,2179328,21216,11,1,1481,303,20.46%,Ep.04 SHIFT,92155
50,吞海 第三季（下）,18357617,181524,51,18,17713,15984,90.24%,破亿纪念•抒情主役版「晓」,76879
