排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,洄天 第一季,22075381,220047,41,5,19198,7457,38.84%,3.39%,第七期,86815
2,一屋暗灯 全一季,3855448,114270,20,2,19207,4774,24.86%,4.18%,花絮03,93038
3,我在无限游戏里封神 第四季,3568691,115534,23,6,6745,4109,60.92%,3.56%,第六集 · 抢亲,86834
4,奇洛李维斯回信,45518454,522214,81,25,48596,24997,51.44%,4.79%,回信广播剧完结FT（下） · 花都冰室,85974
5,情蛊,35903010,397128,67,48,48196,29648,61.52%,7.47%,完结FT·下,86178
6,早春晴朗,32806334,253637,57,24,20466,13413,65.54%,5.29%,完结FT,72230
7,沉醉不醒,2197196,44330,23,6,3102,1494,48.16%,3.37%,ღ200万福利·晚安语音·苏墨,86740
8,再世权臣 第三季（下）,88661,10629,3,1,520,316,60.77%,2.97%,第一集 ·  草原之王,93437
9,初三的六一儿童节,25743963,56769,269,237,6267,5050,80.58%,8.90%,番外3 兄弟（12）,85562
10,娑婆,482881,23422,6,0,2275,0,0.00%,0.00%,第二集,93178
11,初三的六一儿童节 第二季（上）,482330,8938,7,3,709,434,61.21%,4.86%,第四集 · 绝命追捕,93154
12,一颗苹果,12343726,143105,80,34,11578,4933,42.61%,3.45%,启动音试听 · 谢青寄,90818
13,我在无限游戏里封神 第三季,21816583,205122,91,21,28382,20931,73.75%,10.20%,破亿纪念单曲·神明所遗落的,81851
14,天官赐福 第三季,69265681,255675,67,43,31930,26293,82.35%,10.28%,小剧场·元宵·花灯,82040
15,愚蠢的有钱人,554266,18042,38,25,1497,645,43.09%,3.57%,【花絮3】,93113
16,放学等我 第一季,50846204,808186,53,18,62689,36346,57.98%,4.50%,1700W福利·P-特别小剧场「2022.12.2」,64911
17,反差 全一季,6936219,54493,34,16,3725,2102,56.43%,3.86%,花絮5·喵条～,86684
18,顶级掠食者 第二季,6823058,53530,34,15,4803,3792,78.95%,7.08%,第十四集·下,86789
19,于是麦麦决定离家出走,4863137,99663,36,22,8521,5189,60.90%,5.21%,小剧场✦静电,86179
20,放学等我 第二季,29882031,431389,42,16,44222,34506,78.03%,8.00%,番外·恋爱纪念日,68837
21,天官赐福 第二季,71107446,345581,61,43,37410,34026,90.95%,9.85%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
22,藏南晚星,18173390,194373,79,42,19353,14226,73.51%,7.32%,主题曲伴奏·途经,85110
23,天官赐福 第一季,83954793,944908,61,43,67999,36497,53.67%,3.86%,四千万福利·小剧场·从前有一位名师,52400
24,降水概率百分百,695334,19076,14,2,1645,505,30.70%,2.65%,˚.⊹ 第五期 ♡₊˚,93005
25,我在无限游戏里封神 第一季,71636232,973838,64,14,76669,42988,56.07%,4.41%,线下漫展VLOG,52347
26,太傅他人人喊打 第二季,2822776,39669,27,14,2988,1884,63.05%,4.75%,第十三集,86723
27,惹祸精,1013669,30333,42,14,1687,926,54.89%,3.05%,100福利·斯昭起床福利音,90987
28,吞海 第一季,50258793,519212,54,17,44379,27713,62.45%,5.34%,原创配乐·破晓,29187
29,奇洛李维斯回信 番外篇,447084,37634,3,2,2970,2412,81.21%,6.41%,番外 ·  庆生宴,93420
30,魔道祖师 第三季,295173783,1536940,66,56,97603,90007,92.22%,5.86%,传讯符·忘羡,22602
31,交易沦陷,26937494,165297,138,99,16455,9591,58.29%,5.80%,特别福利·星空沦陷,54171
32,再世权臣 第三季（上）,2553613,47497,34,10,3475,2680,77.12%,5.64%,第十集 ·  再度启程,86827
33,我在无限游戏里封神 第二季（下）,19634820,242785,55,14,26742,22770,85.15%,9.38%,花絮06,76557
34,欢迎进入梦魇直播间 第二季,5996010,44243,28,11,3447,2489,72.21%,5.63%,《今日没说法》⑤ ·「不平安疗养院」,90985
35,魔道祖师 第一季,257677227,2254584,39,22,96853,64529,66.63%,2.86%,主创FT<下>,15861
36,偷风不偷月 上季,8065313,127276,41,18,10377,5783,55.73%,4.54%,300w福利·楚识琛（沈若臻）·风月语录,71389
37,吞海 第二季,31710457,264491,56,19,25331,23577,93.08%,8.91%,新年祝福,67085
38,小蘑菇 第二季,50202028,493393,46,33,50458,46953,93.05%,9.52%,全剧五千万福利,39605
39,我在无限游戏里封神 第二季（上）,19708227,320289,42,11,33081,28648,86.60%,8.94%,花絮06,71605
40,某某 第一季,97138949,1701243,43,28,77263,45119,58.40%,2.65%,伴奏|《梧桐说》,58219
41,吞海 第三季（上）,21915623,210621,38,16,17915,16769,93.60%,7.96%,OST·04 此地埋名,73221
42,魔道祖师 第二季,170136661,1412097,41,37,88806,81539,91.82%,5.77%,主役FT（下）,19059
43,将进酒 第一季,104776073,1426725,59,16,78187,53307,68.18%,3.74%,完结FT,25944
44,台风眼 第二季,28831370,151281,50,32,13276,12261,92.35%,8.10%,完结 FT,68664
45,你的距离,89541797,930474,70,27,78324,56215,71.77%,6.04%,完结FT·主创版,31552
46,初三的六一儿童节 第一季,11224909,56871,53,16,3275,1584,48.37%,2.79%,新年♥快乐,85497
47,偷风不偷月 下季,3536770,62071,35,17,4525,4251,93.94%,6.85%,100W福利·白噪音,77591
48,恩客,1249478,17525,54,40,1418,942,66.43%,5.38%,45·“租客”,91870
49,台风眼 第一季,34258127,287977,53,20,20340,12873,63.29%,4.47%,千万福利·富士山在等一片云,52404
50,液态欲望 全一季,380997,23035,11,2,1266,331,26.15%,1.44%,雪饼日记1.0,86692
