排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,最新更新,剧集ID
1,洄天 第一季,20732715,213701,37,3,18219,6340,34.80%,第五期,86815
2,我在无限游戏里封神 第四季,3138576,111932,19,4,6205,3545,57.13%,第四集 · 生魂,86834
3,一屋暗灯 全一季,2731136,95549,14,0,14378,0,0.00%,五一彩蛋,93038
4,奇洛李维斯回信,44426034,516017,79,23,47829,24406,51.03%,花絮09 ·小花絮又又又又又来了,85974
5,情蛊,35111540,391270,65,46,47426,29114,61.39%,花絮15,86178
6,早春晴朗,32204751,249646,57,24,20104,13191,65.61%,完结FT,72230
7,沉醉不醒,1957746,42805,19,5,2816,1195,42.44%,五一迷你剧场,86740
8,初三的六一儿童节,24954682,54435,258,226,5984,4787,80.00%,番外3 兄弟（1）,85562
9,于是麦麦决定离家出走,4669415,98161,34,21,8268,5011,60.61%,番外✦程德兴,86179
10,一颗苹果,12119241,140811,80,34,11320,4779,42.22%,启动音试听 · 谢青寄,90818
11,天官赐福 第三季,68894136,254072,67,43,31769,26136,82.27%,小剧场·元宵·花灯,82040
12,我在无限游戏里封神 第三季,21553520,203685,91,21,28203,20766,73.63%,破亿纪念单曲·神明所遗落的,81851
13,反差 全一季,6745078,52907,32,14,3545,1947,54.92%,第十二集·接住你了,86684
14,降水概率百分百,576271,17159,11,0,1275,0,0.00%,特别语音 ♡ 健身提醒,93005
15,放学等我 第一季,50496486,804793,53,18,62508,36268,58.02%,1700W福利·P-特别小剧场「2022.12.2」,64911
16,天官赐福 第二季,70806333,344132,61,43,37275,33899,90.94%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
17,顶级掠食者 第二季,6321534,52109,30,12,4427,3409,77.00%,第十二集,86789
18,恩客,1031958,16244,41,28,1272,776,61.01%,34·三块大洋,91870
19,藏南晚星,17950372,192900,79,42,19142,14051,73.40%,主题曲伴奏·途经,85110
20,放学等我 第二季,29667632,429185,42,16,44279,34623,78.19%,番外·恋爱纪念日,68837
21,惹祸精,925195,29337,37,14,1568,837,53.38%,小剧场④《不能碰》,90987
22,天官赐福 第一季,83617557,942379,61,43,67889,36421,53.65%,四千万福利·小剧场·从前有一位名师,52400
23,愚蠢的有钱人,400179,16148,26,13,1297,460,35.47%,【读诗】,93113
24,我在无限游戏里封神 第一季,71322028,971273,64,14,76605,42932,56.04%,线下漫展VLOG,52347
25,初三的六一儿童节 第二季（上）,259174,7659,4,1,619,281,45.40%,第二集 · 监狱风云,93154
26,再世权臣 第三季（上）,2435005,46880,34,10,3375,2572,76.21%,第十集 ·  再度启程,86827
27,偷风不偷月 上季,7956044,126105,41,18,10302,5724,55.56%,300w福利·楚识琛（沈若臻）·风月语录,71389
28,欢迎进入梦魇直播间 第二季,5813351,43198,28,11,3348,2402,71.74%,《今日没说法》⑤ ·「不平安疗养院」,90985
29,吞海 第一季,50011802,517078,54,17,44199,27572,62.38%,原创配乐·破晓,29187
30,太傅他人人喊打 第二季,2599032,38508,23,11,2826,1708,60.44%,第十一集,86723
31,魔道祖师 第三季,294904883,1535957,66,56,97609,90026,92.23%,传讯符·忘羡,22602
32,我在无限游戏里封神 第二季（下）,19458068,241424,55,14,26610,22646,85.10%,花絮06,76557
33,你的距离,89350307,929385,70,27,78279,56183,71.77%,完结FT·主创版,31552
34,偷风不偷月 下季,3458885,61173,35,17,4450,4177,93.87%,100W福利·白噪音,77591
35,魔道祖师 第一季,257408663,2252312,39,22,96892,64569,66.64%,主创FT<下>,15861
36,小蘑菇 第二季,50027180,492259,46,33,50369,46869,93.05%,全剧五千万福利,39605
37,吞海 第二季,31547022,263104,56,19,25199,23452,93.07%,新年祝福,67085
38,吞海 第三季（上）,21795147,209417,38,16,17782,16640,93.58%,OST·04 此地埋名,73221
39,我在无限游戏里封神 第二季（上）,19591809,318875,42,11,32949,28525,86.57%,花絮06,71605
40,魔道祖师 第二季,169969081,1411127,41,37,88776,81513,91.82%,主役FT（下）,19059
41,某某 第一季,96974523,1699217,43,28,77261,45120,58.40%,伴奏|《梧桐说》,58219
42,将进酒 第一季,104573349,1424959,59,16,78184,53313,68.19%,完结FT,25944
43,吞海 第三季（下）,18719514,185348,51,18,18128,16390,90.41%,破亿纪念•抒情主役版「晓」,76879
44,交易沦陷,26484124,163117,138,99,16239,9456,58.23%,特别福利·星空沦陷,54171
45,初三的六一儿童节 第一季,11162126,55867,53,16,3232,1553,48.05%,新年♥快乐,85497
46,台风眼 第二季,28716038,150241,50,32,13187,12179,92.36%,完结 FT,68664
47,我喜欢你的信息素 第一季,98695457,1493297,48,21,72407,45159,62.37%,四千万福利,58217
48,美人印,540469,28500,13,5,1882,457,24.28%,第六集,92611
49,逐玉 第二季,696044,13788,13,3,439,94,21.41%,五一劳动节 · 谢征,92520
50,台风眼 第一季,34088048,286164,53,20,20193,12773,63.25%,千万福利·富士山在等一片云,52404
