排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,洄天 第一季,19736236,207880,35,2,第四期,86815
2,一屋暗灯 全一季,1792530,79071,11,0,花絮01,93038
3,我在无限游戏里封神 第四季,2821050,108398,15,3,第三集 · 阴间路,86834
4,反差 全一季,6626742,51826,31,13,第十一集·选择坠落,86684
5,愚蠢的有钱人,309318,15057,17,5,【花絮1】,93113
6,沉醉不醒,1801139,41712,16,3,小剧场·晚安小酒窝,86740
7,欢迎进入梦魇直播间 第二季,5611305,42268,25,11,500W特别彩蛋「如何创造一个神」,90985
8,再世权臣 第三季（上）,2317675,46212,33,9,第九集 ·  百岁何欢,86827
9,烟花情书,8646,922,1,0,预告,93337
10,顶级掠食者 第二季,6098729,51419,28,11,第十一集,86789
11,恩客,921816,15660,34,21,27·罪加一等,91870
12,穿成阴鸷反派的联姻对象 第二季,688469,21169,23,14,第十二集·破产一家人,91771
13,吞雨,251035,12175,22,7,《吻雨》,91589
14,语义错误 第一季,3211102,23834,19,5,小剧场2 · FREAK,92155
15,太傅他人人喊打 第二季,2469785,37712,21,10,第十集,86723
16,头像是我，不满意？,25271,2749,6,0,花絮2,93085
17,降水概率百分百,507789,16162,9,0,˚.⊹ 主题曲伴奏 · 雨天恋爱定律 ♡₊˚,93005
18,君有疾否,1342881,31026,75,47,第58集,90896
19,全球进化后我站在食物链顶端 第二季（下）,74326,7473,5,3,第十八集,92775
20,初三的六一儿童节 第二季（上）,154791,6538,3,0,第一集 · 与狼共舞,93154
21,液态欲望 全一季,125594,14602,1,0,周则枫生日福利,86692
22,逐玉 第二季,661189,13322,10,2,第五集 · 诛心,92520
23,美人印,512372,27969,12,4,ost《诱他》,92611
24,岁岁未停,63648,4679,5,0,第一期-暗恋像一场大雨,93196
25,第二十八年春II,123278,4914,2,0,第五期,92633
26,沉浮事,138286,8140,23,13,第贰拾集 好好相处,92895
27,六州歌头 下季,638629,8520,82,77,81 此恨无归处,92061
28,重回我爸少年时 第一季,1268166,16199,44,15,第十集,91872
29,这恋爱一定要谈吗,512702,17773,20,9,第十一集,91787
30,落火 全一季,198279,12321,11,1,第三集,92245
