排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,5467590,134842,28,4,23051,7110,30.84%,5.27%,伴奏▪未说的,93038
2,洄天 第一季,23882451,227855,47,7,20460,8771,42.87%,3.85%,1500W特别福利 · 白晟的小算盘,86815
3,我在无限游戏里封神 第四季,4188439,120413,27,8,7477,4884,65.32%,4.06%,第八集 · 百鬼夜行,86834
4,奇洛李维斯回信,46859771,529884,83,27,49429,25641,51.87%,4.84%,回信广播剧主创FT（上）,85974
5,再世权臣 第三季（下）,205109,15613,6,3,923,742,80.39%,4.75%,第三集 · 启程南京,93437
6,情蛊,36820064,404561,67,48,49151,30309,61.67%,7.49%,完结FT·下,86178
7,早春晴朗,33735362,260173,57,24,20924,13714,65.54%,5.27%,完结FT,72230
8,娑婆,729289,27543,8,1,2743,344,12.54%,1.25%,第四集,93178
9,沉醉不醒,2575078,47515,28,10,3561,1947,54.68%,4.10%,第九期,86740
10,奇洛李维斯回信 番外篇,697660,50305,3,2,3915,3131,79.97%,6.22%,番外 ·  庆生宴,93420
11,初三的六一儿童节,26658200,58582,284,252,6572,5336,81.19%,9.11%,番外7 生生生活（3）,85562
12,天官赐福 第三季,69780926,257998,67,43,32193,26511,82.35%,10.28%,小剧场·元宵·花灯,82040
13,我在无限游戏里封神 第三季,22167970,207234,91,21,28639,21160,73.89%,10.21%,破亿纪念单曲·神明所遗落的,81851
14,放学等我 第一季,51343026,813143,53,18,62847,36350,57.84%,4.47%,1700W福利·P-特别小剧场「2022.12.2」,64911
15,反差 全一季,7236116,56738,37,18,4074,2417,59.33%,4.26%,第十五集·爱为新生,86684
16,顶级掠食者 第二季,7254709,54478,37,17,5070,4067,80.22%,7.47%,番外·官宣,86789
17,天官赐福 第二季,71528386,347678,61,43,37610,34208,90.95%,9.84%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
18,放学等我 第二季,30176435,434673,42,16,44439,34563,77.78%,7.95%,番外·恋爱纪念日,68837
19,天官赐福 第一季,84442985,948623,61,43,68167,36592,53.68%,3.86%,四千万福利·小剧场·从前有一位名师,52400
20,一颗苹果,12604913,145932,80,34,11885,5122,43.10%,3.51%,启动音试听 · 谢青寄,90818
21,于是麦麦决定离家出走,5167684,102600,46,29,8925,5444,61.00%,5.31%,花絮08,86179
22,藏南晚星,18458133,196259,79,42,19596,14437,73.67%,7.36%,主题曲伴奏·途经,85110
23,交易沦陷,27525837,168172,138,99,16702,9743,58.33%,5.79%,特别福利·星空沦陷,54171
24,吞海 第一季,50577020,521996,54,17,44580,27876,62.53%,5.34%,原创配乐·破晓,29187
25,降水概率百分百,848316,20476,17,4,1792,649,36.22%,3.17%,˚.⊹ 第七期 ♡₊˚,93005
26,我在无限游戏里封神 第一季,72070870,977668,64,14,76813,43099,56.11%,4.41%,线下漫展VLOG,52347
27,太傅他人人喊打 第二季,3113931,40892,30,16,3220,2137,66.37%,5.23%,第十五集,86723
28,我在无限游戏里封神 第二季（下）,19871429,244777,55,14,26935,22952,85.21%,9.38%,花絮06,76557
29,魔道祖师 第三季,295528222,1538305,66,56,97594,89986,92.20%,5.85%,传讯符·忘羡,22602
30,液态欲望 全一季,516378,25981,16,5,1591,646,40.60%,2.49%,花絮2,86692
31,燎原,37354865,387623,43,34,39039,29714,76.11%,7.67%,FT,63688
32,吞海 第二季,31920893,266179,56,19,25504,23739,93.08%,8.92%,新年祝福,67085
33,小蘑菇 第二季,50466955,494983,46,33,50502,46985,93.04%,9.49%,全剧五千万福利,39605
34,某某 第一季,97377175,1704901,43,28,77317,45089,58.32%,2.64%,伴奏|《梧桐说》,58219
35,魔道祖师 第一季,258039350,2258247,39,22,96890,64533,66.60%,2.86%,主创FT<下>,15861
36,我在无限游戏里封神 第二季（上）,19864708,322221,42,11,33250,28798,86.61%,8.94%,花絮06,71605
37,吞海 第三季（上）,22070807,212171,38,16,18072,16923,93.64%,7.98%,OST·04 此地埋名,73221
38,初三的六一儿童节 第二季（上）,883034,10018,10,5,777,513,66.02%,5.12%,第六集 · 亲传门徒,93154
39,将进酒 第一季,105046391,1429658,59,16,78251,53357,68.19%,3.73%,完结FT,25944
40,偷风不偷月 上季,8215649,128892,41,18,10478,5854,55.87%,4.54%,300w福利·楚识琛（沈若臻）·风月语录,71389
41,台风眼 第二季,28980284,152743,50,32,13386,12359,92.33%,8.09%,完结 FT,68664
42,魔道祖师 第二季,170348963,1413496,41,37,88784,81509,91.81%,5.77%,主役FT（下）,19059
43,我喜欢你的信息素 第一季,99159716,1498661,48,21,72304,45023,62.27%,3.00%,四千万福利,58217
44,吞海 第三季（下）,19019851,188220,51,18,18498,16747,90.53%,8.90%,破亿纪念•抒情主役版「晓」,76879
45,台风眼 第一季,34495545,290581,53,20,20553,12999,63.25%,4.47%,千万福利·富士山在等一片云,52404
46,小蘑菇 第一季,49522069,913010,33,17,58140,39010,67.10%,4.27%,白噪音·漫步荒原,29125
47,陈年烈苟 第二季,15725396,122898,57,31,13908,13109,94.26%,10.67%,520限定 ✦ 主役版主题曲 《世界在他心头亮遍了角落》,73251
48,失忆后死对头成了我男朋友？,4791446,96399,44,20,6302,4236,67.22%,4.39%,花絮·陆云笙,86693
49,欢迎进入梦魇直播间 第二季,6182181,45477,28,11,3533,2562,72.52%,5.63%,《今日没说法》⑤ ·「不平安疗养院」,90985
50,愚蠢的有钱人,734251,19815,54,41,1695,813,47.96%,4.10%,【花絮4】,93113
