排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,一屋暗灯 全一季,8245914,166953,38,8,第十集,93038
2,奇洛李维斯回信,49018068,543155,84,27,花絮10 · 破坏队形的花絮来了,85974
3,洄天 第一季,26277620,237690,54,10,第十二期,86815
4,情蛊,38153171,415561,67,48,完结FT·下,86178
5,二哈和他的白猫师尊,163791853,3167990,77,0,第肆季-第十期,20741
6,囚于永夜,4778007,291507,1,0,织音发布会纯享PV · 概念预告,86822
7,小蘑菇 第一季,50088572,919536,33,17,白噪音·漫步荒原,29125
8,放学等我 第一季,52182931,821325,53,18,1700W福利·P-特别小剧场「2022.12.2」,64911
9,早春晴朗,35151481,269126,57,24,完结FT,72230
10,我在无限游戏里封神 第四季,5364989,129148,36,11,特别放送 · 打工人的亿些日常之窝囊日常,86834
11,天官赐福 第四季,5356912,86179,13,0,新年小剧场《压岁钱》,91718
12,天官赐福 第一季,85272758,955189,61,43,四千万福利·小剧场·从前有一位名师,52400
13,魔道祖师 第一季,258686398,2265179,39,22,主创FT<下>,15861
14,我在无限游戏里封神 第一季,72878743,984998,64,14,线下漫展VLOG,52347
15,坠落,10987379,177310,59,22,台风眼S02E17,76041
16,伪装学渣 第一季,102584926,1935817,30,17,千万福利·“叫妈妈”,58262
17,虚拟偶像团综丨《NEW DAYS（一起又出发）》,29174942,111596,95,0,许向安&许向宁生日小剧场·那片山那片海,84529
18,迪奥先生 第一季,79338585,1076023,30,15,王氏破产 铃声,23329
19,我喜欢你的信息素 第一季,99659504,1504911,48,21,四千万福利,58217
20,一颗苹果,13008031,151002,80,34,启动音试听 · 谢青寄,90818
21,放学等我 第二季,30680275,440041,42,16,番外·恋爱纪念日,68837
22,小蘑菇 第二季,51143034,499533,48,34,破亿福利·《风过荒野》主役版,39605
23,奇洛李维斯回信 番外篇,879039,58426,3,2,番外 ·  庆生宴,93420
24,台风眼 第一季,34949276,295582,53,20,千万福利·富士山在等一片云,52404
25,见春天,12939239,228205,54,8,魏清越书信·02,80533
26,将进酒 第一季,105521938,1434887,59,16,完结FT,25944
27,某某 第一季,97777138,1711099,43,28,伴奏|《梧桐说》,58219
28,重生之将门毒后 第一季,92953062,829078,82,27,主役reaction·片段03,43922
29,交易沦陷,28401918,172442,138,99,特别福利·星空沦陷,54171
30,娘娘腔,37395107,709447,31,0,主役听剧Reaction,46640
31,干涸地,1873663,82584,1,0,概念预告,86725
32,天官赐福 第三季,70509482,261893,67,43,小剧场·元宵·花灯,82040
33,再世权臣 第一季,21316980,256201,79,17,花絮07,71321
34,藏南晚星,18906654,199456,79,42,主题曲伴奏·途经,85110
35,我在无限游戏里封神 第三季,22770628,211243,91,21,破亿纪念单曲·神明所遗落的,81851
36,全球高考 第一季（全新版）,21159361,367134,37,11,— 「全季完结FT」—,60289
37,于是麦麦决定离家出走,5483052,105089,51,32,花絮11,86179
38,沉醉不醒,3195359,52680,35,17,დ300万福利剧场·小狗,86740
39,入蛊 全一季,558043,17470,15,7,Ⱄⱄᐝ小剧场·进山,93646
40,针锋对决,37676517,928693,19,0,完结FT  互动问答,19249
41,不二之臣,40800544,849141,16,0,大结局·下,25580
42,FOG[电竞] 第一季,70330710,761753,39,14,2000W福利·whisper伴奏抒情版,29122
43,江医生 第一季,16224950,230280,49,27,千万播放福利第四弹·小剧场·猫,81852
44,虚拟偶像团综丨《去世界尽头》,204076,22939,2,0,MANTA端午特辑·“五”福临门,94354
45,难哄,146253921,1574719,76,48,破亿福利·纪念FT,38074
46,偷偷藏不住,202304907,2414564,89,54,2亿福利·双人电话语音,34632
47,魔道祖师 第三季,296127417,1540767,66,56,传讯符·忘羡,22602
48,二哈和他的白猫师尊,15219964,100007,669,603,完结FT,81979
49,南方海啸,23766753,169084,102,68,花絮⑤,85492
50,天官赐福 第二季,72153091,351310,61,43,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
51,吞海 第一季,51062053,526311,54,17,原创配乐·破晓,29187
