排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,最新更新,剧集ID
1,洄天 第一季,19867188,208629,36,2,17389,5506,31.66%,500W特别福利 · 上岸宝典,86815
2,我在无限游戏里封神 第四季,2847469,108787,15,3,5799,3126,53.91%,第三集 · 阴间路,86834
3,一屋暗灯 全一季,1843940,80287,11,0,10483,0,0.00%,花絮01,93038
4,奇洛李维斯回信,43814577,511390,79,23,47304,24105,50.96%,花絮09 ·小花絮又又又又又来了,85974
5,情蛊,34583388,386689,63,44,46658,28660,61.43%,花絮14,86178
6,早春晴朗,31906540,247732,57,24,19888,13051,65.62%,完结FT,72230
7,沉醉不醒,1825646,41853,17,3,2651,1017,38.36%,同名主题曲《沉醉不醒》,86740
8,于是麦麦决定离家出走,4545648,97203,31,18,8103,4892,60.37%,小剧场✦三分钟热度,86179
9,一颗苹果,11956255,138940,80,34,11082,4642,41.89%,启动音试听 · 谢青寄,90818
10,初三的六一儿童节,24513571,52894,249,217,5837,4647,79.61%,番外2 小陆的故事（12）,85562
11,反差 全一季,6643890,52018,31,13,3445,1858,53.93%,第十一集·选择坠落,86684
12,顶级掠食者 第二季,6122303,51497,29,11,4319,3295,76.29%,花絮04,86789
13,天官赐福 第三季,68696415,252882,67,43,31627,26017,82.26%,小剧场·元宵·花灯,82040
14,我在无限游戏里封神 第三季,21387752,202504,91,21,28052,20635,73.56%,破亿纪念单曲·神明所遗落的,81851
15,恩客,938234,15727,35,22,1184,689,58.19%,28·囍字,91870
16,惹祸精,844516,28453,35,13,1459,743,50.93%,彩蛋小剧场·《连天雪心情记录》,90987
17,天官赐福 第二季,70619045,343040,61,43,37184,33823,90.96%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
18,天官赐福 第一季,83415965,940472,61,43,67783,36375,53.66%,四千万福利·小剧场·从前有一位名师,52400
19,藏南晚星,17834203,191859,79,42,19009,13936,73.31%,主题曲伴奏·途经,85110
20,偷风不偷月 上季,7897415,125451,41,18,10264,5692,55.46%,300w福利·楚识琛（沈若臻）·风月语录,71389
21,放学等我 第一季,50217572,801591,53,18,62390,36273,58.14%,1700W福利·P-特别小剧场「2022.12.2」,64911
22,再世权臣 第三季（上）,2329525,46313,33,9,3260,2448,75.09%,第九集 ·  百岁何欢,86827
23,降水概率百分百,515495,16270,9,0,1166,0,0.00%,˚.⊹ 主题曲伴奏 · 雨天恋爱定律 ♡₊˚,93005
24,放学等我 第二季,29520497,427116,42,16,44257,34685,78.37%,番外·恋爱纪念日,68837
25,欢迎进入梦魇直播间 第二季,5643603,42390,26,11,3242,2331,71.90%,《非诚忽扰》第５期,90985
26,我在无限游戏里封神 第一季,71085239,969021,64,14,76474,42873,56.06%,线下漫展VLOG,52347
27,吞海 第一季,49880955,515830,54,17,44099,27499,62.36%,原创配乐·破晓,29187
28,偷风不偷月 下季,3423602,60696,35,17,4406,4134,93.83%,100W福利·白噪音,77591
29,太傅他人人喊打 第二季,2483251,37783,21,10,2718,1587,58.39%,第十集,86723
30,愚蠢的有钱人,324758,15234,18,6,1191,350,29.39%,【花絮1】,93113
31,魔道祖师 第三季,294753329,1535140,66,56,97627,90050,92.24%,传讯符·忘羡,22602
32,你的距离,89242320,928635,70,27,78250,56164,71.78%,完结FT·主创版,31552
33,小蘑菇 第二季,49934401,491381,46,33,50328,46832,93.05%,全剧五千万福利,39605
34,我在无限游戏里封神 第二季（下）,19348276,240291,55,14,26495,22548,85.10%,花絮06,76557
35,美人印,515665,28046,12,4,1841,421,22.87%,ost《诱他》,92611
36,魔道祖师 第一季,257242464,2250431,39,22,96814,64551,66.68%,主创FT<下>,15861
37,吞海 第二季,31462854,262347,56,19,25110,23366,93.05%,新年祝福,67085
38,逐玉 第二季,669065,13392,11,3,432,88,20.37%,第六集 · 不念,92520
39,将进酒 第一季,104464751,1423600,59,16,78198,53319,68.18%,完结FT,25944
40,吞海 第三季（上）,21734350,208682,38,16,17721,16583,93.58%,OST·04 此地埋名,73221
41,魔道祖师 第二季,169875734,1410325,41,37,88769,81511,91.82%,主役FT（下）,19059
42,我在无限游戏里封神 第二季（上）,19515102,317700,42,11,32854,28441,86.57%,花絮06,71605
43,吞海 第三季（下）,18654263,184609,51,18,18061,16324,90.38%,破亿纪念•抒情主役版「晓」,76879
44,某某 第一季,96855456,1697201,43,28,77229,45083,58.38%,伴奏|《梧桐说》,58219
45,小蘑菇 第一季,48998949,907112,33,17,57987,38939,67.15%,白噪音·漫步荒原,29125
46,初三的六一儿童节 第二季（上）,164061,6669,3,0,409,0,0.00%,第一集 · 与狼共舞,93154
47,重生之将门毒后 第二季,40488981,374148,83,26,49575,33254,67.08%,破亿福利·白噪音·花灯,52293
48,我喜欢你的信息素 第一季,98563610,1491539,48,21,72459,45227,62.42%,四千万福利,58217
49,欢迎进入梦魇直播间 第一季,22838271,187863,62,20,18956,8251,43.53%,完结FT,75856
50,将进酒 第二季,71608279,807436,45,22,67102,60999,90.90%,第二季完结FT,30383
