排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,一屋暗灯 全一季,6002375,140101,31,5,第七集,93038
2,洄天 第一季,24384572,229831,49,7,花絮04 · 主役篇,86815
3,我在无限游戏里封神 第四季,4366595,121896,28,8,特别放送 · 副本通关大作战 · 百鬼夜行,86834
4,沉醉不醒,2721596,48869,30,12,第十期,86740
5,再世权臣 第三季（下）,244828,16613,8,4,第四集 ·  白鹿祥瑞,93437
6,娑婆,787888,28275,10,3,第五集,93178
7,入蛊 全一季,295298,13226,7,1,Ⱄⱄᐝ第四回,93646
8,奇洛李维斯回信 番外篇,740874,52130,3,2,番外 ·  庆生宴,93420
9,愚蠢的有钱人,828393,21334,59,46,【花絮4】,93113
10,液态欲望 全一季,569463,26925,19,7,花絮03,86692
11,门生故旧,55546,6525,3,0,主题曲《窥光》,93774
12,降水概率百分百,902770,20925,18,5,˚.⊹ 第八期 ♡₊˚,93005
13,逆鳞 第一季,85190,8799,5,0,第一剑,93750
14,秋燥 第一季,142903,10986,6,0,第二集,93438
15,初三的六一儿童节 第二季（上）,1065833,10420,13,6,第七集 · 情蜜蜜,93154
16,美人印,666069,30180,21,12,第11集,92611
17,沉浮事,374252,11472,65,55,第陆拾贰集 世子,92895
18,蜉蝣,324154,17886,11,1,ೀ˖˚ 第四集,93202
19,逐玉 第二季,851722,15271,20,8,第十一集 · 阿娘,92520
20,禁区,349910,11372,60,34,39 犯规,92575
21,全球进化后我站在食物链顶端 第二季（下）,183653,10518,13,8,小剧场·沈轻扬,92775
22,欲言难止,156640,7398,182,160,欲言难止 第171集 我做了一个很长的梦（完）,93138
23,闭嘴，你这假粉 全一季,2024070,25123,33,20,番外2 · 一日为友，终生为父,87641
24,沉入地球,111869,5804,22,6,第18集 · 避难所,93569
25,迟爱,186010,7141,14,6,第九集,92710
26,嫁入高门的人,152723,5023,39,27,第33集,93169
27,第二十八年春II,170624,6422,2,0,第五期,92633
28,伏特加与曼特宁,260947,10234,55,46,°☆. 第51集 « *,92968
29,烟花情书,109432,4365,7,3,第五集,93337
30,岁岁未停,126012,6438,12,5,花絮1-我没办法把你当朋友了,93196
