排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,最新更新,剧集ID
1,洄天 第一季,19287839,204982,35,2,16888,4927,29.17%,第四期,86815
2,我在无限游戏里封神 第四季,2686816,106776,15,3,5571,2873,51.57%,第三集 · 阴间路,86834
3,一屋暗灯 全一季,1454149,71461,11,0,8742,0,0.00%,花絮01,93038
4,奇洛李维斯回信,43433428,508623,79,23,47080,23942,50.85%,花絮09 ·小花絮又又又又又来了,85974
5,情蛊,34312396,384181,63,44,46322,28456,61.43%,花絮14,86178
6,沉醉不醒,1729498,41191,15,2,2457,778,31.66%,主题曲《高热》· 主役版,86740
7,早春晴朗,31674096,246294,57,24,19757,12957,65.58%,完结FT,72230
8,于是麦麦决定离家出走,4477180,96638,31,18,8013,4832,60.30%,小剧场✦三分钟热度,86179
9,顶级掠食者 第二季,6037872,51155,28,11,4283,3262,76.16%,第十一集,86789
10,一颗苹果,11844098,137856,80,34,10934,4551,41.62%,启动音试听 · 谢青寄,90818
11,初三的六一儿童节,24212293,51923,245,213,5734,4550,79.35%,番外2 小陆的故事（8）,85562
12,反差 全一季,6552953,51257,30,12,3340,1752,52.46%,彩蛋·总裁助理的自我修养,86684
13,天官赐福 第三季,68555217,252253,67,43,31559,25952,82.23%,小剧场·元宵·花灯,82040
14,惹祸精,809529,27980,35,13,1413,711,50.32%,彩蛋小剧场·《连天雪心情记录》,90987
15,我在无限游戏里封神 第三季,21282883,201801,91,21,27986,20573,73.51%,破亿纪念单曲·神明所遗落的,81851
16,偷风不偷月 上季,7852106,124948,41,18,10225,5667,55.42%,300w福利·楚识琛（沈若臻）·风月语录,71389
17,天官赐福 第二季,70496820,342412,61,43,37141,33782,90.96%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
18,天官赐福 第一季,83274719,939319,61,43,67660,36282,53.62%,四千万福利·小剧场·从前有一位名师,52400
19,藏南晚星,17755796,191279,79,42,18935,13869,73.25%,主题曲伴奏·途经,85110
20,再世权臣 第三季（上）,2266203,45825,33,9,3190,2372,74.36%,第九集 ·  百岁何欢,86827
21,恩客,867310,15314,31,18,1004,506,50.40%,24·正是如此,91870
22,放学等我 第一季,50059712,799748,53,18,62372,36289,58.18%,1700W福利·P-特别小剧场「2022.12.2」,64911
23,美人印,500538,27785,12,4,1815,394,21.71%,ost《诱他》,92611
24,放学等我 第二季,29431603,425897,42,16,44165,34665,78.49%,番外·恋爱纪念日,68837
25,欢迎进入梦魇直播间 第二季,5527881,41823,24,11,3158,2254,71.37%,第十一集 ♱ 你好，梦魇,90985
26,偷风不偷月 下季,3396252,60338,35,17,4380,4108,93.79%,100W福利·白噪音,77591
27,降水概率百分百,481744,15839,8,0,1119,0,0.00%,˚.⊹ 第二期 ♡₊˚,93005
28,我在无限游戏里封神 第一季,70939685,967687,64,14,76412,42834,56.06%,线下漫展VLOG,52347
29,太傅他人人喊打 第二季,2419327,37382,21,10,2679,1549,57.82%,第十集,86723
30,吞海 第一季,49791957,515046,54,17,44042,27461,62.35%,原创配乐·破晓,29187
31,魔道祖师 第三季,294645678,1534650,66,56,97629,90055,92.24%,传讯符·忘羡,22602
32,小蘑菇 第二季,49875120,490911,46,33,50314,46821,93.06%,全剧五千万福利,39605
33,我在无限游戏里封神 第二季（下）,19278971,239654,55,14,26445,22506,85.10%,花絮06,76557
34,你的距离,89166913,928130,70,27,78238,56153,71.77%,完结FT·主创版,31552
35,魔道祖师 第一季,257135279,2249293,39,22,96798,64552,66.69%,主创FT<下>,15861
36,将进酒 第一季,104389913,1422769,59,16,78202,53315,68.18%,完结FT,25944
37,吞海 第二季,31401962,261868,56,19,25068,23328,93.06%,新年祝福,67085
38,逐玉 第二季,650965,13139,10,2,427,80,18.74%,第五集 · 诛心,92520
39,吞海 第三季（上）,21691855,208200,38,16,17676,16541,93.58%,OST·04 此地埋名,73221
40,魔道祖师 第二季,169810108,1409848,41,37,88751,81500,91.83%,主役FT（下）,19059
41,重生之将门毒后 第二季,40419612,373797,83,26,49538,33222,67.06%,破亿福利·白噪音·花灯,52293
42,小蘑菇 第一季,48936441,906321,33,17,57948,38905,67.14%,白噪音·漫步荒原,29125
43,某某 第一季,96786197,1696135,43,28,77257,45068,58.34%,伴奏|《梧桐说》,58219
44,我在无限游戏里封神 第二季（上）,19465520,317044,42,11,32807,28398,86.56%,花絮06,71605
45,吞海 第三季（下）,18609415,184148,51,18,18015,16279,90.36%,破亿纪念•抒情主役版「晓」,76879
46,我喜欢你的信息素 第一季,98482858,1490572,48,21,72461,45232,62.42%,四千万福利,58217
47,将进酒 第二季,71559125,807081,45,22,67077,60976,90.90%,第二季完结FT,30383
48,欢迎进入梦魇直播间 第一季,22782032,187399,62,20,18910,8224,43.49%,完结FT,75856
49,愚蠢的有钱人,259353,13672,14,2,1047,214,20.44%,【花絮1】,93113
50,台风眼 第一季,33904608,283653,53,20,19976,12668,63.42%,千万福利·富士山在等一片云,52404
