排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,7488670,159323,34,7,26918,10000,37.15%,6.28%,第九集,93038
2,我在无限游戏里封神 第四季,4986975,126620,32,10,8640,6110,70.72%,4.83%,特别放送 · 副本通关大作战 · 勤勤恳恳打工人,86834
3,洄天 第一季,25752467,235729,52,9,21787,9982,45.82%,4.23%,第十一期,86815
4,奇洛李维斯回信,48405426,539339,84,27,50368,26263,52.14%,4.87%,花絮10 · 破坏队形的花絮来了,85974
5,早春晴朗,34791152,266943,57,24,21460,14071,65.57%,5.27%,完结FT,72230
6,情蛊,37780873,412388,67,48,50112,30938,61.74%,7.50%,完结FT·下,86178
7,再世权臣 第三季（下）,345196,18597,10,5,1206,1033,85.66%,5.55%,第五集 ·  烈火真金,93437
8,沉醉不醒,3023893,51783,31,13,3940,2291,58.15%,4.42%,第十一期,86740
9,小蘑菇 第二季,51025731,498652,48,34,51677,47545,92.00%,9.53%,破亿福利·《风过荒野》主役版,39605
10,天官赐福 第三季,70317242,260807,67,43,32485,26767,82.40%,10.26%,小剧场·元宵·花灯,82040
11,我在无限游戏里封神 第三季,22596191,210073,91,21,28960,21444,74.05%,10.21%,破亿纪念单曲·神明所遗落的,81851
12,娑婆,945798,29950,13,5,3012,604,20.05%,2.02%,第七集,93178
13,小蘑菇 第一季,49951861,918154,33,17,58248,39094,67.12%,4.26%,白噪音·漫步荒原,29125
14,天官赐福 第二季,71988950,350276,61,43,37819,34410,90.99%,9.82%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
15,天官赐福 第一季,85040868,953222,61,43,68398,36737,53.71%,3.85%,四千万福利·小剧场·从前有一位名师,52400
16,反差 全一季,7536915,58611,41,19,4449,2761,62.06%,4.71%,小剧场·家人的爱,86684
17,放学等我 第一季,51932828,818939,53,18,63003,36344,57.69%,4.44%,1700W福利·P-特别小剧场「2022.12.2」,64911
18,愚蠢的有钱人,1138794,25213,78,62,2107,1105,52.44%,4.38%,【第六十一集】学车遇到学人精,93113
19,放学等我 第二季,30533390,438494,42,16,44462,34441,77.46%,7.85%,番外·恋爱纪念日,68837
20,我在无限游戏里封神 第一季,72643348,982860,64,14,77028,43223,56.11%,4.40%,线下漫展VLOG,52347
21,藏南晚星,18780482,198635,79,42,19892,14672,73.76%,7.39%,主题曲伴奏·途经,85110
22,秋燥 第一季,238290,12552,9,1,1231,181,14.70%,1.44%,第四集,93438
23,初三的六一儿童节,27488696,60620,287,255,6960,5690,81.75%,9.39%,番外9 跨年夜,85562
24,我在无限游戏里封神 第二季（下）,20161412,247387,55,14,27174,23174,85.28%,9.37%,花絮06,76557
25,吞海 第一季,50921836,525079,54,17,44838,28110,62.69%,5.35%,原创配乐·破晓,29187
26,交易沦陷,28177483,171392,138,99,17004,9923,58.36%,5.79%,特别福利·星空沦陷,54171
27,于是麦麦决定离家出走,5393152,104440,49,31,9226,5659,61.34%,5.42%,花絮10,86179
28,太傅他人人喊打 第二季,3409062,42275,35,20,3501,2426,69.29%,5.74%,小剧场·《苍梧佳期》,86723
29,一颗苹果,12896620,149576,80,34,12228,5309,43.42%,3.55%,启动音试听 · 谢青寄,90818
30,魔道祖师 第三季,295954709,1540050,66,56,97575,89961,92.20%,5.84%,传讯符·忘羡,22602
31,魔道祖师 第一季,258496911,2262951,39,22,96980,64570,66.58%,2.85%,主创FT<下>,15861
32,顶级掠食者 第二季,7548911,55333,48,17,5247,4250,81.00%,7.68%,OST·11永恒的吻,86789
33,坠落,10694619,173813,59,22,14291,4734,33.13%,2.72%,台风眼S02E17,76041
34,将进酒 第一季,105391377,1433347,59,16,78307,53377,68.16%,3.72%,完结FT,25944
35,魔道祖师 第二季,170616749,1415280,41,37,88833,81561,91.81%,5.76%,主役FT（下）,19059
36,某某 第一季,97659919,1709200,43,28,77432,45150,58.31%,2.64%,伴奏|《梧桐说》,58219
37,吞海 第二季,32157529,268035,56,19,25711,23940,93.11%,8.93%,新年祝福,67085
38,我在无限游戏里封神 第二季（上）,20056991,324782,42,11,33464,28983,86.61%,8.92%,花絮06,71605
39,江医生 第一季,16123127,229445,49,27,22322,13488,60.42%,5.88%,千万播放福利第四弹·小剧场·猫,81852
40,陈年烈苟 第二季,15921001,124251,57,31,14058,13256,94.30%,10.67%,520限定 ✦ 主役版主题曲 《世界在他心头亮遍了角落》,73251
41,失忆后死对头成了我男朋友？,4949854,98186,44,20,6489,4377,67.45%,4.46%,花絮·陆云笙,86693
42,我喜欢你的信息素 第一季,99515545,1503055,48,21,72374,45058,62.26%,3.00%,四千万福利,58217
43,陈年烈苟 第一季,28518764,225597,62,21,20898,14325,68.55%,6.35%,《陈年烈苟》第一季 ✦ 陶淮南启动音,61128
44,燎原,37532545,389113,43,34,39139,29798,76.13%,7.66%,FT,63688
45,台风眼 第一季,34818975,294048,53,20,20842,13168,63.18%,4.48%,千万福利·富士山在等一片云,52404
46,台风眼 第二季,29188333,154705,50,32,13567,12534,92.39%,8.10%,完结 FT,68664
47,门生故旧,252315,12241,17,5,1029,589,57.24%,4.81%,☆ 11·审判,93774
48,吞海 第三季（上）,22241826,213880,38,16,18241,17085,93.66%,7.99%,OST·04 此地埋名,73221
49,偷风不偷月 上季,8376521,130439,41,18,10580,5935,56.10%,4.55%,300w福利·楚识琛（沈若臻）·风月语录,71389
50,逆鳞 第一季,180671,10916,10,0,921,0,0.00%,0.00%,开喵啦《逆鳞》直播FT,93750
