排名,剧名,播放量,订阅数,宣发策略,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,早春晴朗,48490349,409593,D2,57,24,26979,17533,64.99%,4.28%,完结FT,72230
2,天官赐福 第四季,11300827,132395,D2,29,8,12731,7298,57.32%,5.51%,新年小剧场《压岁钱》,91718
3,你的雪人能活多久 第一季,1673038,59827,D2,30,8,5750,1279,22.24%,2.14%,第七集 · 坏兔子大战狗狗博士,93787
4,恒星时刻 第一季,1027329,64230,D2,6,0,9991,0,0.00%,0.00%,第二集♬Midwest Emo,94789
5,奇洛李维斯回信,55602244,578322,D2,98,41,54156,29186,53.89%,5.05%,OST A12 · 暗恋基本法,85974
6,尾钩,824442,22342,D2,30,16,2400,1446,60.25%,6.47%,第23集 · Key,95503
7,情蛊,42463184,453584,D2,68,49,54963,34094,62.03%,7.52%,4000w福利·山大王,86178
8,灯花笑 上季,4100181,61030,D2,32,15,8830,2271,25.72%,3.72%,第18集,94733
9,伏特加与曼特宁,2129131,66707,D2,31,8,3770,1569,41.62%,2.35%,第七期,92988
10,天官赐福 第三季,73492570,277573,D2,68,44,34488,28601,82.93%,10.30%,小剧场·元宵·花灯,82040
11,天官赐福 第一季,88759967,980320,D2,61,43,69059,37337,54.07%,3.81%,四千万福利·小剧场·从前有一位名师,52400
12,天官赐福 第二季,74912726,365926,D2,61,43,39136,35633,91.05%,9.74%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
13,宋玉章 第一季,4443038,46506,D2,25,4,3150,1196,37.97%,2.57%,宋玉章 · 教师节特别语音,86589
14,我在无限游戏里封神 第四季,8193659,146739,D2,56,15,12151,9606,79.06%,6.55%,特别放送 · emoji大挑战,86834
15,满城衣冠 全一季,2783811,57162,D2,36,11,3600,1641,45.58%,2.87%,第12集 · 绑架,90878
16,一屋暗灯 全一季,13330192,209475,D2,54,14,34961,16262,46.51%,7.76%,主役版主题曲▪未说的,93038
17,全职高手广播剧第四季 上,38803,4327,D2,2,0,207,0,0.00%,0.00%,正式预告,96092
18,藏南晚星,20364412,210405,D2,81,44,21289,15818,74.30%,7.52%,✧2000万福利·番外·美梦,85110
19,囚于永夜,1605328,33678,D2,200,161,3429,1106,32.25%,3.28%,番外 少爷的生日7,94916
20,放学等我 第一季,54921585,844483,D2,53,18,61935,35829,57.85%,4.24%,1700W福利·P-特别小剧场「2022.12.2」,64911
21,放学等我 第二季,32254858,454921,D2,42,16,44375,33828,76.23%,7.44%,番外·恋爱纪念日,68837
22,魔道祖师 第三季,298057182,1549106,D2,66,56,97578,89883,92.11%,5.80%,传讯符·忘羡,22602
23,魔道祖师 第一季,260788386,2288221,D2,39,22,97112,64616,66.54%,2.82%,主创FT<下>,15861
24,沉浮事,1087800,17766,D2,18,7,1890,1121,59.31%,6.31%,浊世篇·第七集,94775
25,江医生 第一季,17363183,239600,D2,49,27,23301,14285,61.31%,5.96%,千万播放福利第四弹·小剧场·猫,81852
26,我在无限游戏里封神 第三季,24496260,222224,D2,91,21,30567,22817,74.65%,10.27%,破亿纪念单曲·神明所遗落的,81851
27,魔道祖师 第二季,171935907,1424289,D2,41,37,88900,81643,91.84%,5.73%,主役FT（下）,19059
28,台风眼 第二季,30120100,164817,D2,50,32,14441,13372,92.60%,8.11%,完结 FT,68664
29,台风眼 第一季,36208352,311582,D2,53,20,22381,13981,62.47%,4.49%,千万福利·富士山在等一片云,52404
30,江医生 第二季,8664443,124046,D2,44,36,13935,12975,93.11%,10.46%,主役版·绝对,85256
31,某某 第一季,99063899,1729113,D2,43,28,76985,45077,58.55%,2.61%,伴奏|《梧桐说》,58219
