排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,洄天 第一季,19869587,208634,36,2,500W特别福利 · 上岸宝典,86815
2,一屋暗灯 全一季,1844970,80299,11,0,花絮01,93038
3,我在无限游戏里封神 第四季,2847936,108789,15,3,第三集 · 阴间路,86834
4,沉醉不醒,1826013,41856,17,3,同名主题曲《沉醉不醒》,86740
5,欢迎进入梦魇直播间 第二季,5644682,42392,26,11,《非诚忽扰》第５期,90985
6,液态欲望 全一季,136951,15103,2,0,定档PV,86692
7,反差 全一季,6644226,52021,31,13,第十一集·选择坠落,86684
8,顶级掠食者 第二季,6122990,51497,29,11,花絮04,86789
9,愚蠢的有钱人,325008,15235,18,6,【花絮1】,93113
10,穿成阴鸷反派的联姻对象 第二季,700590,21280,24,15,小剧场·你不礼貌,91771
11,再世权臣 第三季（上）,2329793,46313,33,9,第九集 ·  百岁何欢,86827
12,逐玉 第二季,669308,13392,11,3,第六集 · 不念,92520
13,恩客,938657,15728,35,22,28·囍字,91870
14,语义错误 第一季,3224815,23903,19,5,小剧场2 · FREAK,92155
15,太傅他人人喊打 第二季,2483509,37783,21,10,第十集,86723
16,全球进化后我站在食物链顶端 第二季（下）,77717,7585,5,3,第十八集,92775
17,君有疾否,1352074,31073,76,48,第59集,90896
18,降水概率百分百,515707,16271,9,0,˚.⊹ 主题曲伴奏 · 雨天恋爱定律 ♡₊˚,93005
19,岁岁未停,67065,4814,6,0,岁岁年年,93196
20,吞雨,257056,12236,23,7,花絮04,91589
21,初三的六一儿童节 第二季（上）,164412,6669,3,0,第一集 · 与狼共舞,93154
22,禁区,54679,5127,5,0,倒计时3天|洛海x于光,92575
23,等你仰望,519216,14388,77,67,第七十六集,91661
24,美人印,515707,28046,12,4,ost《诱他》,92611
25,这恋爱一定要谈吗,518154,17817,21,9,花絮4,91787
26,第二十八年春II,124875,4965,2,0,第五期,92633
27,沉浮事,143476,8212,24,14,第贰拾壹集 变故突生,92895
28,六州歌头 下季,643304,8542,83,78,82 退无可退路,92061
29,倾耳,512988,10632,13,9,第十集·求婚,91823
30,黑桃A,521887,12090,77,57,【许爻-早安福利】,91968
