排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,一屋暗灯 全一季,5885924,138755,31,5,第七集,93038
2,洄天 第一季,24303056,229494,49,7,花絮04 · 主役篇,86815
3,我在无限游戏里封神 第四季,4334997,121611,28,8,特别放送 · 副本通关大作战 · 百鬼夜行,86834
4,逆鳞 第一季,78449,8415,5,0,第一剑,93750
5,入蛊 全一季,284594,12918,7,1,Ⱄⱄᐝ第四回,93646
6,秋燥 第一季,136684,10832,6,0,第二集,93438
7,沉醉不醒,2684017,48660,29,11,儿童节迷你剧场,86740
8,娑婆,774194,28114,10,3,第五集,93178
9,逐玉 第二季,848029,15243,20,8,第十一集 · 阿娘,92520
10,愚蠢的有钱人,811370,21155,58,45,【花絮4】,93113
11,门生故旧,50114,6125,3,0,主题曲《窥光》,93774
12,奇洛李维斯回信 番外篇,733779,51831,3,2,番外 ·  庆生宴,93420
13,液态欲望 全一季,561888,26788,19,7,花絮03,86692
14,降水概率百分百,889804,20824,18,5,˚.⊹ 第八期 ♡₊˚,93005
15,再世权臣 第三季（下）,230670,16412,7,3,日历语音 · 关怀,93437
16,美人印,661490,30115,21,12,第11集,92611
17,蜉蝣,318300,17748,11,1,ೀ˖˚ 第四集,93202
18,全球进化后我站在食物链顶端 第二季（下）,180683,10466,13,8,小剧场·沈轻扬,92775
19,禁区,343380,11320,59,33,38 西装,92575
20,初三的六一儿童节 第二季（上）,1025835,10324,12,5,花絮② · 呼吸之间,93154
21,沉浮事,367189,11373,64,54,第陆拾壹集 参与者,92895
22,欲言难止,150810,7238,182,160,欲言难止 第171集 我做了一个很长的梦（完）,93138
23,闭嘴，你这假粉 全一季,2021403,25061,33,20,番外2 · 一日为友，终生为父,87641
24,沉入地球,107413,5762,21,5,第17集 · 失乐园,93569
25,伏特加与曼特宁,257374,10191,54,45,°☆. 第50集 « *,92968
26,嫁入高门的人,149621,4991,38,26,花絮3,93169
27,烟花情书,108335,4341,7,3,第五集,93337
28,第二十八年春II,169425,6390,2,0,第五期,92633
29,岁岁未停,124599,6404,12,5,花絮1-我没办法把你当朋友了,93196
30,余污 第一季,279037,13957,12,3,第五期,92701
