排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,8826609,172427,40,8,29013,11335,39.07%,6.57%,福利彩蛋·猫的三行诗,93038
2,我在无限游戏里封神 第四季,5657231,130969,37,12,9424,6889,73.10%,5.26%,第十二集 · 烂尾楼,86834
3,洄天 第一季,26693435,239717,56,11,22450,10566,47.06%,4.41%,第十三期,86815
4,奇洛李维斯回信,49517727,546068,85,28,51101,26772,52.39%,4.90%,5000W福利第①弹 · 主役版《昨日歌》,85974
5,早春晴朗,35432577,270593,57,24,21770,14308,65.72%,5.29%,完结FT,72230
6,情蛊,38455521,418262,67,48,50807,31350,61.70%,7.50%,完结FT·下,86178
7,满城衣冠 全一季,1230586,43119,8,0,1621,0,0.00%,0.00%,第1集 · 旧人不覆,90878
8,沉醉不醒,3342317,53522,38,19,4183,2486,59.43%,4.64%,主题曲《方舟》,86740
9,小蘑菇 第二季,51250407,500200,51,34,51749,47578,91.94%,9.51%,破亿电话·双人,39605
10,坠落,11145102,179175,59,22,14738,4884,33.14%,2.73%,番外二·新生,76041
11,我在无限游戏里封神 第三季,22910355,212111,91,21,29229,21690,74.21%,10.23%,破亿纪念单曲·神明所遗落的,81851
12,天官赐福 第三季,70668650,262840,67,43,32699,26962,82.46%,10.26%,小剧场·元宵·花灯,82040
13,再世权臣 第三季（下）,464343,20415,14,7,1397,1223,87.54%,5.99%,日历语音 · 盛夏,93437
14,小蘑菇 第一季,50191002,920700,33,17,58308,39128,67.11%,4.25%,白噪音·漫步荒原,29125
15,天官赐福 第二季,72297708,352174,61,43,37987,34569,91.00%,9.82%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
16,天官赐福 第一季,85457450,956766,61,43,68541,36812,53.71%,3.85%,四千万福利·小剧场·从前有一位名师,52400
17,愚蠢的有钱人,1359058,26965,86,69,2308,1256,54.42%,4.66%,【花絮6】,93113
18,门生故旧,449085,15134,31,19,1461,1039,71.12%,6.87%,★ 24·主仆,93774
19,放学等我 第一季,52378933,823084,53,18,63052,36322,57.61%,4.41%,1700W福利·P-特别小剧场「2022.12.2」,64911
20,放学等我 第二季,30795266,441249,42,16,44507,34353,77.19%,7.79%,番外·恋爱纪念日,68837
21,我在无限游戏里封神 第一季,73065234,986792,64,14,77208,43300,56.08%,4.39%,线下漫展VLOG,52347
22,藏南晚星,19007021,200193,79,42,20116,14859,73.87%,7.42%,主题曲伴奏·途经,85110
23,魔道祖师 第三季,296272561,1541410,66,56,97583,89968,92.20%,5.84%,传讯符·忘羡,22602
24,逆鳞 第一季,267487,12371,15,3,1226,440,35.89%,3.56%,第五剑,93750
25,我在无限游戏里封神 第二季（下）,20375846,249321,55,14,27357,23337,85.31%,9.36%,花絮06,76557
26,魔道祖师 第一季,258841532,2266945,39,22,97032,64610,66.59%,2.85%,主创FT<下>,15861
27,一颗苹果,13096468,152109,80,34,12462,5441,43.66%,3.58%,启动音试听 · 谢青寄,90818
28,吞海 第一季,51186197,527393,54,17,44992,28240,62.77%,5.35%,原创配乐·破晓,29187
29,娑婆,1085758,31299,15,7,3131,682,21.78%,2.18%,第八集,93178
30,台风眼 第二季,29339599,156360,50,32,13694,12655,92.41%,8.09%,完结 FT,68664
31,台风眼 第一季,35051699,296751,53,20,21065,13279,63.04%,4.47%,千万福利·富士山在等一片云,52404
32,魔道祖师 第二季,170814706,1416619,41,37,88842,81570,91.81%,5.76%,主役FT（下）,19059
33,默读 第五季,39050634,464172,47,34,46430,40027,86.21%,8.62%,电话,59100
34,我在无限游戏里封神 第二季（上）,20204403,326639,42,11,33647,29142,86.61%,8.92%,花絮06,71605
35,江医生 第一季,16308044,230960,49,27,22450,13617,60.65%,5.90%,千万播放福利第四弹·小剧场·猫,81852
36,绰约,1641755,28393,16,0,883,0,0.00%,0.00%,主题曲·流亡地,86680
37,秋燥 第一季,313732,13707,12,3,1424,414,29.07%,3.02%,第六集,93438
38,太傅他人人喊打 第二季,3542932,43013,36,21,3621,2546,70.31%,5.92%,小剧场·《龙床》,86723
39,交易沦陷,28591664,173295,138,99,17170,10016,58.33%,5.78%,特别福利·星空沦陷,54171
40,反差 全一季,7664336,59044,43,19,4546,2836,62.38%,4.80%,《Turning The Key》,86684
41,将进酒 第一季,105631118,1436153,59,16,78369,53395,68.13%,3.72%,完结FT,25944
42,某某 第一季,97865940,1712513,43,28,77521,45184,58.29%,2.64%,伴奏|《梧桐说》,58219
43,我喜欢你的信息素 第一季,99770735,1506377,48,21,72365,45016,62.21%,2.99%,四千万福利,58217
44,吞海 第二季,32319935,269457,56,19,25827,24049,93.12%,8.92%,新年祝福,67085
45,初三的六一儿童节,27874157,61426,287,255,7117,5841,82.07%,9.51%,番外9 跨年夜,85562
46,吞海 第三季（上）,22358749,215173,38,16,18342,17182,93.68%,7.99%,OST·04 此地埋名,73221
47,伪装学渣 第一季,102669498,1937458,30,17,79764,46850,58.74%,2.42%,千万福利·“叫妈妈”,58262
48,顶级掠食者 第二季,7704944,55936,49,18,5347,4348,81.32%,7.77%,番外·金龙舟,86789
49,于是麦麦决定离家出走,5545216,105871,51,32,9427,5794,61.46%,5.47%,花絮11,86179
50,江医生 第二季,7974442,118345,44,36,13193,12244,92.81%,10.35%,主役版·绝对,85256
