排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,一屋暗灯 全一季,8990288,173526,41,9,第十一集,93038
2,洄天 第一季,26736442,240018,56,11,第十三期,86815
3,满城衣冠 全一季,1254946,43542,9,0,花絮① · let's唱歌！,90878
4,虚拟偶像团综丨《去世界尽头》,290048,27915,2,0,MANTA端午特辑·“五”福临门,94354
5,理想型,413630,8869,17,1,12·喜欢,93439
6,入蛊 全一季,633138,18238,17,9,Ⱄⱄᐝ第十二回,93646
7,奇洛李维斯回信 番外篇,918044,60299,3,2,番外 ·  庆生宴,93420
8,谁来言说夜晚 上季,338266,10247,18,0,第9集,94321
9,秋燥 第一季,321967,13831,12,3,第六集,93438
10,当你叫醒我,389785,10376,5,0,第二集,94268
11,再世权臣 第三季（下）,471320,20518,14,7,日历语音 · 盛夏,93437
12,降水概率百分百,1244847,23692,26,9,˚.⊹ 第十二期 ♡₊˚,93005
13,嫡谋·第一季,56899,2897,5,0,第一集·「重来一次」下,94462
14,逆鳞 第一季,274804,12500,15,3,第五剑,93750
15,大王万万不可！ 第一季,119358,10398,9,0,第三集·群萝荟萃,94259
16,绰约,1652180,28488,16,0,主题曲·流亡地,86680
17,愚蠢的有钱人,1373114,27041,87,70,【花絮6】,93113
18,娑婆,1093595,31375,15,7,第八集,93178
19,我在霸总文学里当家庭医生 上季,5062,1822,1,0,预告,91680
20,沉浮事,665256,17039,84,72,花絮-叁,92895
21,蜉蝣,568191,21697,19,6,ೀ˖˚ 第八集,93202
22,门生故旧,460137,15239,32,20,☆ 25·得寸进尺,93774
23,请与我同眠,12882,2274,4,0,主题曲·殊途同眠,93966
24,玫瑰美人 全一季,60838,6627,8,1,第四期,94009
25,液态欲望 全一季,744850,29733,25,11,花絮05,86692
26,禁区,575394,12911,96,68,66 Go神,92575
27,欲言难止,372473,13368,182,160,欲言难止 第171集 我做了一个很长的梦（完）,93138
28,合笼蛊,83638,3210,5,0,主题曲·天地为笼,94418
29,你克制一点 全一季,930302,26312,23,10,花絮④,87343
30,只想和你好好的,203354,6870,9,1,✧ 第三期 ✧,94176
