排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,一屋暗灯 全一季,8730569,171604,39,8,福利彩蛋·葡萄柚相亲记,93038
2,洄天 第一季,26653497,239507,56,11,第十三期,86815
3,满城衣冠 全一季,1207965,42634,8,0,第1集 · 旧人不覆,90878
4,当你叫醒我,334887,9437,5,0,第二集,94268
5,虚拟偶像团综丨《去世界尽头》,271289,27029,2,0,MANTA端午特辑·“五”福临门,94354
6,绰约,1630598,28280,16,0,主题曲·流亡地,86680
7,只想和你好好的,191980,6747,9,1,✧ 第三期 ✧,94176
8,谁来言说夜晚 上季,290060,9924,16,0,第7集,94321
9,蜉蝣,546854,21415,19,6,ೀ˖˚ 第八集,93202
10,精神科医生神经了,198087,11820,18,2,处方四✫刺桐（下）,93567
11,门生故旧,437362,14949,30,18,☆ 23·谋求,93774
12,嫡谋·第一季,44648,2535,5,0,第一集·「重来一次」下,94462
13,理想型,359646,7294,13,0,08·修罗场,93439
14,沉浮事,636230,16471,84,72,花絮-叁,92895
15,再世权臣 第三季（下）,456805,20297,13,7,第七集 ·  但梦梨花,93437
16,降水概率百分百,1213943,23529,25,8,花絮02,93005
17,奇洛李维斯回信 番外篇,906297,59808,3,2,番外 ·  庆生宴,93420
18,娑婆,1078130,31227,15,7,第八集,93178
19,入蛊 全一季,608341,17970,16,8,Ⱄⱄᐝ 第十一回,93646
20,沉入地球,207261,7106,46,27,第39集 · 瘢痕,93569
21,禁区,559721,12871,93,65,64 无险,92575
22,愚蠢的有钱人,1347638,26880,85,68,【花絮6】,93113
23,秋燥 第一季,302751,13533,11,2,第五集,93438
24,你克制一点 全一季,922558,26160,23,10,花絮④,87343
25,欲言难止,358090,13038,182,160,欲言难止 第171集 我做了一个很长的梦（完）,93138
26,闭嘴，你这假粉 全一季,2079160,26105,33,20,番外2 · 一日为友，终生为父,87641
27,楚乌 第一季,113360,6045,16,0,第一集,94336
28,逆鳞 第一季,259092,12238,14,2,小剧场 · 吾家有龙初长成,93750
29,液态欲望 全一季,735435,29630,24,11,番外·谣言,86692
30,大王万万不可！ 第一季,109134,10143,8,0,第二集·既见君子,94259
