排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,洄天 第一季,20893981,214529,38,3,1000W特别福利 · 纪念日,86815
2,一屋暗灯 全一季,2845692,97324,14,0,五一彩蛋,93038
3,我在无限游戏里封神 第四季,3183592,112444,19,4,第四集 · 生魂,86834
4,蜉蝣,20377,6460,1,0,ೀ˖˚ 预告,93202
5,液态欲望 全一季,271974,20703,6,0,EP01,86692
6,逐玉 第二季,708062,13899,14,4,第七集 · 请罚,92520
7,反差 全一季,6764664,53070,32,14,第十二集·接住你了,86684
8,烟花情书,37333,2451,3,0,主题曲,93337
9,愚蠢的有钱人,419269,16495,27,14,【读诗】,93113
10,太傅他人人喊打 第二季,2622478,38639,24,12,福利小剧场·《离思》,86723
11,再世权臣 第三季（上）,2450001,46974,34,10,第十集 ·  再度启程,86827
12,欢迎进入梦魇直播间 第二季,5840049,43357,28,11,《今日没说法》⑤ ·「不平安疗养院」,90985
13,顶级掠食者 第二季,6347587,52192,30,12,第十二集,86789
14,沉醉不醒,1972752,42951,19,5,五一迷你剧场,86740
15,娑婆,61111,8541,3,0,围读特辑一,93178
16,恩客,1051650,16336,42,29,35·碍眼,91870
17,闭嘴，你这假粉 全一季,1902419,23274,33,20,番外2 · 一日为友，终生为父,87641
18,全球进化后我站在食物链顶端 第二季（下）,94939,8252,6,4,第十九集,92775
19,禁区,122469,8052,16,0,08 直觉,92575
20,降水概率百分百,583416,17313,11,0,特别语音 ♡ 健身提醒,93005
21,君有疾否,1420009,31715,83,55,第66集,90896
22,重回我爸少年时 第一季,1312359,16913,47,17,第十一集,91872
23,语义错误 第一季,3325783,24430,21,6,200W · 宰英's MUSIC TIME,92155
24,吞雨,290260,12795,25,8,花絮05,91589
25,初三的六一儿童节 第二季（上）,276370,7805,4,1,第二集 · 监狱风云,93154
26,余污 第一季,216317,12513,9,0,小剧场01·斗百草,92701
27,美人印,543787,28570,13,5,第六集,92611
28,这恋爱一定要谈吗,550214,18182,23,10,插曲《山川》,91787
29,沉浮事,185631,8853,34,24,第叁拾壹集 求生,92895
30,六州歌头 下季,674647,8745,92,87,91 血诏定后位,92061
