排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,9702859,180113,44,10,30212,12231,40.48%,6.79%,第十二集,93038
2,我在无限游戏里封神 第四季,6059459,133258,41,13,9867,7348,74.47%,5.51%,特别放送 · 大型恐怖游戏联赛火热进行中Ⅵ,86834
3,洄天 第一季,27084466,241491,61,12,22654,10750,47.45%,4.45%,主题曲「你的方向」· 伴奏,86815
4,奇洛李维斯回信,50293422,549906,86,29,51496,27078,52.58%,4.92%,5000W福利第②弹 · 主役版《共你我》,85974
5,满城衣冠 全一季,1397955,45427,10,0,2007,0,0.00%,0.00%,第2集 · 债,90878
6,情蛊,38846422,421766,67,48,51210,31592,61.69%,7.49%,完结FT·下,86178
7,早春晴朗,35769831,272159,57,24,21919,14402,65.71%,5.29%,完结FT,72230
8,坠落,11293492,180844,59,22,14872,4930,33.15%,2.73%,番外二·新生,76041
9,我在无限游戏里封神 第三季,23098491,213409,91,21,29396,21831,74.27%,10.23%,破亿纪念单曲·神明所遗落的,81851
10,天官赐福 第三季,70885223,264116,67,43,32855,27103,82.49%,10.26%,小剧场·元宵·花灯,82040
11,天官赐福 第二季,72485985,353378,61,43,38069,34638,90.99%,9.80%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
12,沉醉不醒,3503381,54243,39,20,4276,2566,60.01%,4.73%,第十四期,86740
13,天官赐福 第一季,85721866,958964,61,43,68556,36866,53.78%,3.84%,四千万福利·小剧场·从前有一位名师,52400
14,再世权臣 第三季（下）,531615,21336,15,8,1577,1401,88.84%,6.57%,第八集 ·  走投无路,93437
15,放学等我 第一季,52661403,825657,53,18,62971,36251,57.57%,4.39%,1700W福利·P-特别小剧场「2022.12.2」,64911
16,默读 第五季,39089085,464777,47,34,46455,40052,86.22%,8.62%,电话,59100
17,绰约,1764843,29914,20,0,1061,0,0.00%,0.00%,小暑·入伏提醒·裴廷约,86680
18,放学等我 第二季,30957286,442988,42,16,44547,34314,77.03%,7.75%,番外·恋爱纪念日,68837
19,我在无限游戏里封神 第一季,73325136,989262,64,14,77281,43333,56.07%,4.38%,线下漫展VLOG,52347
20,小蘑菇 第二季,51375929,501089,51,34,51816,47630,91.92%,9.51%,破亿电话·双人,39605
21,魔道祖师 第三季,296463595,1542254,66,56,97592,89966,92.19%,5.83%,传讯符·忘羡,22602
22,我在无限游戏里封神 第二季（下）,20505966,250584,55,14,27475,23447,85.34%,9.36%,花絮06,76557
23,魔道祖师 第一季,259058367,2269470,39,22,97132,64645,66.55%,2.85%,主创FT<下>,15861
24,愚蠢的有钱人,1434093,27423,89,72,2360,1301,55.13%,4.74%,【花絮6】,93113
25,理想型,569357,11109,26,8,940,409,43.51%,3.68%,19·告白,93439
26,一颗苹果,13226691,153660,81,34,12639,5514,43.63%,3.59%,花絮08 · 客官很可以,90818
27,藏南晚星,19143783,201266,79,42,20237,14959,73.92%,7.43%,主题曲伴奏·途经,85110
28,魔道祖师 第二季,170935996,1417513,41,37,88880,81607,91.82%,5.76%,主役FT（下）,19059
29,台风眼 第二季,29418137,157318,50,32,13765,12723,92.43%,8.09%,完结 FT,68664
30,入戏,8598963,91101,80,54,7460,5739,76.93%,6.30%,新春语音,82289
31,门生故旧,526287,15706,39,27,1516,1101,72.63%,7.01%,★ 32·调教,93774
32,吞海 第一季,51348753,528798,54,17,45094,28320,62.80%,5.36%,原创配乐·破晓,29187
33,默读 第四季,45946636,541817,31,23,42013,40164,95.60%,7.41%,骆一锅的一天,59099
34,台风眼 第一季,35183045,298276,53,20,21220,13367,62.99%,4.48%,千万福利·富士山在等一片云,52404
35,小蘑菇 第一季,50331194,922291,33,17,58366,39166,67.10%,4.25%,白噪音·漫步荒原,29125
36,我在无限游戏里封神 第二季（上）,20290510,327812,42,11,33744,29212,86.57%,8.91%,花絮06,71605
37,秋燥 第一季,362353,14384,14,4,1508,514,34.08%,3.57%,花絮②,93438
38,某某 第一季,97994779,1714677,43,28,77534,45177,58.27%,2.63%,伴奏|《梧桐说》,58219
39,默读 第三季,37380628,599942,17,14,35565,33105,93.08%,5.52%,甜甜生日特别篇,59098
40,江医生 第一季,16411576,231777,49,27,22517,13669,60.71%,5.90%,千万播放福利第四弹·小剧场·猫,81852
41,逆鳞 第一季,317367,13098,17,4,1330,562,42.26%,4.29%,第六剑,93750
42,谁来言说夜晚 上季,502739,11248,25,0,909,0,0.00%,0.00%,第16集,94321
43,我喜欢你的信息素 第一季,99925203,1508364,48,21,72373,45004,62.18%,2.98%,四千万福利,58217
44,将进酒 第一季,105776327,1437841,59,16,78341,53361,68.11%,3.71%,完结FT,25944
45,沉浮事,721609,17710,85,73,1309,819,62.57%,4.62%,花絮-肆,92895
46,默读 第二季,29321907,607436,16,11,35447,33545,94.63%,5.52%,花絮03,59097
47,吞海 第二季,32423346,270292,56,19,25905,24122,93.12%,8.92%,新年祝福,67085
48,灯花笑 上季,88244,15585,1,0,2618,0,0.00%,0.00%,预告·归路,94733
49,娑婆,1158936,32060,17,9,3199,745,23.29%,2.32%,第十集,93178
50,交易沦陷,28817857,174118,138,99,17263,10083,58.41%,5.79%,特别福利·星空沦陷,54171
