排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,最新更新,剧集ID
1,洄天 第一季,15297147,186842,29,0,12313,0,0.00%,第一期,86815
2,我在无限游戏里封神 第四季,1936374,95339,10,0,3523,0,0.00%,加载进度 · 倒计时1天,86834
3,奇洛李维斯回信,40886489,500216,79,23,46223,23357,50.53%,花絮09 ·小花絮又又又又又来了,85974
4,情蛊,33188258,374887,61,42,45139,27729,61.43%,番外·此为情蛊,86178
5,逐玉 第一季,4057278,69908,43,14,2177,965,44.33%,原创配乐 · 凶夜,89245
6,于是麦麦决定离家出走,4043933,92797,28,16,7252,4193,57.82%,花絮02,86179
7,顶级掠食者 第二季,5155739,48960,24,9,3959,2943,74.34%,第九集,86789
8,一颗苹果,10955345,132399,72,30,10135,3958,39.05%,原创配乐 ·  孤独的灿烂 Whale’s Flame,90818
9,反差 全一季,6078123,48543,26,8,3026,1458,48.18%,600W福利·白噪音·入睡,86684
10,天官赐福 第三季,66990161,249681,67,43,31304,25722,82.17%,小剧场·元宵·花灯,82040
11,再世权臣 第三季（上）,1881281,43801,30,7,2777,1915,68.96%,第七集 ·  相思何味,86827
12,太傅他人人喊打 第二季,1906175,35508,17,7,2413,1241,51.43%,第七集,86723
13,惹祸精,627944,24839,31,10,1184,542,45.78%,第十二集,90987
14,初三的六一儿童节,22276520,47489,229,197,5209,4027,77.31%,Chapter.110A 若能相识于少年时,85562
15,沉醉不醒,1267051,37832,10,0,1670,0,0.00%,第二期,86740
16,欢迎进入梦魇直播间 第二季,4692810,39222,20,8,2895,1986,68.60%,200W特别语音「警惕x骚扰」,90985
17,天官赐福 第二季,69368193,340009,61,43,36950,33606,90.95%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
18,偷风不偷月 上季,7641788,122663,41,18,10085,5549,55.02%,300w福利·楚识琛（沈若臻）·风月语录,71389
19,天官赐福 第一季,82033796,935344,61,43,67503,36210,53.64%,四千万福利·小剧场·从前有一位名师,52400
20,藏南晚星,17426304,188638,79,42,18575,13573,73.07%,主题曲伴奏·途经,85110
21,早春晴朗,30638723,238360,57,24,19143,12554,65.58%,完结FT,72230
22,美人印,399441,25681,8,1,1603,186,11.60%,第三集,92611
23,我在无限游戏里封神 第三季,20848516,199039,91,21,27673,20313,73.40%,破亿纪念单曲·神明所遗落的,81851
24,放学等我 第一季,49528862,794053,53,18,62434,36340,58.21%,1700W福利·P-特别小剧场「2022.12.2」,64911
25,逐玉 第二季,549787,11568,7,0,353,0,0.00%,第三集 · 比试,92520
26,重生之将门毒后 第二季,40137341,372398,83,26,49379,33098,67.03%,破亿福利·白噪音·花灯,52293
27,放学等我 第二季,29108188,422160,42,16,44035,34692,78.78%,番外·恋爱纪念日,68837
28,偷风不偷月 下季,3268186,58636,35,17,4254,3983,93.63%,100W福利·白噪音,77591
29,小蘑菇 第二季,48958020,488989,46,33,50183,46695,93.05%,全剧五千万福利,39605
30,吞海 第一季,49391063,511965,54,17,43840,27308,62.29%,原创配乐·破晓,29187
31,将进酒 第一季,104083406,1419621,59,16,78129,53264,68.17%,完结FT,25944
32,魔道祖师 第三季,294240636,1532954,66,56,97589,90019,92.24%,传讯符·忘羡,22602
33,重生之将门毒后 第一季,90664044,816448,82,27,87975,42086,47.84%,主役reaction·片段03,43922
34,魔道祖师 第一季,256747253,2245382,39,22,96738,64531,66.71%,主创FT<下>,15861
35,小蘑菇 第一季,48459983,903227,33,17,57901,38883,67.15%,白噪音·漫步荒原,29125
36,我在无限游戏里封神 第一季,70418559,963124,64,14,76225,42743,56.07%,线下漫展VLOG,52347
37,魔道祖师 第二季,169571827,1408193,41,37,88687,81449,91.84%,主役FT（下）,19059
38,吞海 第二季,31157184,259870,56,19,24862,23129,93.03%,新年祝福,67085
39,失忆后死对头成了我男朋友？,4345396,91865,44,20,5830,3867,66.33%,花絮·陆云笙,86693
40,将进酒 第二季,71353258,805807,45,22,67007,60913,90.91%,第二季完结FT,30383
41,吞海 第三季（上）,21518947,206299,38,16,17498,16367,93.54%,OST·04 此地埋名,73221
42,某某 第一季,96543869,1692674,43,28,77286,45039,58.28%,伴奏|《梧桐说》,58219
43,我在无限游戏里封神 第二季（下）,19003207,237165,55,14,26208,22293,85.06%,花絮06,76557
44,我喜欢你的信息素 第一季,98163536,1487137,48,21,72346,45213,62.50%,四千万福利,58217
45,你的距离,88778654,925756,70,27,78129,56085,71.79%,完结FT·主创版,31552
46,吞海 第三季（下）,18420415,182205,51,18,17795,16067,90.29%,破亿纪念•抒情主役版「晓」,76879
47,语义错误 第一季,2467670,21870,13,2,1552,439,28.29%,Ep.05 EXCEPTION,92155
48,欢迎进入梦魇直播间 第一季,22510972,185494,62,20,18734,8117,43.33%,完结FT,75856
49,再世权臣 第一季,20287747,248168,79,17,22837,10685,46.79%,花絮07,71321
50,纸飞机,9452837,178717,47,25,12577,7068,56.20%,小剧场 占有欲 ,53304
