排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,洄天 第一季,24009216,228425,47,7,1500W特别福利 · 白晟的小算盘,86815
2,一屋暗灯 全一季,5574892,136217,28,4,伴奏▪未说的,93038
3,我在无限游戏里封神 第四季,4239752,120812,27,8,第八集 · 百鬼夜行,86834
4,沉醉不醒,2612602,48061,28,10,第九期,86740
5,奇洛李维斯回信 番外篇,709719,50859,3,2,番外 ·  庆生宴,93420
6,入蛊 全一季,240894,12140,6,0,Ⱄⱄᐝ第三回,93646
7,液态欲望 全一季,530580,26235,17,6,EP05,86692
8,精神科医生神经了,38352,5549,5,0,正式预告☔待晴,93567
9,娑婆,739781,27733,8,1,第四集,93178
10,愚蠢的有钱人,750644,20151,55,42,【花絮4】,93113
11,再世权臣 第三季（下）,211463,15842,6,3,第三集 · 启程南京,93437
12,沉入地球,94103,5495,18,2,主题曲 · 异世界见,93569
13,欲言难止,133567,6776,182,160,欲言难止 第171集 我做了一个很长的梦（完）,93138
14,烟花情书,102188,4237,7,3,第五集,93337
15,秋燥 第一季,105955,10137,5,0,主题曲《秋潮》伴奏,93438
16,禁区,319895,11142,53,29,35 手 铐,92575
17,语义错误 第一季,3779597,26323,27,10,Ep.12 YELLOW,92155
18,蜉蝣,291254,17172,10,0,ೀ˖˚ 主题曲·浮游·伴奏,93202
19,美人印,650184,29956,20,11,小剧场4-浮生若梦,92611
20,降水概率百分百,857825,20564,17,4,˚.⊹ 第七期 ♡₊˚,93005
21,逐玉 第二季,829424,15100,19,7,小剧场③ · 吃醋记,92520
22,沉浮事,350089,11213,61,51,第伍拾捌集 阿江,92895
23,初三的六一儿童节 第二季（上）,916063,10101,10,5,第六集 · 亲传门徒,93154
24,落火 全一季,312303,14990,16,6,第八集,92245
25,怀火 全一季,197185,10682,21,7,第八集·余生共赴,91418
26,嫁入高门的人,140502,4867,36,25,第31集,93169
27,伏特加与曼特宁,246814,10106,51,42,°☆. 第47集 « *,92968
28,余污 第一季,275624,13850,12,3,第五期,92701
29,你的雪人能活多久 第一季,23420,10477,1,0,祝知希生日快乐,93787
30,第二十八年春II,166335,6299,2,0,第五期,92633
