排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,洄天 第一季,21730499,218582,39,4,第六期,86815
2,一屋暗灯 全一季,3539280,110014,18,1,起床语音·宋谨,93038
3,奇洛李维斯回信 番外篇,348697,31194,3,2,番外 ·  庆生宴,93420
4,娑婆,363253,21235,5,0,主题曲·莫拜观音,93178
5,我在无限游戏里封神 第四季,3454600,114724,21,5,第五集 · 纸鬼桥,86834
6,蜉蝣,98747,12686,5,0,ೀ˖˚ 第一集,93202
7,逐玉 第二季,745437,14271,16,5,第八集 · 赐婚,92520
8,愚蠢的有钱人,518265,17664,35,22,【花絮3】,93113
9,反差 全一季,6891827,54204,33,15,第十三集·向死之心,86684
10,液态欲望 全一季,354420,22601,9,1,花絮01,86692
11,沉醉不醒,2144769,43926,23,6,ღ200万福利·晚安语音·苏墨,86740
12,恩客,1187289,17236,50,37,42·隐痛,91870
13,再世权臣 第三季（下）,55675,7735,2,0,日历语音 · 梦中人,93437
14,再世权臣 第三季（上）,2526169,47308,34,10,第十集 ·  再度启程,86827
15,太傅他人人喊打 第二季,2757419,39324,25,13,第十二集,86723
16,降水概率百分百,655676,18451,13,1,花絮01,93005
17,吞雨,327098,13357,28,9,《小桥》,91589
18,全球进化后我站在食物链顶端 第二季（下）,113709,8836,7,5,第二十集,92775
19,沉入地球,8130,2335,1,0,剧情预告 · 秩序外的叙事诗,93569
20,语义错误 第一季,3436570,24904,23,7,花絮>ERROR TIME 04,92155
21,君有疾否,1479772,32038,90,62,第73集,90896
22,烟花情书,57354,3142,4,0,第二集,93337
23,闭嘴，你这假粉 全一季,1948697,23984,33,20,番外2 · 一日为友，终生为父,87641
24,禁区,178490,9043,27,8,16 密码,92575
25,沉浮事,226878,9459,41,31,第叁拾捌集 抓到你了,92895
26,美人印,574956,28981,15,6,母亲节小剧场,92611
27,初三的六一儿童节 第二季（上）,420195,8602,5,2,第三集 · 明德小事,93154
28,重回我爸少年时 第一季,1348532,17346,49,19,花絮13,91872
29,六州歌头 下季,716970,8980,100,95,99 都付一梦中,92061
30,落火 全一季,247640,13448,13,3,第五集,92245
