排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,一屋暗灯 全一季,9818695,181130,44,10,第十二集,93038
2,虚拟偶像团综丨《去世界尽头》,1080182,36207,5,0,团综主题曲·《去世界尽头》(纯享版),94354
3,灯花笑 上季,114319,17610,2,0,主题曲壹·只身朝夕,94733
4,洄天 第一季,27122366,241727,61,12,主题曲「你的方向」· 伴奏,86815
5,搭界 第一季,67901,9174,3,0,第一集,94617
6,再世权臣 第三季（下）,547436,21462,16,9,第九集 ·  承君一诺,93437
7,娑婆,1173564,32272,17,9,第十集,93178
8,谎话缠绵,33098,4898,6,0,❀第一集·青衣藏月,94476
9,金陵春 第一季,20639,2160,3,0,主题曲-雪尽春还,94497
10,理想型,593572,11489,27,9,20·生日快乐,93439
11,满城衣冠 全一季,1408027,45565,10,0,第2集 · 债,90878
12,嫡谋·第一季,126487,4750,7,0,主题曲· 无怨,94462
13,大王万万不可！ 第一季,153531,11417,10,1,第四集·唇枪舌战,94259
14,奇洛李维斯回信 番外篇,961930,62525,3,2,番外 ·  庆生宴,93420
15,叛臣,24185,4097,5,0,第一集 · 囚,94684
16,错登科  第一季,4760,728,1,0,预告-[错嫁权臣遇情长],94787
17,谁来言说夜晚 上季,526313,11324,26,0,第17集,94321
18,绰约,1773699,29965,20,0,小暑·入伏提醒·裴廷约,86680
19,日出风来,42032,5548,9,0,♬第3集 最喜欢的演奏家,94444
20,入蛊 全一季,708956,19008,19,11,Ⱄⱄᐝ第十四回,93646
21,蜉蝣,643451,22429,21,7,ೀ˖˚ 暑假来袭,93202
22,请与我同眠,32133,4471,12,0,第01集,93966
23,秋燥 第一季,367553,14432,14,4,花絮②,93438
24,楚乌 第一季,184904,7022,20,0,花絮1,94336
25,禁区,643599,13292,106,77,74 尾声（下）,92575
26,初三的六一儿童节 第二季（上）,2255409,12314,19,10,第十一集 · 朝晖之歌,93154
27,欲言难止,436482,14914,182,160,欲言难止 第171集 我做了一个很长的梦（完）,93138
28,愚蠢的有钱人,1442207,27461,89,72,【花絮6】,93113
29,当你叫醒我,543913,11459,6,0,第二集,94268
30,逆鳞 第一季,321880,13164,17,4,第六剑,93750
