排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,天官赐福 第四季,8830021,122425,25,4,新年小剧场《压岁钱》,91718
2,虚拟偶像团综丨《去世界尽头》,5522111,52660,44,0,柏闻生日小剧场·亲爱的老朋友,94354
3,灯花笑 上季,3155784,53732,26,9,三百万福利·中元节语音,94733
4,你的雪人能活多久 第一季,1286471,54693,24,4,小剧场02 · 喜糖,93787
5,伏特加与曼特宁,1786672,64075,23,2,✦店长来啦！④,92988
6,尾钩,262940,14613,12,1,第08集 · 破约,95503
7,宋玉章 第一季,3553814,44886,20,2,第五折 · 夕饮冰,86589
8,囚于永夜,1278491,30180,200,161,番外 少爷的生日7,94916
9,满城衣冠 全一季,2454705,54668,31,8,花絮⑤ · 说着说着又唱起来了,90878
10,我花开后百花杀 第一季,117054,4511,9,0,第三集 · 入局京都,94893
11,大王万万不可！ 第一季,399617,15111,25,8,第十一集·日升月恒,94259
12,穿进赛博游戏后干掉BOSS成功上位 第一季,31372,3117,3,0,第1集,95678
13,沉浮事,769857,16025,16,5,中元小剧场·百鬼集市,94775
14,恒星时刻 第一季,358958,50390,1,0,歌曲《狮心》（Live）,94789
15,搭界 第一季,451347,16369,24,11,第八集,94617
16,炽火难熄 全一季,340325,20294,14,3,花絮02 · 自带魅魔体质,94917
17,放学后别来我办公室 全一季,596849,18540,12,0,第三课「学不可以已」,86868
18,谁来言说夜晚 上季,1603241,15789,86,49,第66集,94321
19,触礁,296919,12412,16,5,✰花絮·02✰,95034
20,绰约,2215863,32579,39,8,律师咨询日小剧场,86680
21,嫡谋·第一季,370628,9655,16,7,第九集·「棋落尘缘」,94462
22,赤霞珠,300769,12452,30,19,处暑福利音·饮酒小贴士·唐渡,95114
23,清白之年,475220,13903,19,0,第六集·明月装饰了我的窗,94838
24,是心跳说谎 全一季,27760,3210,2,0,预告一·心跳瞬间,95516
25,守寡后我重生了 第二季,91420,3437,11,2,花絮01,95212
26,任东西,68733,3192,9,1,任东西·第五集,94860
27,楚乌 第一季,393685,8717,39,7,中元节小剧场,94336
28,错登科  第一季,118109,4952,13,5,花絮-要被萌死了,94787
29,解瘾,468995,13710,23,4,福利音❃奉心,94782
30,愚蠢的有钱人 全一季,163201,7182,18,4,小剧场·静音打球,94873
