排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,9314119,176558,42,9,29734,11809,39.72%,6.69%,花絮06,93038
2,我在无限游戏里封神 第四季,5871658,132053,39,13,9659,7134,73.86%,5.40%,第十三集 · 召唤物,86834
3,洄天 第一季,26849241,240673,56,11,22498,10615,47.18%,4.41%,第十三期,86815
4,奇洛李维斯回信,49893977,547964,85,28,51276,26902,52.47%,4.91%,5000W福利第①弹 · 主役版《昨日歌》,85974
5,满城衣冠 全一季,1337739,44523,10,0,1891,0,0.00%,0.00%,第2集 · 债,90878
6,早春晴朗,35609191,271387,57,24,21852,14361,65.72%,5.29%,完结FT,72230
7,情蛊,38650925,419880,67,48,51017,31480,61.70%,7.50%,完结FT·下,86178
8,坠落,11229704,180162,59,22,14816,4911,33.15%,2.73%,番外二·新生,76041
9,我在无限游戏里封神 第三季,23003455,212739,91,21,29295,21745,74.23%,10.22%,破亿纪念单曲·神明所遗落的,81851
10,沉醉不醒,3446861,53963,39,20,4242,2543,59.95%,4.71%,第十四期,86740
11,天官赐福 第三季,70777021,263444,67,43,32775,27036,82.49%,10.26%,小剧场·元宵·花灯,82040
12,天官赐福 第二季,72392156,352724,61,43,38024,34599,90.99%,9.81%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
13,天官赐福 第一季,85585069,957827,61,43,68568,36835,53.72%,3.85%,四千万福利·小剧场·从前有一位名师,52400
14,再世权臣 第三季（下）,506432,20900,15,8,1532,1356,88.51%,6.49%,第八集 ·  走投无路,93437
15,小蘑菇 第二季,51316845,500608,51,34,51788,47603,91.92%,9.51%,破亿电话·双人,39605
16,放学等我 第一季,52520619,824349,53,18,63017,36262,57.54%,4.40%,1700W福利·P-特别小剧场「2022.12.2」,64911
17,放学等我 第二季,30876449,442132,42,16,44559,34360,77.11%,7.77%,番外·恋爱纪念日,68837
18,我在无限游戏里封神 第一季,73191725,987962,64,14,77222,43307,56.08%,4.38%,线下漫展VLOG,52347
19,小蘑菇 第一季,50261080,921417,33,17,58339,39147,67.10%,4.25%,白噪音·漫步荒原,29125
20,愚蠢的有钱人,1396920,27138,87,70,2330,1276,54.76%,4.70%,【花絮6】,93113
21,魔道祖师 第三季,296369533,1541805,66,56,97594,89973,92.19%,5.84%,传讯符·忘羡,22602
22,藏南晚星,19078719,200812,79,42,20181,14914,73.90%,7.43%,主题曲伴奏·途经,85110
23,我在无限游戏里封神 第二季（下）,20440469,249929,55,14,27407,23386,85.33%,9.36%,花絮06,76557
24,绰约,1712563,29599,18,0,1004,0,0.00%,0.00%,律法小贴士·2则,86680
25,默读 第五季,39068753,464473,47,34,46445,40042,86.21%,8.62%,电话,59100
26,魔道祖师 第一季,258950168,2268127,39,22,97092,64625,66.56%,2.85%,主创FT<下>,15861
27,门生故旧,487422,15403,35,23,1495,1076,71.97%,6.99%,★ 28·陷阱,93774
28,一颗苹果,13161912,152811,81,34,12543,5480,43.69%,3.59%,花絮08 · 客官很可以,90818
29,台风眼 第二季,29378412,156890,50,32,13726,12686,92.42%,8.09%,完结 FT,68664
30,魔道祖师 第二季,170877039,1417061,41,37,88856,81581,91.81%,5.76%,主役FT（下）,19059
31,吞海 第一季,51266661,528042,54,17,45045,28282,62.79%,5.36%,原创配乐·破晓,29187
32,台风眼 第一季,35117088,297543,53,20,21135,13322,63.03%,4.48%,千万福利·富士山在等一片云,52404
33,我在无限游戏里封神 第二季（上）,20246256,327190,42,11,33685,29166,86.58%,8.91%,花絮06,71605
34,某某 第一季,97929111,1713539,43,28,77546,45190,58.28%,2.64%,伴奏|《梧桐说》,58219
35,江医生 第一季,16361422,231377,49,27,22481,13640,60.67%,5.90%,千万播放福利第四弹·小剧场·猫,81852
36,秋燥 第一季,335815,14034,12,3,1458,454,31.14%,3.24%,第六集,93438
37,理想型,479966,9939,21,4,821,264,32.16%,2.66%,15·梦,93439
38,将进酒 第一季,105704777,1436939,59,16,78351,53373,68.12%,3.71%,完结FT,25944
39,我喜欢你的信息素 第一季,99846996,1507328,48,21,72378,45006,62.18%,2.99%,四千万福利,58217
40,交易沦陷,28708861,173716,138,99,17218,10051,58.37%,5.79%,特别福利·星空沦陷,54171
41,逆鳞 第一季,289178,12690,16,3,1277,494,38.68%,3.89%,花絮②,93750
42,默读 第四季,45927462,541514,31,23,42001,40153,95.60%,7.41%,骆一锅的一天,59099
43,吞海 第二季,32372112,269866,56,19,25867,24087,93.12%,8.93%,新年祝福,67085
44,太傅他人人喊打 第二季,3572924,43170,36,21,3652,2574,70.48%,5.96%,小剧场·《龙床》,86723
45,入戏,8497048,89979,80,54,7412,5704,76.96%,6.34%,新春语音,82289
46,沉浮事,694943,17458,84,72,1278,793,62.05%,4.54%,花絮-叁,92895
47,娑婆,1125127,31637,16,8,3165,718,22.69%,2.27%,第九集,93178
48,伪装学渣 第一季,102730419,1938598,30,17,80062,47017,58.73%,2.43%,千万福利·“叫妈妈”,58262
49,吞海 第三季（上）,22395051,215530,38,16,18368,17206,93.67%,7.98%,OST·04 此地埋名,73221
50,默读 第三季,37362119,599610,17,14,35561,33099,93.08%,5.52%,甜甜生日特别篇,59098
