排名,剧名,播放量,订阅数,总集数,付费集数,宣发策略,最新更新,剧集ID
1,早春晴朗,42856177,354930,57,24,D2,完结FT,72230
2,情蛊,41947538,449732,68,49,D2,4000w福利·山大王,86178
3,奇洛李维斯回信,54842810,574752,98,41,D2,OST A12 · 暗恋基本法,85974
4,二哈和他的白猫师尊,167505614,3198451,84,0,B,概念曲-拜长久（+童声版）,20741
5,放学等我 第一季,54579328,841924,53,18,D2,1700W福利·P-特别小剧场「2022.12.2」,64911
6,天官赐福 第四季,9475708,125465,26,5,D2,第三集·叫天不应叫地不灵,91718
7,灯花笑 上季,3441983,55955,28,11,D2,第14集,94733
8,囚于永夜,5396511,322442,1,0,B,织音发布会纯享PV · 概念预告,86822
9,天官赐福 第一季,87920077,976758,61,43,D2,四千万福利·小剧场·从前有一位名师,52400
10,伪装学渣 第一季,103688246,1954495,30,17,D2,千万福利·“叫妈妈”,58262
11,你的雪人能活多久 第一季,1392797,56028,25,5,D2,第五集 · 不成对的天生一对,93787
12,一屋暗灯 全一季,13066951,207633,54,14,D2,主役版主题曲▪未说的,93038
13,虚拟偶像团综丨《去世界尽头》,5784937,53208,45,0,B,第七期·自由身,94354
14,魔道祖师 第一季,260507817,2285893,39,22,D2,主创FT<下>,15861
15,我在无限游戏里封神 第一季,75026635,1004482,64,14,D2,线下漫展VLOG,52347
16,恒星时刻 第一季,463916,54735,2,0,D2,预告 · sternstunde,94789
17,伏特加与曼特宁,1923941,65123,25,4,D2,第五期,92988
18,台风眼 第一季,36050782,309796,53,20,D2,千万福利·富士山在等一片云,52404
19,我喜欢你的信息素 第一季,101049283,1521684,48,21,D2,四千万福利,58217
20,将进酒 第一季,106757781,1448438,59,16,D2,完结FT,25944
21,干涸地,2140392,94123,2,0,D2,火风L原著|干涸地·正式预告,86725
22,天官赐福 第三季,72720322,275284,68,44,D2,小剧场·元宵·花灯,82040
23,重生之将门毒后 第一季,95190527,843229,82,27,D2,主役reaction·片段03,43922
24,难哄,147558689,1582677,76,48,D2,破亿福利·纪念FT,38074
25,放学等我 第二季,32059694,453355,42,16,D2,番外·恋爱纪念日,68837
26,宋玉章 第一季,3816582,45365,22,2,D2,导演花絮01· 好多人啊,86589
27,某某 第一季,98902497,1727575,43,28,D2,伴奏|《梧桐说》,58219
28,我在无限游戏里封神 第四季,7990582,145313,56,15,D2,特别放送 · emoji大挑战,86834
29,囚于永夜,1392433,31438,200,161,D2,番外 少爷的生日7,94916
30,洄天 第一季,28406013,247936,65,14,D2,完结语音 · 高能量S级监护人的一天,86815
31,一颗苹果,14036441,166176,82,35,C,完结FT · 谢谢光临,90818
32,娘娘腔,38694139,725605,31,0,B,主役听剧Reaction,46640
33,不二之臣,41353032,857843,16,0,B,大结局·下,25580
34,见春天,13496737,235303,54,8,D2,魏清越书信·02,80533
35,藏南晚星,20104089,208914,80,43,D2,七夕小剧场 · 小许老师买菜记,85110
36,天官赐福 第二季,74089174,363733,61,43,D2,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
37,全球高考 第一季（全新版）,22082832,377939,37,11,D2,— 「全季完结FT」—,60289
38,偷偷藏不住,203325955,2419823,89,54,D2,2亿福利·双人电话语音,34632
39,小蘑菇 第一季,51048015,932540,33,17,D2,白噪音·漫步荒原,29125
40,不想了,9926276,115295,93,66,D2,500W福利·主役版主题曲《同谋》,70445
41,江医生 第一季,17218573,238664,49,27,D2,千万播放福利第四弹·小剧场·猫,81852
42,二哈和他的白猫师尊,16728978,107471,669,603,D2,完结FT,81979
43,迪奥先生 第一季,79797567,1079452,30,15,D2,王氏破产 铃声,23329
44,尾钩,417695,18111,17,5,D2,第12集 · 往日之事,95503
45,再世权臣 第一季,22246536,262477,79,17,D2,花絮07,71321
46,虚拟偶像团综丨《NEW DAYS（一起又出发）》,31965631,115591,95,0,B,许向安&许向宁生日小剧场·那片山那片海,84529
47,魔道祖师 第三季,297778048,1548197,66,56,D2,传讯符·忘羡,22602
48,FOG[电竞] 第一季,71484294,769381,39,14,D2,2000W福利·whisper伴奏抒情版,29122
49,满城衣冠 全一季,2550056,55428,33,9,D2,白噪音 · 苏苏念经,90878
50,虚拟偶像团综丨《一起再出发》,93584260,255147,179,0,B,中秋特辑·清道夫,58225
51,唇枪 上季,385822,22038,1,0,B,织音发布会纯享PV,94802
52,针锋对决,38267844,940730,19,0,B,完结FT  互动问答,19249
53,判官 第一季,38904872,657176,45,21,D2,听剧reaction,37773
54,奇洛李维斯回信 番外篇,1214516,75076,3,2,D2,番外 ·  庆生宴,93420
55,虚拟偶像团综丨《LASER出道日》,84151638,682860,89,0,B,专业小课堂：电子竞技运动与管理专业,28989
56,这题超纲了 第一季,21231673,500692,44,17,D2,【回放】《这题超纲了》M星直播,41369
57,我在无限游戏里封神 第三季,24317115,221259,91,21,D2,破亿纪念单曲·神明所遗落的,81851
58,交易沦陷,30154938,178716,138,99,D2,特别福利·星空沦陷,54171
59,你的距离,91176417,940088,70,27,D2,完结FT·主创版,31552
60,重生之将门毒后 第二季,42637027,386636,83,26,D2,破亿福利·白噪音·花灯,52293
61,吞海 第一季,52373789,537920,54,17,D2,原创配乐·破晓,29187
62,南方海啸,25273842,174222,102,68,D2,花絮⑤,85492
63,红白囍 第一季,7584784,116010,46,13,D2,花絮03,81597
64,于是麦麦决定离家出走,6111407,114030,53,33,D2,七夕小剧场✦小天使,86179
65,魔道祖师 第二季,171759431,1423348,41,37,D2,主役FT（下）,19059
66,虚拟偶像综艺 |《VANITY FAIR（名利场）》,28941993,130567,71,0,B,梦系列小剧场06·白日,78684
67,封建糟粕,16201300,156696,143,110,D2,充电·李叔堂,87589
68,去你的岛,604860,20208,26,13,D2,番外,77026
69,欢迎进入梦魇直播间 第一季,24143636,199115,62,20,D2,完结FT,75856
70,别来无恙 第一季,23456416,459324,48,22,D2,1000W福利•《满心》（合唱版）,37937
71,我在无限游戏里封神 第二季（下）,21350120,258031,55,14,D2,花絮06,76557
72,如果月亮不抱你,83994693,1194333,24,0,B,全网2000万福利突击采访,25485
73,虚拟偶像综艺丨《险象环声》,84661525,439738,138,0,B,三千万福利·偶像问答,38165
74,酸梅,4264247,259988,4,0,B,第二期,51020
75,我喜欢你的信息素 第二季,76954694,851318,43,26,D2,国风版·星衍,58218
76,君有疾否 第一季,27334884,468702,67,56,D2,苏世誉 ✦ 第一季启动音,34592
77,夫人你马甲又掉了 第一季,65337998,1026510,25,0,B,小剧场3,32574
78,破云 第一季,59520865,1105801,20,15,D2,圣诞特辑,59047
79,AWM 第一季,86186366,1258178,43,20,D2,第十四集·烙印,20284
80,FOG[电竞]第二季,58937467,437669,50,28,D2,破亿特别直播回放,39588
81,嫡谋·第一季,384971,9895,17,8,D2,第十集·「姻局初布」,94462
82,撒野 第一季,88603792,1844550,36,8,D2,千万播放纪念,58443
83,坠落,11680815,185487,59,22,D2,番外二·新生,76041
84,我在无限游戏里封神 第二季（上）,20886222,335045,42,11,D2,花絮06,71605
85,虚拟偶像团综丨《FINE DAY》,35403504,254948,41,0,B,虚拟偶像，但开团会,50725
86,等风热吻你,16864737,314801,56,18,D2,插曲《约定》,52292
87,逐玉 第一季,4678574,74739,43,14,D2,原创配乐 · 凶夜,89245
88,全球高考 第二季,40340640,551644,40,15,D2,—原创配乐「警告声中接吻」—,39622
89,营业悖论 第一季,48422977,662464,50,13,D2,中秋特别语音,36817
90,台风眼 第二季,29996028,163800,50,32,D2,完结 FT,68664
91,沉醉不醒,4231008,57619,50,31,D2,დ400万福利剧场·桑拿,86740
92,我嗑了对家X我的CP,58684727,899906,48,29,D2,完结FT,21102
93,小蘑菇 第二季,52013735,506233,51,34,D2,破亿电话·双人,39605
94,悬日 上季,12006677,155957,52,18,D2,ଫ苏洄生日福利,88192
95,杀破狼 第一季,51144180,1018269,16,11,D2,第一季完结花絮,9888
96,提灯看刺刀 上季,14950558,243986,32,8,D2,花絮·韩楚,77771
97,谁把谁当真,14875511,782310,4,0,B,第四期,726
98,难言之欲,232400,10379,8,2,D2,20万福利音,94857
99,黑莲花攻略手册 第一季,20009682,421111,36,17,D2,完结FT,52102
100,你亲我一下,18993458,273219,63,15,D2,特别加更·随便玩一下05,52356
