排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,一屋暗灯 全一季,11282643,193202,51,12,启动音▪宋星阑,93038
2,奇洛李维斯回信,51811903,558253,98,41,OST A12 · 暗恋基本法,85974
3,囚于永夜,5114157,309537,1,0,织音发布会纯享PV · 概念预告,86822
4,情蛊,39697202,430368,67,48,完结FT·下,86178
5,二哈和他的白猫师尊,165277717,3182425,78,0,第肆季-第十一期,20741
6,放学等我 第一季,53214278,830761,53,18,1700W福利·P-特别小剧场「2022.12.2」,64911
7,灯花笑 上季,1085565,36059,9,0,盛京杂谈·壹,94733
8,洄天 第一季,27741019,244616,65,14,完结语音 · 高能量S级监护人的一天,86815
9,天官赐福 第一季,86354895,964286,61,43,四千万福利·小剧场·从前有一位名师,52400
10,小蘑菇 第一季,50604047,926409,33,17,白噪音·漫步荒原,29125
11,虚拟偶像团综丨《去世界尽头》,3360996,46383,24,0,第二期·山闲似我,94354
12,我在无限游戏里封神 第四季,6965688,138398,56,15,特别放送 · emoji大挑战,86834
13,魔道祖师 第一季,259504774,2275141,39,22,主创FT<下>,15861
14,我在无限游戏里封神 第一季,73914303,994756,64,14,线下漫展VLOG,52347
15,天官赐福 第四季,6341534,96376,15,0,谢怜生辰快乐,91718
16,伪装学渣 第一季,103069439,1945366,30,17,千万福利·“叫妈妈”,58262
17,我喜欢你的信息素 第一季,100283613,1513285,48,21,四千万福利,58217
18,一颗苹果,13538728,160132,82,35,完结FT · 谢谢光临,90818
19,某某 第一季,98271767,1719223,43,28,伴奏|《梧桐说》,58219
20,台风眼 第一季,35460541,302120,53,20,千万福利·富士山在等一片云,52404
21,早春晴朗,36331347,274949,57,24,完结FT,72230
22,放学等我 第二季,31281933,446204,42,16,番外·恋爱纪念日,68837
23,虚拟偶像团综丨《NEW DAYS（一起又出发）》,30639972,114074,95,0,许向安&许向宁生日小剧场·那片山那片海,84529
24,见春天,13198792,231497,54,8,魏清越书信·02,80533
25,重生之将门毒后 第一季,93930633,836239,82,27,主役reaction·片段03,43922
26,满城衣冠 全一季,1755072,49260,17,3,第5集 · 不疯魔不成活,90878
27,坠落,11441134,182592,59,22,番外二·新生,76041
28,将进酒 第一季,106080365,1441657,59,16,完结FT,25944
29,再世权臣 第一季,21729987,259165,79,17,花絮07,71321
