排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,虚拟偶像团综丨《去世界尽头》,612333,32862,4,0,团综主题曲·《去世界尽头》,94354
2,一屋暗灯 全一季,9314659,176558,42,9,花絮06,93038
3,满城衣冠 全一季,1337937,44527,10,0,第2集 · 债,90878
4,洄天 第一季,26849470,240673,56,11,第十三期,86815
5,绰约,1712801,29599,18,0,律法小贴士·2则,86680
6,嫡谋·第一季,76158,3447,6,0, 第二集·「引蛇出洞」,94462
7,谁来言说夜晚 上季,408513,10765,21,0,第12集,94321
8,理想型,480060,9939,21,4,15·梦,93439
9,入蛊 全一季,663041,18515,18,10,Ⱄⱄᐝ第十三回,93646
10,再世权臣 第三季（下）,506471,20901,15,8,第八集 ·  走投无路,93437
11,娑婆,1125173,31637,16,8,第九集,93178
12,奇洛李维斯回信 番外篇,934082,61136,3,2,番外 ·  庆生宴,93420
13,禁区,600688,13060,101,72,69 视频,92575
14,我在霸总文学里当家庭医生 上季,20172,3494,3,0,第一集,91680
15,沉入地球,230054,7304,52,32,插曲 · Rain,93569
16,区区,6389,2111,1,0,预告,94664
17,爱意私藏,7345,555,5,0,爱意私藏-第一期,94517
18,搭界 第一季,25741,6737,1,0,先导片,94617
19,楚乌 第一季,153445,6579,18,0,第二集,94336
20,降水概率百分百,1286153,24015,26,9,˚.⊹ 第十二期 ♡₊˚,93005
21,合笼蛊,115501,4333,6,0,定档预告,94418
22,欲言难止,395400,13924,182,160,欲言难止 第171集 我做了一个很长的梦（完）,93138
23,日出风来,26132,5096,3,0,主题曲 灯塔与风,94444
24,逆鳞 第一季,289211,12691,16,3,花絮②,93750
25,门生故旧,487486,15403,35,23,★ 28·陷阱,93774
26,秋燥 第一季,335838,14034,12,3,第六集,93438
27,液态欲望 全一季,755911,29995,25,11,花絮05,86692
28,蜉蝣,589337,21921,19,6,ೀ˖˚ 第八集,93202
29,大王万万不可！ 第一季,134204,10850,9,0,第三集·群萝荟萃,94259
30,精神科医生神经了,213676,12165,19,2,花絮②,93567
