排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,洄天 第一季,18051846,198491,33,1,第三期,86815
2,一屋暗灯 全一季,675490,52135,4,0,伴奏·不愈合,93038
3,我在无限游戏里封神 第四季,2454824,103644,13,2,第二集 · 阴山村,86834
4,液态欲望 全一季,62105,10409,1,0,周则枫生日福利,86692
5,欢迎进入梦魇直播间 第二季,5242767,40780,22,10,第十集 ♱ 造啊造，造了个大的,90985
6,再世权臣 第三季（上）,2102929,44917,32,8,花絮03·都很敏感,86827
7,沉醉不醒,1576953,39736,13,0,第三期,86740
8,伏特加与曼特宁,383899,30047,1,0,京儒♡生日快乐,92988
9,降水概率百分百,343237,14358,7,0,˚.⊹ 主题曲 · 雨天恋爱定律 ♡₊˚,93005
10,太傅他人人喊打 第二季,2212902,36596,20,9,第九集,86723
11,一诺一生 全一季,789394,26736,20,6,第八集,91354
12,顶级掠食者 第二季,5722578,50289,26,10,第十集,86789
13,反差 全一季,6298651,49954,28,10,花絮4·如果有九亿砸我身上……,86684
14,恩客,709783,14327,25,12,18·马场,91870
15,禁区,28421,3089,1,0,概念PV,92575
16,愚蠢的有钱人,101242,10616,5,0,【声展：关衔❤️舒书木】,93113
17,美人印,465279,27213,11,3,ost《诱他》,92611
18,落火 全一季,164184,10741,10,0,第二集,92245
19,余污 第一季,158545,11228,8,0,第二期,92701
20,初三的六一儿童节 第二季（上）,42088,4093,1,0,预告,93154
21,逐玉 第二季,611706,12612,9,1,小剧场 · 小人偶,92520
22,君有疾否,1255542,30431,66,38,第49集,90896
23,怀火 全一季,119097,8943,12,1,第二集·失控,91418
24,头像是我，不满意？,7745,1118,2,0,花絮1,93085
25,语义错误 第一季,2846092,22964,15,3,Ep.06 CRASH,92155
26,伏特加与曼特宁,89779,7121,8,0,°☆. 第4集 « *,92968
27,重回我爸少年时 第一季,1215072,15768,42,13,第九集,91872
28,不良执念清除师 全一季,937435,8765,9,0,第二集·“帮我”,86818
29,这恋爱一定要谈吗,464685,17326,19,8,第十集,91787
30,如果森林有童话,94404,4555,10,2,第四期-夜别,92601
