排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,最新更新,剧集ID
1,洄天 第一季,19467979,206107,35,2,17085,5191,30.38%,第四期,86815
2,我在无限游戏里封神 第四季,2745736,107435,15,3,5664,2974,52.51%,第三集 · 阴间路,86834
3,一屋暗灯 全一季,1600893,74674,11,0,9494,0,0.00%,花絮01,93038
4,奇洛李维斯回信,43536000,509499,79,23,47146,23980,50.86%,花絮09 ·小花絮又又又又又来了,85974
5,情蛊,34389397,384976,63,44,46432,28515,61.41%,花絮14,86178
6,早春晴朗,31734071,246693,57,24,19791,12990,65.64%,完结FT,72230
7,沉醉不醒,1754466,41377,15,2,2516,866,34.42%,主题曲《高热》· 主役版,86740
8,于是麦麦决定离家出走,4495669,96813,31,18,8041,4846,60.27%,小剧场✦三分钟热度,86179
9,顶级掠食者 第二季,6059915,51256,28,11,4292,3271,76.21%,第十一集,86789
10,一颗苹果,11878251,138242,80,34,10983,4579,41.69%,启动音试听 · 谢青寄,90818
11,初三的六一儿童节,24284027,52189,246,214,5760,4575,79.43%,番外2 小陆的故事（9）,85562
12,反差 全一季,6565216,51392,30,12,3348,1764,52.69%,彩蛋·总裁助理的自我修养,86684
13,天官赐福 第三季,68592460,252459,67,43,31569,25960,82.23%,小剧场·元宵·花灯,82040
14,我在无限游戏里封神 第三季,21311085,202022,91,21,28005,20590,73.52%,破亿纪念单曲·神明所遗落的,81851
15,惹祸精,819254,28081,35,13,1425,719,50.46%,彩蛋小剧场·《连天雪心情记录》,90987
16,天官赐福 第二季,70528101,342622,61,43,37154,33794,90.96%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
17,恩客,886375,15436,32,19,1057,560,52.98%,25·早有退意,91870
18,偷风不偷月 上季,7862813,125065,41,18,10234,5673,55.43%,300w福利·楚识琛（沈若臻）·风月语录,71389
19,天官赐福 第一季,83314822,939686,61,43,67735,36358,53.68%,四千万福利·小剧场·从前有一位名师,52400
20,藏南晚星,17774388,191417,79,42,18951,13881,73.25%,主题曲伴奏·途经,85110
21,放学等我 第一季,50109223,800398,53,18,62380,36302,58.19%,1700W福利·P-特别小剧场「2022.12.2」,64911
22,再世权臣 第三季（上）,2285962,45976,33,9,3220,2405,74.69%,第九集 ·  百岁何欢,86827
23,放学等我 第二季,29456760,426338,42,16,44208,34683,78.45%,番外·恋爱纪念日,68837
24,欢迎进入梦魇直播间 第二季,5555765,41985,24,11,3188,2287,71.74%,第十一集 ♱ 你好，梦魇,90985
25,降水概率百分百,490481,15957,8,0,1131,0,0.00%,˚.⊹ 第二期 ♡₊˚,93005
26,我在无限游戏里封神 第一季,70983338,968102,64,14,76437,42842,56.05%,线下漫展VLOG,52347
27,美人印,504351,27836,12,4,1824,401,21.98%,ost《诱他》,92611
28,偷风不偷月 下季,3402994,60416,35,17,4387,4115,93.80%,100W福利·白噪音,77591
29,太傅他人人喊打 第二季,2438350,37507,21,10,2694,1564,58.05%,第十集,86723
30,吞海 第一季,49814491,515289,54,17,44056,27471,62.35%,原创配乐·破晓,29187
31,魔道祖师 第三季,294672316,1534830,66,56,97630,90054,92.24%,传讯符·忘羡,22602
32,小蘑菇 第二季,49890070,491061,46,33,50317,46823,93.06%,全剧五千万福利,39605
33,我在无限游戏里封神 第二季（下）,19297393,239845,55,14,26457,22515,85.10%,花絮06,76557
34,你的距离,89185065,928305,70,27,78230,56153,71.78%,完结FT·主创版,31552
35,魔道祖师 第一季,257163293,2249697,39,22,96809,64548,66.68%,主创FT<下>,15861
36,将进酒 第一季,104408555,1423018,59,16,78205,53314,68.17%,完结FT,25944
37,吞海 第二季,31416925,261998,56,19,25080,23337,93.05%,新年祝福,67085
38,逐玉 第二季,654345,13196,10,2,427,81,18.97%,第五集 · 诛心,92520
39,吞海 第三季（上）,21702046,208314,38,16,17688,16551,93.57%,OST·04 此地埋名,73221
40,魔道祖师 第二季,169826376,1410016,41,37,88752,81500,91.83%,主役FT（下）,19059
41,某某 第一季,96807599,1696528,43,28,77250,45077,58.35%,伴奏|《梧桐说》,58219
42,重生之将门毒后 第二季,40438283,373905,83,26,49555,33229,67.05%,破亿福利·白噪音·花灯,52293
43,我在无限游戏里封神 第二季（上）,19478782,317253,42,11,32817,28409,86.57%,花絮06,71605
44,小蘑菇 第一季,48952651,906569,33,17,57961,38914,67.14%,白噪音·漫步荒原,29125
45,愚蠢的有钱人,274920,13916,15,3,1092,254,23.26%,【花絮1】,93113
46,吞海 第三季（下）,18620126,184277,51,18,18028,16291,90.36%,破亿纪念•抒情主役版「晓」,76879
47,我喜欢你的信息素 第一季,98505553,1490927,48,21,72465,45241,62.43%,四千万福利,58217
48,将进酒 第二季,71571140,807191,45,22,67081,60980,90.91%,第二季完结FT,30383
49,欢迎进入梦魇直播间 第一季,22797041,187539,62,20,18919,8232,43.51%,完结FT,75856
50,台风眼 第一季,33922751,283949,53,20,20007,12682,63.39%,千万福利·富士山在等一片云,52404
