排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,天官赐福 第四季,8827054,122412,25,4,11225,5519,49.17%,4.51%,新年小剧场《压岁钱》,91718
2,早春晴朗,38845397,299952,57,24,23312,15160,65.03%,5.05%,完结FT,72230
3,奇洛李维斯回信,54513529,573114,98,41,53782,28844,53.63%,5.03%,OST A12 · 暗恋基本法,85974
4,宋玉章 第一季,3551648,44885,20,2,2813,819,29.11%,1.82%,第五折 · 夕饮冰,86589
5,灯花笑 上季,3154475,53731,26,9,8127,1555,19.13%,2.89%,三百万福利·中元节语音,94733
6,你的雪人能活多久 第一季,1286053,54688,24,4,5188,728,14.03%,1.33%,小剧场02 · 喜糖,93787
7,情蛊,41710380,447964,68,49,54471,33730,61.92%,7.53%,4000w福利·山大王,86178
8,伏特加与曼特宁,1786124,64070,23,2,3388,1114,32.88%,1.74%,✦店长来啦！④,92988
9,我在无限游戏里封神 第四季,7897322,144680,56,15,11897,9359,78.67%,6.47%,特别放送 · emoji大挑战,86834
10,一屋暗灯 全一季,12924716,206584,54,14,34593,15914,46.00%,7.70%,主役版主题曲▪未说的,93038
11,天官赐福 第三季,72554954,274298,68,44,34077,28205,82.77%,10.28%,小剧场·元宵·花灯,82040
12,满城衣冠 全一季,2454263,54668,31,8,3307,1343,40.61%,2.46%,花絮⑤ · 说着说着又唱起来了,90878
13,天官赐福 第二季,73922739,362795,61,43,38851,35344,90.97%,9.74%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
14,天官赐福 第一季,87688790,975163,61,43,69067,37217,53.89%,3.82%,四千万福利·小剧场·从前有一位名师,52400
15,囚于永夜,1277980,30176,200,161,2952,896,30.35%,2.97%,番外 少爷的生日7,94916
16,炽火难熄 全一季,340237,20292,14,3,1513,623,41.18%,3.07%,花絮02 · 自带魅魔体质,94917
17,沉浮事,769150,16022,16,5,1735,974,56.14%,6.08%,中元小剧场·百鬼集市,94775
18,我在无限游戏里封神 第三季,24236501,220788,91,21,30402,22670,74.57%,10.27%,破亿纪念单曲·神明所遗落的,81851
19,尾钩,262420,14608,12,1,1381,303,21.94%,2.07%,第08集 · 破约,95503
20,放学等我 第一季,54405985,840651,53,18,61924,35849,57.89%,4.26%,1700W福利·P-特别小剧场「2022.12.2」,64911
21,藏南晚星,20009989,208247,80,43,20986,15556,74.13%,7.47%,七夕小剧场 · 小许老师买菜记,85110
22,放学等我 第二季,31964746,452533,42,16,44393,33890,76.34%,7.49%,番外·恋爱纪念日,68837
23,魔道祖师 第三季,297658152,1547673,66,56,97521,89828,92.11%,5.80%,传讯符·忘羡,22602
24,魔道祖师 第一季,260387081,2284736,39,22,97102,64587,66.51%,2.83%,主创FT<下>,15861
25,江医生 第一季,17150011,238110,49,27,23159,14168,61.18%,5.95%,千万播放福利第四弹·小剧场·猫,81852
26,台风眼 第二季,29939988,163348,50,32,14307,13241,92.55%,8.11%,完结 FT,68664
27,魔道祖师 第二季,171687354,1422848,41,37,88873,81610,91.83%,5.74%,主役FT（下）,19059
28,我在无限游戏里封神 第一季,74917664,1003626,64,14,77732,43534,56.01%,4.34%,线下漫展VLOG,52347
29,触礁,296632,12412,16,5,1307,878,67.18%,7.07%,✰花絮·02✰,95034
30,台风眼 第一季,35982875,308905,53,20,22184,13864,62.50%,4.49%,千万福利·富士山在等一片云,52404
31,我在无限游戏里封神 第二季（下）,21293827,257575,55,14,28269,24158,85.46%,9.38%,花絮06,76557
32,我喜欢你的信息素 第一季,100963280,1520853,48,21,72068,44651,61.96%,2.94%,四千万福利,58217
33,江医生 第二季,8519547,123071,44,36,13787,12831,93.07%,10.43%,主役版·绝对,85256
34,某某 第一季,98828548,1726821,43,28,77072,45054,58.46%,2.61%,伴奏|《梧桐说》,58219
35,降水概率百分百,2005961,28908,41,17,2932,1707,58.22%,5.90%,˚.⊹ 启动音试听 ♡₊˚,93005
36,吞海 第一季,52289813,537211,54,17,45764,28828,62.99%,5.37%,原创配乐·破晓,29187
37,我在无限游戏里封神 第二季（上）,20843047,334618,42,11,34384,29779,86.61%,8.90%,花絮06,71605
38,一颗苹果,13988073,165651,82,35,13725,6073,44.25%,3.67%,完结FT · 谢谢光临,90818
39,我喜欢你的信息素 第二季,76894335,850859,43,26,58993,49770,84.37%,5.85%,国风版·星衍,58218
40,重生之将门毒后 第二季,42564295,386204,83,26,50819,34231,67.36%,8.86%,破亿福利·白噪音·花灯,52293
41,伪装学渣 第一季,103617475,1953701,30,17,80132,47024,58.68%,2.41%,千万福利·“叫妈妈”,58262
42,再世权臣 第三季（下）,933690,26220,21,12,2397,2138,89.19%,8.15%,第十二集 ·  雨后风荷,93437
43,将进酒 第一季,106672198,1447696,59,16,78388,53345,68.05%,3.68%,完结FT,25944
44,沉醉不醒,4197057,57513,50,31,4945,3116,63.01%,5.42%,დ400万福利剧场·桑拿,86740
45,洄天 第一季,28341254,247639,65,14,23541,11381,48.35%,4.60%,完结语音 · 高能量S级监护人的一天,86815
46,某某 第二季,66758473,834591,67,39,68661,51393,74.85%,6.16%,破亿纪念·《正年少》,58220
47,吞海 第二季,33020083,275194,56,19,26403,24606,93.19%,8.94%,新年祝福,67085
48,解瘾,468762,13710,23,4,898,359,39.98%,2.62%,福利音❃奉心,94782
49,小蘑菇 第二季,51967436,505914,51,34,52098,47873,91.89%,9.46%,破亿电话·双人,39605
50,难言之欲,209036,9838,7,2,718,317,44.15%,3.22%,E3,94857
