排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,一屋暗灯 全一季,7943944,164297,36,7,福利彩蛋·三折叠,93038
2,奇洛李维斯回信,48774579,541800,84,27,花絮10 · 破坏队形的花絮来了,85974
3,洄天 第一季,26108742,237010,54,10,第十二期,86815
4,情蛊,38003260,414359,67,48,完结FT·下,86178
5,二哈和他的白猫师尊,163668156,3166960,77,0,第肆季-第十期,20741
6,囚于永夜,4754688,290217,1,0,织音发布会纯享PV · 概念预告,86822
7,放学等我 第一季,52092378,820487,53,18,1700W福利·P-特别小剧场「2022.12.2」,64911
8,小蘑菇 第一季,50035157,919016,33,17,白噪音·漫步荒原,29125
9,早春晴朗,34990418,268229,57,24,完结FT,72230
10,我在无限游戏里封神 第四季,5237823,128238,35,11,第十一集 · 如何拥有五栋楼,86834
11,天官赐福 第一季,85177226,954475,61,43,四千万福利·小剧场·从前有一位名师,52400
12,天官赐福 第四季,5269393,85476,13,0,新年小剧场《压岁钱》,91718
13,魔道祖师 第一季,258609118,2264420,39,22,主创FT<下>,15861
14,我在无限游戏里封神 第一季,72789464,984256,64,14,线下漫展VLOG,52347
15,伪装学渣 第一季,102545517,1935099,30,17,千万福利·“叫妈妈”,58262
16,坠落,10887837,176232,59,22,台风眼S02E17,76041
17,虚拟偶像团综丨《NEW DAYS（一起又出发）》,29051592,111466,95,0,许向安&许向宁生日小剧场·那片山那片海,84529
18,迪奥先生 第一季,79315140,1075865,30,15,王氏破产 铃声,23329
19,奇洛李维斯回信 番外篇,862671,57731,3,2,番外 ·  庆生宴,93420
20,我喜欢你的信息素 第一季,99603151,1504239,48,21,四千万福利,58217
21,放学等我 第二季,30625819,439523,42,16,番外·恋爱纪念日,68837
22,一颗苹果,12963654,150501,80,34,启动音试听 · 谢青寄,90818
23,见春天,12919494,227939,54,8,魏清越书信·02,80533
24,小蘑菇 第二季,51093870,499204,48,34,破亿福利·《风过荒野》主役版,39605
25,台风眼 第一季,34894180,295023,53,20,千万福利·富士山在等一片云,52404
26,某某 第一季,97733182,1710498,43,28,伴奏|《梧桐说》,58219
27,将进酒 第一季,105465465,1434310,59,16,完结FT,25944
28,交易沦陷,28298059,172003,138,99,特别福利·星空沦陷,54171
29,重生之将门毒后 第一季,92862526,828604,82,27,主役reaction·片段03,43922
30,娘娘腔,37340842,708854,31,0,主役听剧Reaction,46640
31,干涸地,1864123,81899,1,0,概念预告,86725
32,于是麦麦决定离家出走,5449688,104847,51,32,花絮11,86179
33,天官赐福 第三季,70429218,261471,67,43,小剧场·元宵·花灯,82040
34,再世权臣 第一季,21279024,255889,79,17,花絮07,71321
35,我在无限游戏里封神 第三季,22700479,210838,91,21,破亿纪念单曲·神明所遗落的,81851
36,入蛊 全一季,518893,17040,13,6,Ⱄⱄᐝ第九回,93646
37,全球高考 第一季（全新版）,21118420,366637,37,11,— 「全季完结FT」—,60289
38,沉醉不醒,3145504,52384,35,17,დ300万福利剧场·小狗,86740
39,藏南晚星,18851764,199141,79,42,主题曲伴奏·途经,85110
40,不二之臣,40774124,848812,16,0,大结局·下,25580
41,针锋对决,37649841,928253,19,0,完结FT  互动问答,19249
42,FOG[电竞] 第一季,70281470,761471,39,14,2000W福利·whisper伴奏抒情版,29122
43,江医生 第一季,16182817,229951,49,27,千万播放福利第四弹·小剧场·猫,81852
44,难哄,146204766,1574464,76,48,破亿福利·纪念FT,38074
45,偷偷藏不住,202260823,2414346,89,54,2亿福利·双人电话语音,34632
46,反差 全一季,7583022,58805,42,19,端午节福利音,86684
47,二哈和他的白猫师尊,15163780,99743,669,603,完结FT,81979
48,魔道祖师 第三季,296052410,1540485,66,56,传讯符·忘羡,22602
49,南方海啸,23692161,168828,102,68,花絮⑤,85492
50,天官赐福 第二季,72079278,350910,61,43,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
51,伏特加与曼特宁,746623,46666,3,0,520小剧场·吻醒,92988
52,吞海 第一季,51000227,525843,54,17,原创配乐·破晓,29187
53,虚拟偶像团综丨《一起再出发》,90741935,251269,179,0,中秋特辑·清道夫,58225
54,判官 第一季,38091523,648657,45,21,听剧reaction,37773
55,我在无限游戏里封神 第二季（下）,20233743,248101,55,14,花絮06,76557
56,这题超纲了 第一季,20556999,490898,44,17,【回放】《这题超纲了》M星直播,41369
57,你的距离,90134452,933738,70,27,完结FT·主创版,31552
58,初三的六一儿童节,27606982,60875,287,255,番外9 跨年夜,85562
59,娑婆,997587,30415,14,6,作者原创小剧场·端午节,93178
60,重生之将门毒后 第二季,41388547,379018,83,26,破亿福利·白噪音·花灯,52293
61,液态欲望 全一季,700113,29112,24,11,番外·谣言,86692
62,虚拟偶像团综丨《LASER出道日》,82658325,676721,89,0,专业小课堂：电子竞技运动与管理专业,28989
63,虚拟偶像团综丨《去世界尽头》,150646,19589,2,0,MANTA端午特辑·“五”福临门,94354
64,虚拟偶像综艺 |《VANITY FAIR（名利场）》,27593779,127026,71,0,梦系列小剧场06·白日,78684
65,愚蠢的有钱人,1236572,26257,82,66,【迷你小剧场：一起学习】,93113
66,我在无限游戏里封神 第二季（上）,20106742,325441,42,11,花絮06,71605
67,偏偏宠爱,17359375,361502,49,13,四百万语音·江忍,52353
68,破云 第一季,58976073,1093521,20,15,圣诞特辑,59047
69,魔道祖师 第二季,170677808,1415722,41,37,主役FT（下）,19059
70,夫人你马甲又掉了 第一季,64631638,1020630,25,0,小剧场3,32574
71,我喜欢你的信息素 第二季,76030549,843334,43,26,国风版·星衍,58218
72,提灯看刺刀 上季,14384272,238905,32,8,花絮·韩楚,77771
73,逐玉 第一季,4446964,72759,43,14,原创配乐 · 凶夜,89245
74,FOG[电竞]第二季,57797696,433211,50,28,破亿特别直播回放,39588
75,谁把谁当真,14674902,773620,4,0,第四期,726
76,失忆后死对头成了我男朋友？,4984261,98573,44,20,花絮·陆云笙,86693
77,君有疾否 第一季,26770973,460635,67,56,苏世誉 ✦ 第一季启动音,34592
78,欢迎进入梦魇直播间 第一季,23404007,192582,62,20,完结FT,75856
79,虚拟偶像综艺丨《险象环声》,82901140,436029,138,0,三千万福利·偶像问答,38165
80,落池,68334543,1346855,15,0,落池·番外,22032
81,恩客,1980095,21104,78,63,小剧场·端午,91870
82,别来无恙 第一季,22899730,451030,48,22,1000W福利•《满心》（合唱版）,37937
83,本能游戏,25500634,105789,221,158,雪地番外 · 04冰冷的家,69569
84,逐玉 第二季,919347,15872,23,10,福利音 · 端午节,92520
85,再世权臣 第三季（下）,382760,19226,11,6,第六集 ·  夫俱往矣,93437
86,顶级掠食者 第二季,7608561,55502,49,18,番外·金龙舟,86789
87,秋燥 第一季,257387,12808,10,1,花絮①,93438
88,有名,22956537,164194,60,32,制作FT,52382
89,旧故新长 全一季,1234068,98552,1,0,织音发布会PV,86778
90,将进酒 第二季,72258059,811275,45,22,第二季完结FT,30383
91,秉性下等,25582777,204414,99,35,两千万福利·时间的情书,64528
92,太傅他人人喊打 第二季,3452011,42486,35,20,小剧场·《苍梧佳期》,86723
93,你就当我死了吧  全一季,12780966,247230,30,0,主役版主题曲（纯享）,76841
94,AWM 第一季,85601079,1251393,43,20,第十四集·烙印,20284
95,燎原,37568243,389410,43,34,FT,63688
96,欲言难止,298868,11485,182,160,欲言难止 第171集 我做了一个很长的梦（完）,93138
97,悬日 上季,11544314,150795,52,18,ଫ苏洄生日福利,88192
98,百万UP学神天天演我 第一季,21796626,291005,73,43,花絮11,61608
99,陈年烈苟 第一季,28560725,225989,62,21,《陈年烈苟》第一季 ✦ 陶淮南启动音,61128
100,台风眼 第二季,29238428,155310,50,32,完结 FT,68664
