排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,一屋暗灯 全一季,8023190,165194,36,7,福利彩蛋·三折叠,93038
2,洄天 第一季,26173466,237283,54,10,第十二期,86815
3,我在无限游戏里封神 第四季,5284211,128518,35,11,第十一集 · 如何拥有五栋楼,86834
4,虚拟偶像团综丨《去世界尽头》,172372,21113,2,0,MANTA端午特辑·“五”福临门,94354
5,谁来言说夜晚 上季,79195,5887,5,0,主题曲·无罪地·伴奏,94321
6,只想和你好好的,136151,5937,7,0,✧ 第二期 ✧,94176
7,沉醉不醒,3163397,52492,35,17,დ300万福利剧场·小狗,86740
8,再世权臣 第三季（下）,393685,19351,12,6,小剧场 · 我与狸奴不出门,93437
9,蜉蝣,479751,20401,18,5,ೀ˖˚ 第七集,93202
10,当你叫醒我,154440,5052,3,0,第一集,94268
11,门生故旧,333925,13542,23,11,★ 16·挑衅,93774
12,愚蠢的有钱人,1256808,26373,83,66,【花絮6】,93113
13,精神科医生神经了,162905,10972,15,0,处方三✫空白（下）,93567
14,奇洛李维斯回信 番外篇,868391,57996,3,2,番外 ·  庆生宴,93420
15,娑婆,1006961,30486,14,6,作者原创小剧场·端午节,93178
16,液态欲望 全一季,707512,29194,24,11,番外·谣言,86692
17,你克制一点 全一季,881649,25474,23,10,花絮④,87343
18,入蛊 全一季,526739,17145,13,6,Ⱄⱄᐝ第九回,93646
19,禁区,498022,12513,84,57,57 脑补,92575
20,全球进化后我站在食物链顶端 第二季（下）,236288,11562,17,11,第二十六集,92775
21,沉浮事,549794,14273,83,72,花絮-贰,92895
22,欲言难止,306443,11685,182,160,欲言难止 第171集 我做了一个很长的梦（完）,93138
23,降水概率百分百,1110233,22658,23,7,端午语音 ♡ 求雨符,93005
24,秋燥 第一季,261042,12863,10,1,花絮①,93438
25,沉入地球,177746,6765,39,21,第33集 · Exit,93569
26,大王万万不可！ 第一季,80152,9218,7,0,端午,94259
27,初三的六一儿童节 第二季（上）,1690384,11558,16,8,第九集 · 花前喜事,93154
28,闭嘴，你这假粉 全一季,2065993,25878,33,20,番外2 · 一日为友，终生为父,87641
29,逆鳞 第一季,200580,11246,11,0,端午节福利音,93750
30,前世物语,20813,2013,11,0,第二期,94086
