排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,9566886,179114,43,9,30023,12059,40.17%,6.73%,花絮07,93038
2,我在无限游戏里封神 第四季,6012136,132948,39,13,9810,7291,74.32%,5.48%,第十三集 · 召唤物,86834
3,洄天 第一季,27043974,241299,61,12,22627,10735,47.44%,4.45%,主题曲「你的方向」· 伴奏,86815
4,奇洛李维斯回信,50194051,549375,86,29,51457,27048,52.56%,4.92%,5000W福利第②弹 · 主役版《共你我》,85974
5,满城衣冠 全一季,1387307,45284,10,0,1987,0,0.00%,0.00%,第2集 · 债,90878
6,情蛊,38797029,421263,67,48,51174,31563,61.68%,7.49%,完结FT·下,86178
7,早春晴朗,35729310,271980,57,24,21906,14391,65.69%,5.29%,完结FT,72230
8,坠落,11279287,180721,59,22,14861,4926,33.15%,2.73%,番外二·新生,76041
9,我在无限游戏里封神 第三季,23073157,213220,91,21,29373,21811,74.26%,10.23%,破亿纪念单曲·神明所遗落的,81851
10,天官赐福 第三季,70857639,263945,67,43,32837,27092,82.50%,10.26%,小剧场·元宵·花灯,82040
11,沉醉不醒,3492389,54196,39,20,4268,2560,59.98%,4.72%,第十四期,86740
12,天官赐福 第二季,72462235,353222,61,43,38057,34627,90.99%,9.80%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
13,天官赐福 第一季,85686907,958668,61,43,68553,36857,53.76%,3.84%,四千万福利·小剧场·从前有一位名师,52400
14,再世权臣 第三季（下）,525893,21231,15,8,1567,1391,88.77%,6.55%,第八集 ·  走投无路,93437
15,放学等我 第一季,52625263,825331,53,18,62988,36255,57.56%,4.39%,1700W福利·P-特别小剧场「2022.12.2」,64911
16,放学等我 第二季,30936220,442792,42,16,44548,34329,77.06%,7.75%,番外·恋爱纪念日,68837
17,绰约,1751849,29883,18,0,1050,0,0.00%,0.00%,律法小贴士·2则,86680
18,默读 第五季,39083543,464705,47,34,46452,40050,86.22%,8.62%,电话,59100
19,小蘑菇 第二季,51361370,500945,51,34,51809,47622,91.92%,9.51%,破亿电话·双人,39605
20,我在无限游戏里封神 第一季,73289785,988893,64,14,77272,43336,56.08%,4.38%,线下漫展VLOG,52347
21,魔道祖师 第三季,296438934,1542147,66,56,97600,89976,92.19%,5.83%,传讯符·忘羡,22602
22,愚蠢的有钱人,1423252,27363,88,71,2353,1294,54.99%,4.73%,【花絮6】,93113
23,魔道祖师 第一季,259030254,2269128,39,22,97121,64645,66.56%,2.85%,主创FT<下>,15861
24,我在无限游戏里封神 第二季（下）,20488059,250385,55,14,27457,23430,85.33%,9.36%,花絮06,76557
25,藏南晚星,19127917,201157,79,42,20220,14948,73.93%,7.43%,主题曲伴奏·途经,85110
26,理想型,541536,10782,24,6,901,361,40.07%,3.35%,鱼羊美谈·第二话,93439
27,一颗苹果,13209456,153409,81,34,12612,5504,43.64%,3.59%,花絮08 · 客官很可以,90818
28,门生故旧,517359,15662,38,26,1511,1096,72.53%,7.00%,☆ 31·疯子,93774
29,魔道祖师 第二季,170920206,1417416,41,37,88884,81608,91.81%,5.76%,主役FT（下）,19059
30,台风眼 第二季,29407941,157232,50,32,13755,12714,92.43%,8.09%,完结 FT,68664
31,小蘑菇 第一季,50313530,922038,33,17,58365,39166,67.11%,4.25%,白噪音·漫步荒原,29125
32,吞海 第一季,51327637,528618,54,17,45084,28307,62.79%,5.35%,原创配乐·破晓,29187
33,台风眼 第一季,35165849,298094,53,20,21201,13360,63.02%,4.48%,千万福利·富士山在等一片云,52404
34,入戏,8576499,90892,80,54,7446,5727,76.91%,6.30%,新春语音,82289
35,默读 第四季,45941743,541744,31,23,42010,40162,95.60%,7.41%,骆一锅的一天,59099
36,我在无限游戏里封神 第二季（上）,20277907,327646,42,11,33728,29201,86.58%,8.91%,花絮06,71605
37,某某 第一季,97977392,1714380,43,28,77538,45189,58.28%,2.64%,伴奏|《梧桐说》,58219
38,秋燥 第一季,353473,14297,13,4,1496,500,33.42%,3.50%,第七集,93438
39,江医生 第一季,16398697,231702,49,27,22506,13661,60.70%,5.90%,千万播放福利第四弹·小剧场·猫,81852
40,我喜欢你的信息素 第一季,99904880,1508092,48,21,72385,45012,62.18%,2.98%,四千万福利,58217
41,默读 第三季,37375767,599857,17,14,35562,33103,93.09%,5.52%,甜甜生日特别篇,59098
42,将进酒 第一季,105755976,1437606,59,16,78342,53363,68.12%,3.71%,完结FT,25944
43,逆鳞 第一季,307966,12938,17,4,1319,542,41.09%,4.19%,第六剑,93750
44,沉浮事,715034,17656,84,72,1301,811,62.34%,4.59%,花絮-叁,92895
45,谁来言说夜晚 上季,480045,11166,24,0,896,0,0.00%,0.00%,第15集,94321
46,吞海 第二季,32410701,270194,56,19,25896,24115,93.12%,8.93%,新年祝福,67085
47,交易沦陷,28791446,174013,138,99,17254,10078,58.41%,5.79%,特别福利·星空沦陷,54171
48,默读 第二季,29317522,607347,16,11,35443,33541,94.63%,5.52%,花絮03,59097
49,吞海 第三季（上）,22421487,215837,38,16,18398,17235,93.68%,7.99%,OST·04 此地埋名,73221
50,娑婆,1147232,31910,16,8,3189,734,23.02%,2.30%,第九集,93178
