排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,最新更新,剧集ID
1,洄天 第一季,19618362,207101,35,2,17202,5343,31.06%,第四期,86815
2,我在无限游戏里封神 第四季,2789885,107993,15,3,5740,3056,53.24%,第三集 · 阴间路,86834
3,一屋暗灯 全一季,1733686,77729,11,0,10187,0,0.00%,花絮01,93038
4,奇洛李维斯回信,43639387,510324,79,23,47220,24028,50.89%,花絮09 ·小花絮又又又又又来了,85974
5,情蛊,34463461,385641,63,44,46548,28578,61.39%,花絮14,86178
6,早春晴朗,31792718,247084,57,24,19826,13015,65.65%,完结FT,72230
7,于是麦麦决定离家出走,4514333,96966,31,18,8072,4867,60.29%,小剧场✦三分钟热度,86179
8,沉醉不醒,1781157,41578,16,3,2537,896,35.32%,小剧场·晚安小酒窝,86740
9,一颗苹果,11908777,138554,80,34,11039,4612,41.78%,启动音试听 · 谢青寄,90818
10,初三的六一儿童节,24358147,52427,247,215,5789,4602,79.50%,番外2 小陆的故事（10）,85562
11,顶级掠食者 第二季,6080088,51352,28,11,4300,3278,76.23%,第十一集,86789
12,反差 全一季,6600503,51607,31,13,3404,1819,53.44%,第十一集·选择坠落,86684
13,天官赐福 第三季,68630162,252640,67,43,31587,25977,82.24%,小剧场·元宵·花灯,82040
14,我在无限游戏里封神 第三季,21338743,202207,91,21,28023,20608,73.54%,破亿纪念单曲·神明所遗落的,81851
15,惹祸精,828272,28213,35,13,1439,729,50.66%,彩蛋小剧场·《连天雪心情记录》,90987
16,恩客,903671,15560,33,20,1139,640,56.19%,26·开点药吃吃,91870
17,天官赐福 第二季,70560093,342811,61,43,37162,33803,90.96%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
18,天官赐福 第一季,83353523,940067,61,43,67760,36359,53.66%,四千万福利·小剧场·从前有一位名师,52400
19,偷风不偷月 上季,7874284,125201,41,18,10242,5678,55.44%,300w福利·楚识琛（沈若臻）·风月语录,71389
20,放学等我 第一季,50159288,801010,53,18,62376,36292,58.18%,1700W福利·P-特别小剧场「2022.12.2」,64911
21,藏南晚星,17794133,191577,79,42,18975,13901,73.26%,主题曲伴奏·途经,85110
22,再世权臣 第三季（上）,2302905,46097,33,9,3241,2428,74.92%,第九集 ·  百岁何欢,86827
23,放学等我 第二季,29484141,426735,42,16,44239,34687,78.41%,番外·恋爱纪念日,68837
24,欢迎进入梦魇直播间 第二季,5579398,42136,24,11,3207,2305,71.87%,第十一集 ♱ 你好，梦魇,90985
25,降水概率百分百,498434,16059,8,0,1147,0,0.00%,˚.⊹ 第二期 ♡₊˚,93005
26,我在无限游戏里封神 第一季,71025404,968506,64,14,76475,42861,56.05%,线下漫展VLOG,52347
27,偷风不偷月 下季,3409588,60500,35,17,4395,4123,93.81%,100W福利·白噪音,77591
28,吞海 第一季,49837735,515539,54,17,44070,27482,62.36%,原创配乐·破晓,29187
29,太傅他人人喊打 第二季,2455295,37626,21,10,2707,1576,58.22%,第十集,86723
30,美人印,508826,27923,12,4,1834,412,22.46%,ost《诱他》,92611
31,魔道祖师 第三季,294701515,1534972,66,56,97619,90043,92.24%,传讯符·忘羡,22602
32,小蘑菇 第二季,49905411,491192,46,33,50319,46823,93.05%,全剧五千万福利,39605
33,你的距离,89204341,928443,70,27,78237,56155,71.78%,完结FT·主创版,31552
34,我在无限游戏里封神 第二季（下）,19315899,240019,55,14,26475,22530,85.10%,花絮06,76557
35,魔道祖师 第一季,257193159,2250046,39,22,96805,64546,66.68%,主创FT<下>,15861
36,吞海 第二季,31432555,262156,56,19,25092,23346,93.04%,新年祝福,67085
37,将进酒 第一季,104426505,1423236,59,16,78185,53313,68.19%,完结FT,25944
38,逐玉 第二季,657609,13255,10,2,427,82,19.20%,第五集 · 诛心,92520
39,吞海 第三季（上）,21712926,208475,38,16,17697,16559,93.57%,OST·04 此地埋名,73221
40,愚蠢的有钱人,288917,14291,16,4,1123,290,25.82%,【花絮1】,93113
41,魔道祖师 第二季,169843738,1410148,41,37,88756,81501,91.83%,主役FT（下）,19059
42,某某 第一季,96828652,1696884,43,28,77238,45077,58.36%,伴奏|《梧桐说》,58219
43,我在无限游戏里封神 第二季（上）,19492525,317442,42,11,32833,28423,86.57%,花絮06,71605
44,重生之将门毒后 第二季,40456720,374007,83,26,49567,33242,67.06%,破亿福利·白噪音·花灯,52293
45,小蘑菇 第一季,48969049,906784,33,17,57964,38920,67.15%,白噪音·漫步荒原,29125
46,吞海 第三季（下）,18631386,184407,51,18,18041,16304,90.37%,破亿纪念•抒情主役版「晓」,76879
47,我喜欢你的信息素 第一季,98530269,1491218,48,21,72463,45230,62.42%,四千万福利,58217
48,欢迎进入梦魇直播间 第一季,22812270,187674,62,20,18933,8238,43.51%,完结FT,75856
49,将进酒 第二季,71582733,807292,45,22,67088,60985,90.90%,第二季完结FT,30383
50,台风眼 第一季,33941016,284195,53,20,20038,12697,63.36%,千万福利·富士山在等一片云,52404
