排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,天官赐福 第四季,7637622,112124,20,1,9929,3830,38.57%,3.42%,第一集·立天地神人破铜炉,91718
2,奇洛李维斯回信,53646674,568687,98,41,53371,28502,53.40%,5.01%,OST A12 · 暗恋基本法,85974
3,灯花笑 上季,2495807,48570,19,5,7556,1043,13.80%,2.15%,第9集,94733
4,一屋暗灯 全一季,12468653,203032,53,13,34171,15490,45.33%,7.63%,福利彩蛋·看星星,93038
5,满城衣冠 全一季,2220566,53204,27,6,3129,1177,37.62%,2.21%,第8集 · 暗涌,90878
6,我在无限游戏里封神 第四季,7639949,142884,56,15,11624,9083,78.14%,6.36%,特别放送 · emoji大挑战,86834
7,情蛊,41052345,442485,68,49,53698,33175,61.78%,7.50%,4000w福利·山大王,86178
8,你的雪人能活多久 第一季,960526,50238,16,0,4535,0,0.00%,0.00%,小剧场01 · 雪人便当,93787
9,宋玉章 第一季,2906305,43311,16,0,2368,0,0.00%,0.00%,第三折 ·  啼笑因缘,86589
10,伏特加与曼特宁,1493398,61268,17,0,2673,0,0.00%,0.00%,✦店长来啦！②,92988
11,囚于永夜,917802,25050,200,161,2254,624,27.68%,2.49%,温然生日小剧场,94916
12,炽火难熄 全一季,268288,18783,11,2,1379,492,35.68%,2.62%,第四集 ·“哥哥”,94917
13,天官赐福 第三季,72098515,271672,68,44,33725,27871,82.64%,10.26%,小剧场·元宵·花灯,82040
14,天官赐福 第二季,73525772,360213,61,43,38607,35118,90.96%,9.75%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
15,天官赐福 第一季,87164678,971129,61,43,68891,37079,53.82%,3.82%,四千万福利·小剧场·从前有一位名师,52400
16,沉浮事,517088,14063,12,1,1503,689,45.84%,4.90%,浊世篇·第三集,94775
17,我在无限游戏里封神 第三季,24011926,219441,91,21,30212,22521,74.54%,10.26%,破亿纪念单曲·神明所遗落的,81851
18,我在无限游戏里封神 第一季,74609721,1001092,64,14,77674,43482,55.98%,4.34%,线下漫展VLOG,52347
19,早春晴朗,37064168,278243,57,24,22518,14759,65.54%,5.30%,完结FT,72230
20,放学等我 第一季,53973091,836923,53,18,62367,36017,57.75%,4.30%,1700W福利·P-特别小剧场「2022.12.2」,64911
21,放学等我 第二季,31718656,450149,42,16,44418,34003,76.55%,7.55%,番外·恋爱纪念日,68837
22,魔道祖师 第三季,297363262,1546388,66,56,97505,89835,92.13%,5.81%,传讯符·忘羡,22602
23,我在无限游戏里封神 第二季（下）,21139421,256326,55,14,28085,23987,85.41%,9.36%,花絮06,76557
24,魔道祖师 第一季,260082969,2281536,39,22,97126,64637,66.55%,2.83%,主创FT<下>,15861
25,台风眼 第二季,29803945,161972,50,32,14168,13107,92.51%,8.09%,完结 FT,68664
26,江医生 第一季,16983650,236847,49,27,23014,14058,61.08%,5.94%,千万播放福利第四弹·小剧场·猫,81852
27,绰约,2111969,32081,36,6,1480,547,36.96%,1.71%,律法小贴士·8则,86680
28,藏南晚星,19756978,206333,79,42,20759,15369,74.04%,7.45%,主题曲伴奏·途经,85110
29,台风眼 第一季,35803729,306552,53,20,21964,13749,62.60%,4.49%,千万福利·富士山在等一片云,52404
30,魔道祖师 第二季,171506890,1421546,41,37,88868,81601,91.82%,5.74%,主役FT（下）,19059
31,我喜欢你的信息素 第一季,100727961,1518507,48,21,72048,44654,61.98%,2.94%,四千万福利,58217
32,我在无限游戏里封神 第二季（上）,20730714,333382,42,11,34246,29651,86.58%,8.89%,花絮06,71605
33,解瘾,361450,12986,20,3,833,288,34.57%,2.22%,第五集,94782
34,一颗苹果,13840511,163841,82,35,13524,5976,44.19%,3.65%,完结FT · 谢谢光临,90818
35,降水概率百分百,1852160,28176,35,15,2784,1589,57.08%,5.64%,˚.⊹ 第十八期 ♡₊˚,93005
36,再世权臣 第三季（下）,886890,25513,21,12,2317,2062,88.99%,8.08%,第十二集 ·  雨后风荷,93437
37,沉醉不醒,4086409,57096,48,29,4837,3031,62.66%,5.31%,番外·墨源·下,86740
38,触礁,174427,10643,12,3,1071,637,59.48%,5.99%,✰花絮·01✰,95034
39,嫁给一个死太监 第一季,3880823,77965,34,12,4639,2587,55.77%,3.32%,新春福利音,66726
40,搭界 第一季,397849,15696,20,7,1578,813,51.52%,5.18%,花絮03,94617
41,某某 第一季,98634247,1724397,43,28,77205,45098,58.41%,2.62%,伴奏|《梧桐说》,58219
42,吞海 第一季,52074798,535499,54,17,45633,28709,62.91%,5.36%,原创配乐·破晓,29187
43,江医生 第二季,8408678,122245,44,36,13670,12715,93.01%,10.40%,主役版·绝对,85256
44,洄天 第一季,28169343,246630,65,14,23399,11307,48.32%,4.58%,完结语音 · 高能量S级监护人的一天,86815
45,重生之将门毒后 第二季,42358891,385050,83,26,50692,34119,67.31%,8.86%,破亿福利·白噪音·花灯,52293
46,小蘑菇 第二季,51846800,505045,51,34,52017,47795,91.88%,9.46%,破亿电话·双人,39605
47,我喜欢你的信息素 第二季,76738051,849573,43,26,58997,49810,84.43%,5.86%,国风版·星衍,58218
48,谁来言说夜晚 上季,1299234,15031,73,37,1623,878,54.10%,5.84%,第54集,94321
49,伪装学渣 第一季,103433321,1951231,30,17,80124,46988,58.64%,2.41%,千万福利·“叫妈妈”,58262
50,将进酒 第一季,106466172,1445763,59,16,78381,53345,68.06%,3.69%,完结FT,25944
