排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,最新更新,剧集ID
1,洄天 第一季,20310988,211132,37,3,17769,5921,33.32%,第五期,86815
2,我在无限游戏里封神 第四季,2983227,110299,19,4,5985,3304,55.20%,第四集 · 生魂,86834
3,一屋暗灯 全一季,2319762,88367,14,0,12474,0,0.00%,五一彩蛋,93038
4,奇洛李维斯回信,44101601,513451,79,23,47503,24215,50.98%,花絮09 ·小花絮又又又又又来了,85974
5,情蛊,34818765,388751,64,45,46959,28844,61.42%,番外·如果,86178
6,早春晴朗,32059192,248601,57,24,19982,13119,65.65%,完结FT,72230
7,沉醉不醒,1909511,42466,19,5,2760,1159,41.99%,五一迷你剧场,86740
8,于是麦麦决定离家出走,4608821,97621,33,20,8166,4943,60.53%,婚礼OST♪麦麦的婚礼进行曲,86179
9,一颗苹果,12030499,139802,80,34,11167,4693,42.03%,启动音试听 · 谢青寄,90818
10,初三的六一儿童节,24732355,53563,253,221,5893,4705,79.84%,番外2 小陆的故事（16）,85562
11,天官赐福 第三季,68795394,253415,67,43,31685,26055,82.23%,小剧场·元宵·花灯,82040
12,反差 全一季,6680611,52439,31,13,3477,1886,54.24%,第十一集·选择坠落,86684
13,我在无限游戏里封神 第三季,21467884,203031,91,21,28112,20683,73.57%,破亿纪念单曲·神明所遗落的,81851
14,恩客,983599,15977,38,25,1219,724,59.39%,31·拉扯不清,91870
15,顶级掠食者 第二季,6247853,51865,30,12,4387,3367,76.75%,第十二集,86789
16,惹祸精,893719,28949,37,14,1530,807,52.75%,小剧场④《不能碰》,90987
17,降水概率百分百,554765,16876,10,0,1255,0,0.00%,˚.⊹ 第三期 ♡₊˚,93005
18,放学等我 第一季,50333896,802913,53,18,62522,36291,58.05%,1700W福利·P-特别小剧场「2022.12.2」,64911
19,天官赐福 第二季,70717865,343495,61,43,37210,33845,90.96%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
20,藏南晚星,17893900,192353,79,42,19065,13985,73.35%,主题曲伴奏·途经,85110
21,天官赐福 第一季,83514838,941318,61,43,67836,36401,53.66%,四千万福利·小剧场·从前有一位名师,52400
22,放学等我 第二季,29585010,427976,42,16,44310,34707,78.33%,番外·恋爱纪念日,68837
23,再世权臣 第三季（上）,2392022,46591,34,10,3327,2521,75.77%,第十集 ·  再度启程,86827
24,偷风不偷月 上季,7928821,125777,41,18,10286,5713,55.54%,300w福利·楚识琛（沈若臻）·风月语录,71389
25,我在无限游戏里封神 第一季,71194079,970069,64,14,76539,42886,56.03%,线下漫展VLOG,52347
26,愚蠢的有钱人,365269,15728,23,10,1237,403,32.58%,【读诗】,93113
27,欢迎进入梦魇直播间 第二季,5734962,42732,27,11,3277,2353,71.80%,《走远科学》⑤ · 「平安疗养院」深夜恶鬼,90985
28,吞海 第一季,49943332,516352,54,17,44137,27526,62.36%,原创配乐·破晓,29187
29,初三的六一儿童节 第二季（上）,208972,7205,4,1,557,207,37.16%,第二集 · 监狱风云,93154
30,太傅他人人喊打 第二季,2542998,38155,23,11,2777,1655,59.60%,第十一集,86723
31,偷风不偷月 下季,3442191,60948,35,17,4429,4157,93.86%,100W福利·白噪音,77591
32,魔道祖师 第三季,294828269,1535501,66,56,97631,90048,92.23%,传讯符·忘羡,22602
33,我在无限游戏里封神 第二季（下）,19401065,240797,55,14,26539,22588,85.11%,花絮06,76557
34,你的距离,89296019,928945,70,27,78263,56173,71.77%,完结FT·主创版,31552
35,小蘑菇 第二季,49981317,491775,46,33,50343,46845,93.05%,全剧五千万福利,39605
36,魔道祖师 第一季,257320605,2251208,39,22,96852,64570,66.67%,主创FT<下>,15861
37,吞海 第二季,31503379,262697,56,19,25146,23402,93.06%,新年祝福,67085
38,吞海 第三季（上）,21765096,209015,38,16,17749,16608,93.57%,OST·04 此地埋名,73221
39,将进酒 第一季,104519275,1424210,59,16,78190,53308,68.18%,完结FT,25944
40,美人印,530893,28319,13,5,1870,449,24.01%,第六集,92611
41,我在无限游戏里封神 第二季（上）,19551156,318240,42,11,32895,28477,86.57%,花絮06,71605
42,魔道祖师 第二季,169921294,1410694,41,37,88775,81518,91.83%,主役FT（下）,19059
43,某某 第一季,96906213,1698013,43,28,77286,45100,58.35%,伴奏|《梧桐说》,58219
44,逐玉 第二季,684916,13624,13,3,437,92,21.05%,五一劳动节 · 谢征,92520
45,吞海 第三季（下）,18686760,184951,51,18,18091,16355,90.40%,破亿纪念•抒情主役版「晓」,76879
46,初三的六一儿童节 第一季,11141819,55436,53,16,3212,1542,48.01%,新年♥快乐,85497
47,小蘑菇 第一季,49045662,907746,33,17,58005,38949,67.15%,白噪音·漫步荒原,29125
48,我喜欢你的信息素 第一季,98619754,1492295,48,21,72425,45192,62.40%,四千万福利,58217
49,交易沦陷,26370797,162489,138,99,16184,9429,58.26%,特别福利·星空沦陷,54171
50,重生之将门毒后 第二季,40541114,374476,83,26,49594,33258,67.06%,破亿福利·白噪音·花灯,52293
