排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,11799528,197223,52,13,33287,14739,44.28%,7.47%,番外二,93038
2,我在无限游戏里封神 第四季,7225753,140030,56,15,11152,8637,77.45%,6.17%,特别放送 · emoji大挑战,86834
3,奇洛李维斯回信,52412845,561751,98,41,52556,27912,53.11%,4.97%,OST A12 · 暗恋基本法,85974
4,满城衣冠 全一季,1888261,50469,19,4,2814,804,28.57%,1.59%,第6集 · 出将,90878
5,情蛊,40095165,434135,67,48,52663,32459,61.64%,7.48%,完结FT·下,86178
6,灯花笑 上季,1602862,40291,13,0,6640,0,0.00%,0.00%,起床铃·裴云暎,94733
7,宋玉章 第一季,1977938,37168,14,0,1614,0,0.00%,0.00%,主题曲 · 不照我 · 伴奏,86589
8,洄天 第一季,27901972,245275,65,14,23238,11206,48.22%,4.57%,完结语音 · 高能量S级监护人的一天,86815
9,天官赐福 第三季,71562315,268683,67,43,33307,27504,82.58%,10.24%,小剧场·元宵·花灯,82040
10,我在无限游戏里封神 第三季,23677339,217412,91,21,29951,22294,74.43%,10.25%,破亿纪念单曲·神明所遗落的,81851
11,天官赐福 第二季,73084856,357390,61,43,38414,34936,90.95%,9.78%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
12,天官赐福 第一季,86594812,966286,61,43,68738,36967,53.78%,3.83%,四千万福利·小剧场·从前有一位名师,52400
13,绰约,1976925,31486,29,4,1367,425,31.09%,1.35%,第六集·约会,86680
14,一颗苹果,13643445,161408,82,35,13225,5827,44.06%,3.61%,完结FT · 谢谢光临,90818
15,囚于永夜,436672,16494,199,161,1131,287,25.38%,1.74%,番外 少爷的生日7,94916
16,搭界 第一季,305362,14454,14,3,1443,646,44.77%,4.47%,花絮 02,94617
17,理想型,1142917,15891,55,33,1402,838,59.77%,5.27%,44·喜欢和咳嗽,93439
18,我在无限游戏里封神 第一季,74155214,997037,64,14,77525,43421,56.01%,4.36%,线下漫展VLOG,52347
19,早春晴朗,36554991,275873,57,24,22288,14624,65.61%,5.30%,完结FT,72230
20,伏特加与曼特宁,995100,55443,7,0,1800,0,0.00%,0.00%,倒计时③ ·柏青临,92988
21,放学等我 第一季,53444909,832648,53,18,62656,36082,57.59%,4.33%,1700W福利·P-特别小剧场「2022.12.2」,64911
22,炽火难熄 全一季,139088,15153,8,0,939,0,0.00%,0.00%,第二集 · 再遇,94917
23,放学等我 第二季,31415496,447440,42,16,44500,34163,76.77%,7.64%,番外·恋爱纪念日,68837
24,你的雪人能活多久 第一季,349198,36591,8,0,2750,0,0.00%,0.00%,倒计时3天,93787
25,我在无限游戏里封神 第二季（下）,20912905,254403,55,14,27857,23786,85.39%,9.35%,花絮06,76557
26,谁来言说夜晚 上季,921378,13796,48,22,1374,629,45.78%,4.56%,第39集,94321
27,魔道祖师 第三季,297016690,1544825,66,56,97540,89889,92.16%,5.82%,传讯符·忘羡,22602
28,再世权臣 第三季（下）,797403,24422,21,12,2175,1929,88.69%,7.90%,第十二集 ·  雨后风荷,93437
29,魔道祖师 第一季,259689144,2277147,39,22,97144,64660,66.56%,2.84%,主创FT<下>,15861
30,台风眼 第二季,29649965,160207,50,32,14021,12965,92.47%,8.09%,完结 FT,68664
31,藏南晚星,19524360,204275,79,42,20540,15210,74.05%,7.45%,主题曲伴奏·途经,85110
32,台风眼 第一季,35574548,303527,53,20,21678,13603,62.75%,4.48%,千万福利·富士山在等一片云,52404
33,我在无限游戏里封神 第二季（上）,20569285,331548,42,11,34067,29498,86.59%,8.90%,花絮06,71605
34,沉醉不醒,3860648,55853,43,24,4639,2881,62.10%,5.16%,番外·老友,86740
35,魔道祖师 第二季,171284386,1419989,41,37,88847,81581,91.82%,5.75%,主役FT（下）,19059
36,清白之年,266072,11399,10,0,857,0,0.00%,0.00%,第二集·在我透明的忧伤中,94838
37,小蘑菇 第二季,51681878,503792,51,34,51938,47725,91.89%,9.47%,破亿电话·双人,39605
38,小蘑菇 第一季,50691203,927658,33,17,58448,39228,67.12%,4.23%,白噪音·漫步荒原,29125
39,江医生 第一季,16756780,234881,49,27,22811,13897,60.92%,5.92%,千万播放福利第四弹·小剧场·猫,81852
40,吞海 第一季,51806733,533119,54,17,45420,28561,62.88%,5.36%,原创配乐·破晓,29187
41,某某 第一季,98386391,1720789,43,28,77436,45109,58.25%,2.62%,伴奏|《梧桐说》,58219
42,我喜欢你的信息素 第一季,100426316,1514921,48,21,72127,44733,62.02%,2.95%,四千万福利,58217
43,默读 第五季,39198363,466190,47,34,46512,40108,86.23%,8.60%,电话,59100
44,合笼蛊,314092,8534,12,2,567,153,26.98%,1.79%,第四集·落泪,94418
45,娑婆,1477250,35405,21,12,3476,940,27.04%,2.65%,第十二集,93178
46,嫁给一个死太监 第一季,3758122,75692,34,12,4409,2436,55.25%,3.22%,新春福利音,66726
47,解瘾,231254,11764,13,0,628,0,0.00%,0.00%,花絮2❃听说谢少爷请客吃饭,94782
48,于是麦麦决定离家出走,5869354,111281,52,32,10006,6110,61.06%,5.49%,启动音试听,86179
49,将进酒 第一季,106211635,1442960,59,16,78352,53334,68.07%,3.70%,完结FT,25944
50,降水概率百分百,1643516,26719,33,13,2540,1360,53.54%,5.09%,˚.⊹ 第十六期 ♡₊˚,93005
