排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,7091813,154909,33,6,26171,9392,35.89%,6.06%,第八集,93038
2,洄天 第一季,25450814,234312,52,9,21579,9834,45.57%,4.20%,第十一期,86815
3,我在无限游戏里封神 第四季,4824063,125336,31,10,8457,5918,69.98%,4.72%,第十集 · 拉塞尔公墓,86834
4,奇洛李维斯回信,48061027,537352,83,27,50172,26127,52.07%,4.86%,回信广播剧主创FT（上）,85974
5,早春晴朗,34580235,265755,57,24,21350,13994,65.55%,5.27%,完结FT,72230
6,再世权臣 第三季（下）,323621,18116,10,5,1168,995,85.19%,5.49%,第五集 ·  烈火真金,93437
7,情蛊,37572571,410758,67,48,49924,30824,61.74%,7.50%,完结FT·下,86178
8,沉醉不醒,2946895,51230,31,13,3893,2251,57.82%,4.39%,第十一期,86740
9,小蘑菇 第二季,50946204,498171,48,34,51551,47420,91.99%,9.52%,破亿福利·《风过荒野》主役版,39605
10,天官赐福 第三季,70211766,260199,67,43,32421,26711,82.39%,10.27%,小剧场·元宵·花灯,82040
11,娑婆,877565,29347,11,4,2954,570,19.30%,1.94%,第六集,93178
12,我在无限游戏里封神 第三季,22500170,209472,91,21,28884,21375,74.00%,10.20%,破亿纪念单曲·神明所遗落的,81851
13,小蘑菇 第一季,49871481,917352,33,17,58234,39084,67.12%,4.26%,白噪音·漫步荒原,29125
14,反差 全一季,7495543,58355,41,19,4410,2730,61.90%,4.68%,小剧场·家人的爱,86684
15,天官赐福 第二季,71900479,349729,61,43,37789,34382,90.98%,9.83%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
16,天官赐福 第一季,84913355,952240,61,43,68368,36707,53.69%,3.85%,四千万福利·小剧场·从前有一位名师,52400
17,放学等我 第一季,51810210,817769,53,18,62931,36328,57.73%,4.44%,1700W福利·P-特别小剧场「2022.12.2」,64911
18,放学等我 第二季,30458012,437766,42,16,44446,34456,77.52%,7.87%,番外·恋爱纪念日,68837
19,我在无限游戏里封神 第一季,72516466,981790,64,14,76978,43203,56.12%,4.40%,线下漫展VLOG,52347
20,藏南晚星,18713913,198199,79,42,19839,14633,73.76%,7.38%,主题曲伴奏·途经,85110
21,愚蠢的有钱人,1030711,24064,72,57,2019,1045,51.76%,4.34%,【花絮5】,93113
22,于是麦麦决定离家出走,5354312,104119,49,31,9182,5623,61.24%,5.40%,花絮10,86179
23,顶级掠食者 第二季,7499491,55170,48,17,5210,4209,80.79%,7.63%,OST·11永恒的吻,86789
24,初三的六一儿童节,27346362,60254,287,255,6822,5566,81.59%,9.24%,番外9 跨年夜,85562
25,吞海 第一季,50849357,524472,54,17,44800,28078,62.67%,5.35%,原创配乐·破晓,29187
26,交易沦陷,28041575,170831,138,99,16939,9890,58.39%,5.79%,特别福利·星空沦陷,54171
27,我在无限游戏里封神 第二季（下）,20095684,246851,55,14,27128,23134,85.28%,9.37%,花絮06,76557
28,太傅他人人喊打 第二季,3353369,42002,34,19,3461,2387,68.97%,5.68%,番外2·《凭栏村篇》,86723
29,一颗苹果,12833139,148797,80,34,12155,5274,43.39%,3.54%,启动音试听 · 谢青寄,90818
30,魔道祖师 第三季,295860709,1539658,66,56,97548,89938,92.20%,5.84%,传讯符·忘羡,22602
31,魔道祖师 第一季,258394515,2261962,39,22,96965,64558,66.58%,2.85%,主创FT<下>,15861
32,燎原,37495964,388810,43,34,39123,29783,76.13%,7.66%,FT,63688
33,将进酒 第一季,105314229,1432592,59,16,78293,53367,68.16%,3.73%,完结FT,25944
34,吞海 第二季,32107211,267634,56,19,25677,23907,93.11%,8.93%,新年祝福,67085
35,某某 第一季,97600082,1708266,43,28,77457,45143,58.28%,2.64%,伴奏|《梧桐说》,58219
36,我在无限游戏里封神 第二季（上）,20013883,324251,42,11,33402,28928,86.61%,8.92%,花絮06,71605
37,陈年烈苟 第二季,15880783,123946,57,31,14020,13218,94.28%,10.66%,520限定 ✦ 主役版主题曲 《世界在他心头亮遍了角落》,73251
38,魔道祖师 第二季,170554188,1414864,41,37,88815,81546,91.82%,5.76%,主役FT（下）,19059
39,台风眼 第二季,29138847,154269,50,32,13531,12497,92.36%,8.10%,完结 FT,68664
40,我喜欢你的信息素 第一季,99438905,1502138,48,21,72363,45052,62.26%,3.00%,四千万福利,58217
41,吞海 第三季（上）,22204058,213522,38,16,18214,17058,93.65%,7.99%,OST·04 此地埋名,73221
42,台风眼 第一季,34751131,293275,53,20,20791,13140,63.20%,4.48%,千万福利·富士山在等一片云,52404
43,陈年烈苟 第一季,28472576,225152,62,21,20851,14286,68.51%,6.35%,《陈年烈苟》第一季 ✦ 陶淮南启动音,61128
44,偷风不偷月 上季,8342742,130156,41,18,10554,5912,56.02%,4.54%,300w福利·楚识琛（沈若臻）·风月语录,71389
45,失忆后死对头成了我男朋友？,4916618,97817,44,20,6449,4349,67.44%,4.45%,花絮·陆云笙,86693
46,江医生 第一季,16061727,228918,49,27,22269,13446,60.38%,5.87%,千万播放福利第四弹·小剧场·猫,81852
47,吞海 第三季（下）,19171890,189586,51,18,18673,16919,90.61%,8.92%,破亿纪念•抒情主役版「晓」,76879
48,伪装学渣 第一季,102416167,1932574,30,17,79841,46889,58.73%,2.43%,千万福利·“叫妈妈”,58262
49,秋燥 第一季,207840,12036,8,0,1169,0,0.00%,0.00%,小剧场 · 第一聚,93438
50,将进酒 第二季,72164236,810694,45,22,67308,61175,90.89%,7.55%,第二季完结FT,30383
