排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,天官赐福 第四季,8224119,118193,22,3,第二集·明明如昨好风送我,91718
2,虚拟偶像团综丨《去世界尽头》,5157054,51840,42,0,第六期·悬崖咖啡,94354
3,灯花笑 上季,2805554,51132,21,6,盛京杂谈·贰,94733
4,宋玉章 第一季,3229388,44197,19,1,主题曲 · 玉堂春· 伴奏,86589
5,伏特加与曼特宁,1630366,62752,20,1,✦店长来啦！③,92988
6,满城衣冠 全一季,2345172,53880,30,8,第9集 · 正义,90878
7,囚于永夜,1115083,28366,200,161,温然生日小剧场,94916
8,炽火难熄 全一季,307837,19782,13,3,第五集 · 生日快乐,94917
9,搭界 第一季,426880,16067,22,9,第七集,94617
10,尾钩,61961,8573,4,0,倒计时1天,95503
11,恒星时刻 第一季,339267,49038,1,0,歌曲《狮心》（Live）,94789
12,绰约,2159986,32340,37,7,第九集·把你赔给我,86680
13,放学后别来我办公室 全一季,542191,18062,11,0,概念曲＜青阳＞伴奏,86868
14,赤霞珠,251829,11496,28,19,七夕福利音·poem·唐渡,95114
15,谁来言说夜晚 上季,1458471,15512,80,43,第60集,94321
16,叛臣,206011,11396,20,8,播放福利 · 20万,94684
17,沉浮事,640054,15040,14,3,七夕小剧场·红线,94775
18,清白之年,432491,13365,18,0,花絮01,94838
19,嫡谋·第一季,349140,9239,15,6,七夕限定·小剧场,94462
20,大王万万不可！ 第一季,356248,14690,24,7,第十集·各有所图,94259
21,合笼蛊,452069,9246,18,5,第七集·阴蛊,94418
22,触礁,232511,11678,13,3,七夕福利音,95034
23,茱丽叶塔 全一季,52032,5280,14,1,「第四集」“与众不同的小苗”,95106
24,守寡后我重生了 第二季,71380,3117,9,1,七夕福利音· 陈敬宗,95212
25,是心跳说谎 全一季,6873,1493,1,0,节日福利-七夕,95516
26,我花开后百花杀 第一季,102268,4209,8,0,第二集 · 暗香识,94893
27,金陵春 第一季,159796,6009,13,3,小剧场1,94497
28,当你叫醒我,1091819,17468,14,0,回响主题曲《当你叫醒我》,94268
29,错登科  第一季,105303,4754,11,4,七夕番外,94787
30,解瘾,409797,13289,21,3,福利音❃七夕,94782
