排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,洄天 第一季,20611791,212886,37,3,第五期,86815
2,一屋暗灯 全一季,2607577,93395,14,0,五一彩蛋,93038
3,奇洛李维斯回信,44316222,515173,79,23,花絮09 ·小花絮又又又又又来了,85974
4,情蛊,35015781,390402,65,46,花絮15,86178
5,二哈和他的白猫师尊,161491991,3148893,76,0,第肆季-第九期,20741
6,囚于永夜,4344561,267531,1,0,织音发布会纯享PV · 概念预告,86822
7,放学等我 第一季,50440431,804168,53,18,1700W福利·P-特别小剧场「2022.12.2」,64911
8,我在无限游戏里封神 第四季,3094700,111397,19,4,第四集 · 生魂,86834
9,一颗苹果,12087960,140467,80,34,启动音试听 · 谢青寄,90818
10,早春晴朗,32154326,249287,57,24,完结FT,72230
11,见春天,12402495,221698,54,8,魏清越书信·02,80533
12,我在无限游戏里封神 第一季,71277525,970915,64,14,线下漫展VLOG,52347
13,天官赐福 第一季,83583040,942010,61,43,四千万福利·小剧场·从前有一位名师,52400
14,虚拟偶像团综丨《NEW DAYS（一起又出发）》,26370127,108033,94,0,《Break of day》幕后花絮·戏里戏外,84529
15,魔道祖师 第一季,257379300,2251947,39,22,主创FT<下>,15861
16,伏特加与曼特宁,503442,36430,2,0,五一迷你剧场,92988
17,于是麦麦决定离家出走,4644708,97958,33,20,婚礼OST♪麦麦的婚礼进行曲,86179
18,天官赐福 第四季,4380416,71276,10,0,新年小剧场《压岁钱》,91718
19,放学等我 第二季,29637880,428779,42,16,番外·恋爱纪念日,68837
20,我喜欢你的信息素 第一季,98669209,1492937,48,21,四千万福利,58217
21,再世权臣 第一季,20655985,251032,79,17,花絮07,71321
22,伪装学渣 第一季,101838663,1921478,30,17,千万福利·“叫妈妈”,58262
23,干涸地,1735353,73206,1,0,概念预告,86725
24,重生之将门毒后 第一季,91443008,820767,82,27,主役reaction·片段03,43922
25,娘娘腔,36388823,697400,31,0,主役听剧Reaction,46640
26,将进酒 第一季,104554638,1424714,59,16,完结FT,25944
27,小蘑菇 第一季,49077588,908226,33,17,白噪音·漫步荒原,29125
28,某某 第一季,96950306,1698803,43,28,伴奏|《梧桐说》,58219
29,天官赐福 第三季,68860025,253852,67,43,小剧场·元宵·花灯,82040
30,逐玉 第一季,4250736,71251,43,14,原创配乐 · 凶夜,89245
31,台风眼 第一季,34065237,285814,53,20,千万福利·富士山在等一片云,52404
32,全球高考 第一季（全新版）,20503816,359170,37,11,— 「全季完结FT」—,60289
33,我在无限游戏里封神 第三季,21523426,203467,91,21,破亿纪念单曲·神明所遗落的,81851
34,初三的六一儿童节,24878721,54101,257,225,番外2 小陆的故事（20）,85562
35,交易沦陷,26446103,162892,138,99,特别福利·星空沦陷,54171
36,沉醉不醒,1942455,42705,19,5,五一迷你剧场,86740
37,二哈和他的白猫师尊,14237280,95461,669,603,完结FT,81979
38,藏南晚星,17930570,192705,79,42,主题曲伴奏·途经,85110
39,难哄,145355466,1569737,76,48,破亿福利·纪念FT,38074
40,你的距离,89331717,929209,70,27,完结FT·主创版,31552
41,反差 全一季,6721932,52693,32,14,第十二集·接住你了,86684
42,针锋对决,37203826,920019,19,0,完结FT  互动问答,19249
43,坠落,10003078,165073,59,22,台风眼S02E17,76041
44,南方海啸,22439497,164173,102,68,花絮⑤,85492
45,FOG[电竞] 第一季,69462306,756373,39,14,2000W福利·whisper伴奏抒情版,29122
46,魔道祖师 第三季,294878055,1535790,66,56,传讯符·忘羡,22602
47,偷偷藏不住,201460703,2410788,89,54,2亿福利·双人电话语音,34632
48,顶级掠食者 第二季,6299903,52036,30,12,第十二集,86789
49,液态欲望 全一季,240544,19461,6,0,EP01,86692
50,吞海 第一季,49986992,516804,54,17,原创配乐·破晓,29187
51,天官赐福 第二季,70775528,343927,61,43,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
52,不二之臣,40335957,843741,16,0,大结局·下,25580
53,我在无限游戏里封神 第二季（下）,19437124,241225,55,14,花絮06,76557
54,逐玉 第二季,692321,13736,13,3,五一劳动节 · 谢征,92520
55,判官 第一季,37568946,643489,45,21,听剧reaction,37773
56,这题超纲了 第一季,20122083,484502,44,17,【回放】《这题超纲了》M星直播,41369
57,虚拟偶像团综丨《一起再出发》,89151199,249050,179,0,中秋特辑·清道夫,58225
58,欢迎进入梦魇直播间 第二季,5790288,43023,28,11,《今日没说法》⑤ ·「不平安疗养院」,90985
59,愚蠢的有钱人,387331,15968,25,12,【读诗】,93113
60,重生之将门毒后 第二季,40578446,374715,83,26,破亿福利·白噪音·花灯,52293
61,破云 第一季,58598858,1085400,20,15,圣诞特辑,59047
62,虚拟偶像团综丨《LASER出道日》,81906569,673622,89,0,专业小课堂：电子竞技运动与管理专业,28989
63,欢迎进入梦魇直播间 第一季,22901789,188426,62,20,完结FT,75856
