排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,天官赐福 第四季,6916427,103421,16,0,7773,0,0.00%,0.00%,正式预告·神明与信徒,91718
2,一屋暗灯 全一季,12149138,200193,53,13,33831,15148,44.78%,7.57%,福利彩蛋·看星星,93038
3,奇洛李维斯回信,53013715,565210,98,41,52990,28218,53.25%,4.99%,OST A12 · 暗恋基本法,85974
4,我在无限游戏里封神 第四季,7436526,141491,56,15,11393,8862,77.78%,6.26%,特别放送 · emoji大挑战,86834
5,满城衣冠 全一季,2035841,51780,20,5,2948,972,32.97%,1.88%,第7集 · 上车·车上,90878
6,宋玉章 第一季,2471234,41983,15,0,2130,0,0.00%,0.00%,第二折 · 小团圆,86589
7,灯花笑 上季,2058968,44836,16,2,7123,596,8.37%,1.33%,第6集,94733
8,情蛊,40529929,438269,67,48,53144,32777,61.68%,7.48%,完结FT·下,86178
9,伏特加与曼特宁,1280942,59396,14,0,2453,0,0.00%,0.00%,小剧场·初印象,92988
10,你的雪人能活多久 第一季,669170,44707,14,0,3930,0,0.00%,0.00%,祝知希角色曲《小爱神》伴奏,93787
11,天官赐福 第三季,71800139,270042,68,44,33509,27680,82.60%,10.25%,小剧场·元宵·花灯,82040
12,囚于永夜,666053,20616,200,161,1662,438,26.35%,2.12%,温然生日小剧场,94916
13,天官赐福 第二季,73288480,358686,61,43,38482,35000,90.95%,9.76%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
14,炽火难熄 全一季,211367,17194,10,1,1182,235,19.88%,1.37%,第三集 · 升级,94917
15,天官赐福 第一季,86866841,968534,61,43,68791,37045,53.85%,3.82%,四千万福利·小剧场·从前有一位名师,52400
16,我在无限游戏里封神 第三季,23840148,218426,91,21,30080,22404,74.48%,10.26%,破亿纪念单曲·神明所遗落的,81851
17,绰约,2038196,31831,31,5,1442,505,35.02%,1.59%,第七集·上贼船,86680
18,一颗苹果,13741137,162525,82,35,13364,5887,44.05%,3.62%,完结FT · 谢谢光临,90818
19,洄天 第一季,28035573,245910,65,14,23312,11254,48.28%,4.58%,完结语音 · 高能量S级监护人的一天,86815
20,我在无限游戏里封神 第一季,74380709,999107,64,14,77579,43429,55.98%,4.35%,线下漫展VLOG,52347
21,谁来言说夜晚 上季,1060060,14420,55,29,1543,814,52.75%,5.64%,第46集,94321
22,放学等我 第一季,53690143,834653,53,18,62483,36031,57.67%,4.32%,1700W福利·P-特别小剧场「2022.12.2」,64911
23,放学等我 第二季,31557073,448617,42,16,44442,34068,76.66%,7.59%,番外·恋爱纪念日,68837
24,我在无限游戏里封神 第二季（下）,21030180,255381,55,14,27977,23891,85.40%,9.36%,花絮06,76557
25,早春晴朗,36781907,276822,57,24,22377,14678,65.59%,5.30%,完结FT,72230
26,解瘾,295323,12361,16,1,737,156,21.17%,1.26%,花絮3❃戏曲教学老师辛苦啦,94782
27,魔道祖师 第三季,297177330,1545543,66,56,97521,89859,92.14%,5.81%,传讯符·忘羡,22602
28,搭界 第一季,357124,15156,17,5,1530,760,49.67%,5.01%,30万播放福利 · 起床,94617
29,清白之年,333421,12146,11,0,959,0,0.00%,0.00%,第三集·他骑竹马来,94838
30,魔道祖师 第一季,259875946,2279255,39,22,97128,64651,66.56%,2.84%,主创FT<下>,15861
31,再世权臣 第三季（下）,849024,25034,21,12,2251,2003,88.98%,8.00%,第十二集 ·  雨后风荷,93437
32,台风眼 第二季,29720351,160992,50,32,14089,13032,92.50%,8.09%,完结 FT,68664
33,理想型,1284166,16341,63,41,1483,906,61.09%,5.54%,52·不堪一击,93439
34,沉浮事,366651,12662,11,0,1125,0,0.00%,0.00%,浊世篇·第二集,94775
35,江医生 第一季,16863594,235766,49,27,22915,13966,60.95%,5.92%,千万播放福利第四弹·小剧场·猫,81852
36,我在无限游戏里封神 第二季（上）,20649986,332489,42,11,34160,29576,86.58%,8.90%,花絮06,71605
37,台风眼 第一季,35684012,304909,53,20,21803,13661,62.66%,4.48%,千万福利·富士山在等一片云,52404
38,魔道祖师 第二季,171389423,1420716,41,37,88857,81593,91.83%,5.74%,主役FT（下）,19059
39,沉醉不醒,3967045,56308,45,26,4738,2950,62.26%,5.24%,番外·墨源·中,86740
40,藏南晚星,19627881,205123,79,42,20641,15277,74.01%,7.45%,主题曲伴奏·途经,85110
41,嫁给一个死太监 第一季,3822059,76885,34,12,4530,2516,55.54%,3.27%,新春福利音,66726
42,我喜欢你的信息素 第一季,100568574,1516667,48,21,72055,44661,61.98%,2.94%,四千万福利,58217
43,娑婆,1588748,36142,24,14,3551,996,28.05%,2.76%,第十三集,93178
44,降水概率百分百,1740609,27448,34,14,2640,1458,55.23%,5.31%,˚.⊹ 第十七期 ♡₊˚,93005
45,小蘑菇 第二季,51762142,504417,51,34,51975,47757,91.88%,9.47%,破亿电话·双人,39605
46,某某 第一季,98505896,1722489,43,28,77291,45086,58.33%,2.62%,伴奏|《梧桐说》,58219
47,吞海 第一季,51929253,534242,54,17,45523,28629,62.89%,5.36%,原创配乐·破晓,29187
48,小蘑菇 第一季,50773721,928950,33,17,58482,39254,67.12%,4.23%,白噪音·漫步荒原,29125
49,默读 第五季,39229393,466523,47,34,46533,40130,86.24%,8.60%,电话,59100
50,重生之将门毒后 第二季,42216534,384246,83,26,50607,34047,67.28%,8.86%,破亿福利·白噪音·花灯,52293
