排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,天官赐福 第四季,7175791,105369,18,0,新年小剧场《压岁钱》,91718
2,你的雪人能活多久 第一季,862312,48587,15,0,第二集 · 现在开始同居生活？,93787
3,灯花笑 上季,2355142,47433,18,4,第8集,94733
4,虚拟偶像团综丨《去世界尽头》,4643199,50545,29,0,嘉宾观察室柏闻篇·派对超新星,94354
5,伏特加与曼特宁,1433106,60721,16,0,第二期,92988
6,囚于永夜,816668,22971,200,161,温然生日小剧场,94916
7,满城衣冠 全一季,2151817,52781,26,5,花絮④ · 唱戏啦,90878
8,宋玉章 第一季,2721345,42850,15,0,第二折 · 小团圆,86589
9,金陵春 第一季,150802,5896,11,2,第五集,94497
10,恒星时刻 第一季,308226,46799,1,0,歌曲《狮心》（Live）,94789
11,逆鳞 第一季,499688,15570,25,10,第十一剑,93750
12,放学后别来我办公室 全一季,471259,17179,8,0,第一课「天生我材必有用」,86868
13,大王万万不可！ 第一季,294757,14085,23,6,第九集·缓缓以待,94259
14,沉浮事,463461,13708,12,1,浊世篇·第三集,94775
15,触礁,143395,10097,10,1,✰花絮·01✰,95034
16,我花开后百花杀 第一季,81152,3873,7,0,第一集 · 向死而生,94893
17,谁来言说夜晚 上季,1211813,14835,70,34,第51集,94321
18,守寡后我重生了 第二季,42595,2468,6,0,第一集,95212
19,嫡谋·第一季,319752,8778,13,4,二十万福利小剧场,94462
20,炽火难熄 全一季,243591,18156,10,1,第三集 · 升级,94917
21,绰约,2081009,31960,34,5,200W播放纪念·裴廷约,86680
22,赤霞珠,135217,9269,18,12,第14章·木桐堡,95114
23,搭界 第一季,376938,15442,18,6,小剧场 · 请墨宝,94617
24,入蛊 全一季,931016,21007,22,14,Ⱄⱄᐝ白噪音·逍遥居,93646
25,愚蠢的有钱人 全一季,124644,6468,12,1,花絮1·你坐你坐,94873
26,请与我同眠,67944,5986,21,4,第06集·脆弱的猎物,93966
27,任东西,52187,2915,7,0,任东西·第三集,94860
28,区区,296474,6281,36,27,番外·定金·上,94664
29,穿到包养文里搞事业 . 全一季,5151,355,7,0,04 影帝Flag,95220
30,当你叫醒我,1059110,17081,14,0,回响主题曲《当你叫醒我》,94268
