排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,最新更新,剧集ID
1,洄天 第一季,21267200,216222,39,4,18623,6798,36.50%,第六期,86815
2,我在无限游戏里封神 第四季,3296042,113435,21,5,6423,3769,58.68%,第五集 · 纸鬼桥,86834
3,一屋暗灯 全一季,3195493,104215,16,1,17277,3284,19.01%,花絮02,93038
4,奇洛李维斯回信,44838050,518526,79,23,48142,24618,51.14%,花絮09 ·小花絮又又又又又来了,85974
5,情蛊,35412480,393489,67,48,47769,29358,61.46%,完结FT·下,86178
6,早春晴朗,32392640,250693,57,24,20239,13253,65.48%,完结FT,72230
7,沉醉不醒,2050152,43430,20,6,2939,1356,46.14%,第六期,86740
8,初三的六一儿童节,25273637,55468,262,230,6108,4903,80.27%,番外3 兄弟（5）,85562
9,一颗苹果,12210512,141716,80,34,11436,4848,42.39%,启动音试听 · 谢青寄,90818
10,于是麦麦决定离家出走,4752728,98881,35,21,8394,5091,60.65%,花絮04,86179
11,我在无限游戏里封神 第三季,21652153,204243,91,21,28276,20837,73.69%,破亿纪念单曲·神明所遗落的,81851
12,天官赐福 第三季,69031666,254690,67,43,31838,26207,82.31%,小剧场·元宵·花灯,82040
13,愚蠢的有钱人,462834,17010,31,18,1385,536,38.70%,【花絮3】,93113
14,反差 全一季,6803339,53436,32,14,3599,1990,55.29%,第十二集·接住你了,86684
15,降水概率百分百,619145,17994,12,1,1516,378,24.93%,˚.⊹ 第四期 ♡₊˚,93005
16,放学等我 第一季,50637121,806117,53,18,62555,36264,57.97%,1700W福利·P-特别小剧场「2022.12.2」,64911
17,初三的六一儿童节 第二季（上）,344050,8210,5,2,662,365,55.14%,第三集 · 明德小事,93154
18,天官赐福 第二季,70919943,344674,61,43,37326,33949,90.95%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
19,恩客,1107200,16785,45,32,1319,837,63.46%,38·“新婚快乐”,91870
20,顶级掠食者 第二季,6470617,52526,31,13,4529,3512,77.54%,第十三集,86789
21,藏南晚星,18034932,193526,79,42,19229,14120,73.43%,主题曲伴奏·途经,85110
22,放学等我 第二季,29751870,430056,42,16,44237,34546,78.09%,番外·恋爱纪念日,68837
23,天官赐福 第一季,83742629,943290,61,43,67947,36449,53.64%,四千万福利·小剧场·从前有一位名师,52400
24,惹祸精,961477,29723,38,14,1610,872,54.16%,花絮4.0,90987
25,我在无限游戏里封神 第一季,71444194,972259,64,14,76623,42936,56.04%,线下漫展VLOG,52347
26,再世权臣 第三季（上）,2485855,47125,34,10,3419,2619,76.60%,第十集 ·  再度启程,86827
27,太傅他人人喊打 第二季,2685616,38942,25,13,2895,1785,61.66%,第十二集,86723
28,娑婆,162282,15259,4,0,1463,0,0.00%,第一集,93178
29,吞海 第一季,50100155,517853,54,17,44269,27624,62.40%,原创配乐·破晓,29187
30,魔道祖师 第三季,295009145,1536363,66,56,96192,88589,92.10%,传讯符·忘羡,22602
31,欢迎进入梦魇直播间 第二季,5892664,43630,28,11,3400,2446,71.94%,《今日没说法》⑤ ·「不平安疗养院」,90985
32,我在无限游戏里封神 第二季（下）,19526860,241936,55,14,26663,22696,85.12%,花絮06,76557
33,偷风不偷月 上季,7995160,126534,41,18,9741,5737,58.90%,300w福利·楚识琛（沈若臻）·风月语录,71389
34,你的距离,89423323,929796,70,27,78286,56194,71.78%,完结FT·主创版,31552
35,魔道祖师 第一季,257512873,2253272,39,22,96870,64555,66.64%,主创FT<下>,15861
36,我在无限游戏里封神 第二季（上）,19637608,319425,42,11,33011,28588,86.60%,花絮06,71605
37,小蘑菇 第二季,50089378,492669,46,33,50389,46887,93.05%,全剧五千万福利,39605
38,偷风不偷月 下季,3486971,61487,35,17,4478,4205,93.90%,100W福利·白噪音,77591
39,吞海 第二季,31606906,263571,56,19,25241,23491,93.07%,新年祝福,67085
40,交易沦陷,26652582,163938,138,99,16323,9504,58.22%,特别福利·星空沦陷,54171
41,吞海 第三季（上）,21839739,209814,38,16,17827,16685,93.59%,OST·04 此地埋名,73221
42,某某 第一季,97038795,1699983,43,28,77244,45100,58.39%,伴奏|《梧桐说》,58219
43,魔道祖师 第二季,170032261,1411548,41,37,88793,81528,91.82%,主役FT（下）,19059
44,将进酒 第一季,104647516,1425617,59,16,78175,53309,68.19%,完结FT,25944
45,初三的六一儿童节 第一季,11187648,56286,53,16,3250,1568,48.25%,新年♥快乐,85497
46,台风眼 第二季,28760187,150673,50,32,13230,12219,92.36%,完结 FT,68664
47,台风眼 第一季,34153374,286935,53,20,20265,12821,63.27%,千万福利·富士山在等一片云,52404
48,我喜欢你的信息素 第一季,98771877,1494053,48,21,72374,45134,62.36%,四千万福利,58217
49,逐玉 第二季,723496,14038,15,4,448,103,22.99%,小剧场 · 退学记,92520
50,吞海 第三季（下）,18767509,185755,51,18,18179,16441,90.44%,破亿纪念•抒情主役版「晓」,76879
