排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,一屋暗灯 全一季,6681248,147958,33,6,第八集,93038
2,洄天 第一季,25094416,232910,51,8,2000W特别福利 · 今日幸运值,86815
3,我在无限游戏里封神 第四季,4665662,124187,30,9,特别放送 · 大型恐怖游戏联赛火热进行中Ⅴ,86834
4,入蛊 全一季,376767,14838,9,3,Ⱄⱄᐝ第六回,93646
5,逐玉 第二季,879686,15530,21,9,第十二集 · 回京,92520
6,沉醉不醒,2852896,50470,30,12,第十期,86740
7,娑婆,844921,28966,11,4,第六集,93178
8,秋燥 第一季,186105,11769,7,0,第三集,93438
9,愚蠢的有钱人,938981,22670,68,53,【花絮4】,93113
10,液态欲望 全一季,628583,28104,21,9,EP06（下）,86692
11,逆鳞 第一季,134813,10040,7,0,第二剑,93750
12,玫瑰美人 全一季,22574,4624,3,0,第一期,94009
13,奇洛李维斯回信 番外篇,788316,54388,3,2,番外 ·  庆生宴,93420
14,降水概率百分百,967744,21502,19,6,˚.⊹ 第九期 ♡₊˚,93005
15,只想和你好好的,15808,2544,1,0,✧ 预告 ✧,94176
16,门生故旧,133219,8682,10,0,★ 04·偷窥狂,93774
17,再世权臣 第三季（下）,290295,17639,9,4,小剧场 · 剑道何在,93437
18,美人印,690035,30494,23,14,第12集,92611
19,蜉蝣,379915,18815,13,2,ೀ˖˚ 第五集,93202
20,精神科医生神经了,83985,8984,8,0,小课堂①CJD,93567
21,禁区,394330,11707,67,41,45 迫切,92575
22,沉浮事,414908,11969,71,61,第陆拾捌集 变了许多,92895
23,初三的六一儿童节 第二季（上）,1269149,10791,14,6,①百万福利放送 · 记得补水,93154
24,欲言难止,205911,8944,182,160,欲言难止 第171集 我做了一个很长的梦（完）,93138
25,全球进化后我站在食物链顶端 第二季（下）,201988,10930,14,9,第二十四集,92775
26,余污 第一季,293254,14351,13,4,第六期,92701
27,沉入地球,133024,6205,27,11,第23集 · 骤雨云间,93569
28,伏特加与曼特宁,285854,10576,61,52,°☆. 第57集 « *,92968
29,闭嘴，你这假粉 全一季,2040343,25471,33,20,番外2 · 一日为友，终生为父,87641
30,第二十八年春II,177361,6658,2,0,第五期,92633
