排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,洄天 第一季,18761534,202125,34,1,沈酌生日福利 · 东方玄学,86815
2,一屋暗灯 全一季,1036527,63004,7,0,倒计时一,93038
3,我在无限游戏里封神 第四季,2561094,105404,13,2,第二集 · 阴山村,86834
4,愚蠢的有钱人,184922,12315,11,0,【花絮1】,93113
5,逐玉 第二季,634782,12899,10,2,第五集 · 诛心,92520
6,反差 全一季,6504363,50649,30,12,彩蛋·总裁助理的自我修养,86684
7,顶级掠食者 第二季,5871238,50585,27,10,花絮03,86789
8,嫁入高门的人,22559,1705,1,0,预告,93169
9,伏特加与曼特宁,431356,32053,1,0,京儒♡生日快乐,92988
10,初三的六一儿童节 第二季（上）,91597,5241,2,0,主题曲 · 孤舟,93154
11,欢迎进入梦魇直播间 第二季,5403049,41272,23,10,《非诚忽扰》第４期,90985
12,沉醉不醒,1634113,40231,13,0,第三期,86740
13,再世权臣 第三季（上）,2164721,45236,32,8,花絮03·都很敏感,86827
14,恩客,796141,14886,28,15,21·难堪,91870
15,穿成阴鸷反派的联姻对象 第二季,646715,20671,22,13,小剧场·秦伦还算是个忠厚人,91771
16,液态欲望 全一季,101460,12964,1,0,周则枫生日福利,86692
17,岁岁未停,33615,2692,1,0,预告,93196
18,语义错误 第一季,3024332,23252,16,3,存在即合理<8-bit版>,92155
19,太傅他人人喊打 第二季,2327494,37015,20,9,第九集,86723
20,全球进化后我站在食物链顶端 第二季（下）,61501,6919,4,2,第十七集,92775
21,泠声,430977,3915,6,0,花絮①,92770
22,等你仰望,485030,14160,70,60,第六十八集,91661
23,君有疾否,1285277,30583,69,41,第52集,90896
24,一诺一生 全一季,810373,27048,20,6,第八集,91354
25,美人印,479642,27467,11,3,ost《诱他》,92611
26,降水概率百分百,416629,15087,7,0,˚.⊹ 主题曲 · 雨天恋爱定律 ♡₊˚,93005
27,余污 第一季,174826,11567,9,0,小剧场01·斗百草,92701
28,伏特加与曼特宁,111641,8249,11,2,°☆. 第7集 « *,92968
29,吞雨,222690,11760,19,5,花絮03,91589
30,沉浮事,105828,7480,17,7,第拾肆集 还债,92895
