排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,6360028,144611,32,5,24664,8102,32.85%,5.60%,小剧场▪存钱罐,93038
2,洄天 第一季,24793197,231433,50,8,21136,9440,44.66%,4.08%,第十期,86815
3,我在无限游戏里封神 第四季,4549753,123183,29,9,8045,5492,68.27%,4.46%,第九集 · 纪念品,86834
4,奇洛李维斯回信,47534166,534072,83,27,49877,25895,51.92%,4.85%,回信广播剧主创FT（上）,85974
5,再世权臣 第三季（下）,267322,17144,8,4,1061,888,83.69%,5.18%,第四集 ·  白鹿祥瑞,93437
6,早春晴朗,34192482,263175,57,24,21131,13856,65.57%,5.26%,完结FT,72230
7,情蛊,37249860,408120,67,48,49559,30574,61.69%,7.49%,完结FT·下,86178
8,沉醉不醒,2793979,49579,30,12,3754,2130,56.74%,4.30%,第十期,86740
9,娑婆,814366,28612,10,3,2867,472,16.46%,1.65%,第五集,93178
10,天官赐福 第三季,70033192,259273,67,43,32313,26615,82.37%,10.27%,小剧场·元宵·花灯,82040
11,反差 全一季,7418350,57887,41,19,4318,2654,61.46%,4.58%,小剧场·家人的爱,86684
12,小蘑菇 第二季,50789957,497159,48,34,51447,47356,92.05%,9.53%,破亿福利·《风过荒野》主役版,39605
13,我在无限游戏里封神 第三季,22355811,208470,91,21,28784,21276,73.92%,10.21%,破亿纪念单曲·神明所遗落的,81851
14,天官赐福 第二季,71742484,348871,61,43,37711,34305,90.97%,9.83%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
15,天官赐福 第一季,84711710,950702,61,43,68258,36659,53.71%,3.86%,四千万福利·小剧场·从前有一位名师,52400
16,顶级掠食者 第二季,7407611,54918,48,17,5152,4152,80.59%,7.56%,OST·11永恒的吻,86789
17,放学等我 第一季,51616505,815916,53,18,62908,36311,57.72%,4.45%,1700W福利·P-特别小剧场「2022.12.2」,64911
18,小蘑菇 第一季,49729508,915921,33,17,58217,39057,67.09%,4.26%,白噪音·漫步荒原,29125
19,初三的六一儿童节,27108831,59776,287,255,6731,5481,81.43%,9.17%,番外9 跨年夜,85562
20,放学等我 第二季,30338734,436505,42,16,44490,34531,77.62%,7.91%,番外·恋爱纪念日,68837
21,吞海 第一季,50733400,523443,54,17,44710,28018,62.67%,5.35%,原创配乐·破晓,29187
22,藏南晚星,18604287,197371,79,42,19727,14542,73.72%,7.37%,主题曲伴奏·途经,85110
23,交易沦陷,27813044,169623,138,99,16844,9823,58.32%,5.79%,特别福利·星空沦陷,54171
24,于是麦麦决定离家出走,5280926,103470,48,30,9089,5551,61.07%,5.36%,花絮09,86179
25,太傅他人人喊打 第二季,3264109,41551,32,18,3375,2301,68.18%,5.54%,番外1·《汶阳篇》,86723
26,奇洛李维斯回信 番外篇,766359,53408,3,2,4082,3251,79.64%,6.09%,番外 ·  庆生宴,93420
27,我在无限游戏里封神 第一季,72323888,979945,64,14,76936,43144,56.08%,4.40%,线下漫展VLOG,52347
28,一颗苹果,12731219,147422,80,34,12039,5203,43.22%,3.53%,启动音试听 · 谢青寄,90818
29,我在无限游戏里封神 第二季（下）,19997357,245918,55,14,27043,23052,85.24%,9.37%,花絮06,76557
30,燎原,37437098,388304,43,34,39089,29753,76.12%,7.66%,FT,63688
31,魔道祖师 第三季,295714953,1539072,66,56,97554,89949,92.20%,5.84%,传讯符·忘羡,22602
32,吞海 第二季,32027247,267029,56,19,25616,23849,93.10%,8.93%,新年祝福,67085
33,魔道祖师 第一季,258236046,2260300,39,22,96926,64533,66.58%,2.86%,主创FT<下>,15861
34,将进酒 第一季,105192552,1431259,59,16,78288,53377,68.18%,3.73%,完结FT,25944
35,某某 第一季,97503861,1706830,43,28,77363,45095,58.29%,2.64%,伴奏|《梧桐说》,58219
36,吞海 第三季（上）,22146279,212935,38,16,18150,16994,93.63%,7.98%,OST·04 此地埋名,73221
37,偷风不偷月 上季,8288350,129602,41,18,10517,5882,55.93%,4.54%,300w福利·楚识琛（沈若臻）·风月语录,71389
38,我在无限游戏里封神 第二季（上）,19949093,323357,42,11,33335,28866,86.59%,8.93%,花絮06,71605
39,愚蠢的有钱人,877511,21748,65,50,1859,921,49.54%,4.23%,【花絮4】,93113
40,吞海 第三季（下）,19108437,189022,51,18,18604,16851,90.58%,8.91%,破亿纪念•抒情主役版「晓」,76879
41,陈年烈苟 第二季,15818302,123413,57,31,13968,13168,94.27%,10.67%,520限定 ✦ 主役版主题曲 《世界在他心头亮遍了角落》,73251
42,失忆后死对头成了我男朋友？,4863007,97229,44,20,6397,4309,67.36%,4.43%,花絮·陆云笙,86693
43,魔道祖师 第二季,170463157,1414252,41,37,88798,81524,91.81%,5.76%,主役FT（下）,19059
44,液态欲望 全一季,597350,27507,20,8,1737,787,45.31%,2.86%,EP06（上）,86692
45,我喜欢你的信息素 第一季,99317118,1500641,48,21,72340,45030,62.25%,3.00%,四千万福利,58217
46,台风眼 第二季,29068380,153540,50,32,13456,12424,92.33%,8.09%,完结 FT,68664
47,台风眼 第一季,34639750,292002,53,20,20694,13086,63.24%,4.48%,千万福利·富士山在等一片云,52404
48,陈年烈苟 第一季,28397420,224259,62,21,20787,14235,68.48%,6.35%,《陈年烈苟》第一季 ✦ 陶淮南启动音,61128
49,伪装学渣 第一季,102329788,1930953,30,17,79874,46921,58.74%,2.43%,千万福利·“叫妈妈”,58262
50,江医生 第一季,15969075,228024,49,27,22206,13393,60.31%,5.87%,千万播放福利第四弹·小剧场·猫,81852
