排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,天官赐福 第四季,8540770,120486,24,3,11025,5290,47.98%,4.39%,夏日提示音·处暑·花城,91718
2,伏特加与曼特宁,1701654,63379,22,2,3252,911,28.01%,1.44%,第四期,92988
3,奇洛李维斯回信,54300892,572113,98,41,53687,28777,53.60%,5.03%,OST A12 · 暗恋基本法,85974
4,宋玉章 第一季,3398040,44567,19,1,2753,706,25.64%,1.58%,主题曲 · 玉堂春· 伴奏,86589
5,你的雪人能活多久 第一季,1207560,53628,23,3,5058,620,12.26%,1.16%,傅让夷生日快乐,93787
6,灯花笑 上季,3004144,52484,24,8,8013,1485,18.53%,2.83%,主题曲贰·隔雾看花,94733
7,情蛊,41549670,446633,68,49,54290,33604,61.90%,7.52%,4000w福利·山大王,86178
8,我在无限游戏里封神 第四季,7835359,144280,56,15,11832,9296,78.57%,6.44%,特别放送 · emoji大挑战,86834
9,一屋暗灯 全一季,12817609,205709,54,14,34508,15814,45.83%,7.69%,主役版主题曲▪未说的,93038
10,满城衣冠 全一季,2401545,54321,30,8,3263,1311,40.18%,2.41%,第9集 · 正义,90878
11,早春晴朗,37717599,283616,57,24,22847,14953,65.45%,5.27%,完结FT,72230
12,天官赐福 第三季,72434337,273641,68,44,33985,28121,82.75%,10.28%,小剧场·元宵·花灯,82040
13,天官赐福 第二季,73811378,362138,61,43,38799,35296,90.97%,9.75%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
14,天官赐福 第一季,87534799,974146,61,43,69008,37172,53.87%,3.82%,四千万福利·小剧场·从前有一位名师,52400
15,囚于永夜,1197863,29242,200,161,2800,826,29.50%,2.82%,番外 少爷的生日7,94916
16,炽火难熄 全一季,325696,20076,13,3,1503,607,40.39%,3.02%,第五集 · 生日快乐,94917
17,沉浮事,692281,15399,14,3,1661,887,53.40%,5.76%,七夕小剧场·红线,94775
18,我在无限游戏里封神 第三季,24180701,220493,91,21,30356,22631,74.55%,10.26%,破亿纪念单曲·神明所遗落的,81851
19,放学等我 第一季,54287783,839704,53,18,62071,35915,57.86%,4.28%,1700W福利·P-特别小剧场「2022.12.2」,64911
20,放学等我 第二季,31899413,451971,42,16,44404,33925,76.40%,7.51%,番外·恋爱纪念日,68837
21,藏南晚星,19945189,207809,80,43,20933,15510,74.09%,7.46%,七夕小剧场 · 小许老师买菜记,85110
22,触礁,268052,12160,15,5,1284,857,66.74%,7.05%,七夕福利音,95034
23,魔道祖师 第三季,297581088,1547326,66,56,97525,89841,92.12%,5.81%,传讯符·忘羡,22602
24,魔道祖师 第一季,260308750,2283936,39,22,97116,64596,66.51%,2.83%,主创FT<下>,15861
25,我在无限游戏里封神 第一季,74840020,1003013,64,14,77740,43533,56.00%,4.34%,线下漫展VLOG,52347
26,江医生 第一季,17108176,237777,49,27,23123,14146,61.18%,5.95%,千万播放福利第四弹·小剧场·猫,81852
27,台风眼 第二季,29904495,162996,50,32,14276,13213,92.55%,8.11%,完结 FT,68664
28,魔道祖师 第二季,171640277,1422510,41,37,88868,81602,91.82%,5.74%,主役FT（下）,19059
29,台风眼 第一季,35937944,308306,53,20,22126,13830,62.51%,4.49%,千万福利·富士山在等一片云,52404
30,我在无限游戏里封神 第二季（下）,21255443,257300,55,14,28227,24114,85.43%,9.37%,花絮06,76557
31,我喜欢你的信息素 第一季,100905741,1520269,48,21,72095,44662,61.95%,2.94%,四千万福利,58217
32,降水概率百分百,1966537,28763,39,16,2898,1682,58.04%,5.85%,七夕语音 ♡ 晚安好梦,93005
33,尾钩,177717,12842,9,0,1025,0,0.00%,0.00%,第05集 · 奢侈品,95503
34,某某 第一季,98779837,1726296,43,28,77155,45091,58.44%,2.61%,伴奏|《梧桐说》,58219
35,江医生 第二季,8491613,122870,44,36,13756,12799,93.04%,10.42%,主役版·绝对,85256
36,我在无限游戏里封神 第二季（上）,20813868,334341,42,11,34350,29745,86.59%,8.90%,花絮06,71605
37,吞海 第一季,52234822,536765,54,17,45734,28800,62.97%,5.37%,原创配乐·破晓,29187
38,一颗苹果,13949938,165219,82,35,13662,6035,44.17%,3.65%,完结FT · 谢谢光临,90818
39,重生之将门毒后 第二季,42514287,385912,83,26,50800,34212,67.35%,8.87%,破亿福利·白噪音·花灯,52293
40,我喜欢你的信息素 第二季,76854737,850568,43,26,58981,49766,84.38%,5.85%,国风版·星衍,58218
41,沉醉不醒,4173455,57415,50,31,4921,3100,63.00%,5.40%,დ400万福利剧场·桑拿,86740
42,再世权臣 第三季（下）,923173,26051,21,12,2376,2119,89.18%,8.13%,第十二集 ·  雨后风荷,93437
43,解瘾,443331,13596,23,4,891,356,39.96%,2.62%,福利音❃奉心,94782
44,绰约,2191147,32504,38,7,1542,600,38.91%,1.85%,律法小贴士·9则,86680
45,伪装学渣 第一季,103569225,1953059,30,17,80149,47019,58.66%,2.41%,千万福利·“叫妈妈”,58262
46,赤霞珠,279946,12008,30,19,1027,779,75.85%,6.49%,处暑福利音·饮酒小贴士·唐渡,95114
47,洄天 第一季,28299149,247374,65,14,23494,11366,48.38%,4.59%,完结语音 · 高能量S级监护人的一天,86815
48,将进酒 第一季,106617380,1447157,59,16,78380,53337,68.05%,3.69%,完结FT,25944
49,小蘑菇 第二季,51936957,505697,51,34,52075,47854,91.89%,9.46%,破亿电话·双人,39605
50,某某 第二季,66724739,834284,67,39,68645,51389,74.86%,6.16%,破亿纪念·《正年少》,58220
