排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,一屋暗灯 全一季,4676652,125271,24,3,花絮04,93038
2,奇洛李维斯回信,46175662,526045,81,25,回信广播剧完结FT（下） · 花都冰室,85974
3,洄天 第一季,22948136,223920,44,6,第八期,86815
4,情蛊,36354563,400859,67,48,完结FT·下,86178
5,二哈和他的白猫师尊,162291392,3154826,76,0,第肆季-第九期,20741
6,囚于永夜,4495380,275408,1,0,织音发布会纯享PV · 概念预告,86822
7,放学等我 第一季,51075299,810504,53,18,1700W福利·P-特别小剧场「2022.12.2」,64911
8,见春天,12650576,224548,54,8,魏清越书信·02,80533
9,奇洛李维斯回信 番外篇,594094,45540,3,2,番外 ·  庆生宴,93420
10,早春晴朗,33251323,256912,57,24,完结FT,72230
11,我在无限游戏里封神 第四季,3846762,117734,25,7,第七集 · 记忆折叠,86834
12,天官赐福 第一季,84176686,946545,61,43,四千万福利·小剧场·从前有一位名师,52400
13,我在无限游戏里封神 第一季,71836063,975559,64,14,线下漫展VLOG,52347
14,虚拟偶像团综丨《NEW DAYS（一起又出发）》,27583574,109346,94,0,《Break of day》幕后花絮·戏里戏外,84529
15,魔道祖师 第一季,257843852,2256195,39,22,主创FT<下>,15861
16,一颗苹果,12471359,144481,80,34,启动音试听 · 谢青寄,90818
17,伪装学渣 第一季,102091832,1926037,30,17,千万福利·“叫妈妈”,58262
18,放学等我 第二季,30017304,432935,42,16,番外·恋爱纪念日,68837
19,娑婆,624504,25833,7,0,第三集,93178
20,天官赐福 第四季,4586136,75812,10,0,新年小剧场《压岁钱》,91718
21,我喜欢你的信息素 第一季,99012149,1496747,48,21,四千万福利,58217
22,再世权臣 第一季,20898192,252943,79,17,花絮07,71321
23,重生之将门毒后 第一季,91995281,823726,82,27,主役reaction·片段03,43922
24,交易沦陷,27205504,166692,138,99,特别福利·星空沦陷,54171
25,娘娘腔,36763978,701783,31,0,主役听剧Reaction,46640
26,伏特加与曼特宁,631078,41532,3,0,520迷你剧场,92988
27,小蘑菇 第一季,49382135,911618,33,17,白噪音·漫步荒原,29125
28,将进酒 第一季,104899088,1428006,59,16,完结FT,25944
29,台风眼 第一季,34362911,289160,53,20,千万福利·富士山在等一片云,52404
30,某某 第一季,97248199,1702847,43,28,伴奏|《梧桐说》,58219
31,于是麦麦决定离家出走,4989290,100813,39,23,花絮06,86179
32,干涸地,1781751,76166,1,0,概念预告,86725
33,坠落,10262832,168459,59,22,台风眼S02E17,76041
34,液态欲望 全一季,454837,24584,14,4,雪饼日记2.0,86692
35,初三的六一儿童节,26178512,57687,276,244,番外5 失恋（3）,85562
36,全球高考 第一季（全新版）,20740831,362007,37,11,— 「全季完结FT」—,60289
37,天官赐福 第三季,69507440,256689,67,43,小剧场·元宵·花灯,82040
38,我在无限游戏里封神 第三季,21981915,206138,91,21,破亿纪念单曲·神明所遗落的,81851
39,难哄,145692761,1571621,76,48,破亿福利·纪念FT,38074
40,藏南晚星,18312738,195303,79,42,主题曲伴奏·途经,85110
41,二哈和他的白猫师尊,14606341,97151,669,603,完结FT,81979
42,沉醉不醒,2372947,45445,26,8,第八期,86740
43,顶级掠食者 第二季,7087731,54111,36,16,启动音征集,86789
44,迪奥先生 第一季,79081102,1074390,30,15,王氏破产 铃声,23329
45,反差 全一季,7074706,55706,36,17,700W福利·521运动小语音,86684
46,南方海啸,22935175,166130,102,68,花絮⑤,85492
47,偷偷藏不住,201781567,2412112,89,54,2亿福利·双人电话语音,34632
48,针锋对决,37370793,923158,19,0,完结FT  互动问答,19249
49,吞海 第一季,50408796,520547,54,17,原创配乐·破晓,29187
50,魔道祖师 第三季,295341563,1537609,66,56,传讯符·忘羡,22602
51,逐玉 第一季,4341568,71897,43,14,原创配乐 · 凶夜,89245
52,偏偏宠爱,17117919,358403,49,13,四百万语音·江忍,52353
53,不二之臣,40491512,845501,16,0,大结局·下,25580
54,这题超纲了 第一季,20292323,487022,44,17,【回放】《这题超纲了》M星直播,41369
55,判官 第一季,37779036,645516,45,21,听剧reaction,37773
56,FOG[电竞] 第一季,69756954,758022,39,14,2000W福利·whisper伴奏抒情版,29122
