排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,洄天 第一季,19295352,205033,35,2,第四期,86815
2,奇洛李维斯回信,43436852,508650,79,23,花絮09 ·小花絮又又又又又来了,85974
3,情蛊,34315360,384193,63,44,花絮14,86178
4,一屋暗灯 全一季,1459819,71584,11,0,花絮01,93038
5,二哈和他的白猫师尊,160951338,3145195,75,0,第肆季-第八期,20741
6,囚于永夜,4253135,261866,1,0,织音发布会纯享PV · 概念预告,86822
7,放学等我 第一季,50061299,799758,53,18,1700W福利·P-特别小剧场「2022.12.2」,64911
8,我在无限游戏里封神 第四季,2689694,106792,15,3,第三集 · 阴间路,86834
9,一颗苹果,11845158,137866,80,34,启动音试听 · 谢青寄,90818
10,虚拟偶像团综丨《NEW DAYS（一起又出发）》,25081031,107054,91,0,MANTA季少一单曲·《敬明天》纯享版,84529
11,天官赐福 第一季,83276207,939330,61,43,四千万福利·小剧场·从前有一位名师,52400
12,我在无限游戏里封神 第一季,70941258,967694,64,14,线下漫展VLOG,52347
13,早春晴朗,31676401,246313,57,24,完结FT,72230
14,逐玉 第一季,4192470,70840,43,14,原创配乐 · 凶夜,89245
15,魔道祖师 第一季,257136229,2249297,39,22,主创FT<下>,15861
16,于是麦麦决定离家出走,4477790,96646,31,18,小剧场✦三分钟热度,86179
17,天官赐福 第四季,4272129,68650,10,0,新年小剧场《压岁钱》,91718
18,见春天,12278242,220114,54,8,魏清越书信·02,80533
19,放学等我 第二季,29432497,425903,42,16,番外·恋爱纪念日,68837
20,重生之将门毒后 第一季,91154140,819015,82,27,主役reaction·片段03,43922
21,伏特加与曼特宁,451041,33153,1,0,京儒♡生日快乐,92988
22,将进酒 第一季,104390603,1422770,59,16,完结FT,25944
23,我喜欢你的信息素 第一季,98483538,1490574,48,21,四千万福利,58217
24,小蘑菇 第一季,48937108,906324,33,17,白噪音·漫步荒原,29125
25,娘娘腔,36194903,694547,31,0,主役听剧Reaction,46640
26,天官赐福 第三季,68556681,252262,67,43,小剧场·元宵·花灯,82040
27,伪装学渣 第一季,101689077,1918553,30,17,千万福利·“叫妈妈”,58262
28,某某 第一季,96786933,1696140,43,28,伴奏|《梧桐说》,58219
29,沉醉不醒,1730545,41203,15,2,主题曲《高热》· 主役版,86740
30,美人印,500691,27787,12,4,ost《诱他》,92611
31,再世权臣 第一季,20519432,250031,79,17,花絮07,71321
32,我在无限游戏里封神 第三季,21283882,201803,91,21,破亿纪念单曲·神明所遗落的,81851
33,干涸地,1702611,70618,1,0,概念预告,86725
34,逐玉 第二季,651102,13140,10,2,第五集 · 诛心,92520
35,初三的六一儿童节,24215137,51931,245,213,番外2 小陆的故事（8）,85562
36,全球高考 第一季（全新版）,20371861,357409,37,11,— 「全季完结FT」—,60289
37,台风眼 第一季,33905177,283653,53,20,千万福利·富士山在等一片云,52404
38,藏南晚星,17756513,191285,79,42,主题曲伴奏·途经,85110
39,交易沦陷,26112135,161211,138,99,特别福利·星空沦陷,54171
40,二哈和他的白猫师尊,14040256,94427,669,603,完结FT,81979
41,顶级掠食者 第二季,6039013,51155,28,11,第十一集,86789
42,反差 全一季,6553428,51258,30,12,彩蛋·总裁助理的自我修养,86684
43,你的距离,89167748,928130,70,27,完结FT·主创版,31552
44,难哄,145192654,1568647,76,48,破亿福利·纪念FT,38074
45,针锋对决,37122194,918247,19,0,完结FT  互动问答,19249
46,FOG[电竞] 第一季,69312928,755367,39,14,2000W福利·whisper伴奏抒情版,29122
47,魔道祖师 第三季,294646687,1534653,66,56,传讯符·忘羡,22602
48,偷偷藏不住,201304763,2410047,89,54,2亿福利·双人电话语音,34632
49,南方海啸,22224410,163370,102,68,花絮⑤,85492
50,吞海 第一季,49792778,515050,54,17,原创配乐·破晓,29187
51,天官赐福 第二季,70497783,342419,61,43,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
52,不二之臣,40258158,842789,16,0,大结局·下,25580
53,我在无限游戏里封神 第二季（下）,19279706,239654,55,14,花絮06,76557
54,欢迎进入梦魇直播间 第二季,5529280,41821,24,11,第十一集 ♱ 你好，梦魇,90985
55,坠落,9884099,163377,59,22,台风眼S02E17,76041
56,判官 第一季,37462182,642143,45,21,听剧reaction,37773
57,重生之将门毒后 第二季,40420212,373799,83,26,破亿福利·白噪音·花灯,52293
58,第二十八年春,10544474,378581,13,0,第四期,26751
59,悬日 上季,11102119,146978,52,18,ଫ苏洄生日福利,88192
60,虚拟偶像团综丨《一起再出发》,88833267,248581,179,0,中秋特辑·清道夫,58225
61,AWM 第一季,85114060,1246119,43,20,第十四集·烙印,20284
62,虚拟偶像团综丨《LASER出道日》,81744490,672869,89,0,专业小课堂：电子竞技运动与管理专业,28989
63,欢迎进入梦魇直播间 第一季,22782606,187399,62,20,完结FT,75856
64,这题超纲了 第一季,20022468,482675,44,17,【回放】《这题超纲了》M星直播,41369
65,提灯看刺刀 上季,13932366,233501,32,8,花絮·韩楚,77771
66,惹祸精,809929,27986,35,13,彩蛋小剧场·《连天雪心情记录》,90987
67,破云 第一季,58513113,1083557,20,15,圣诞特辑,59047
68,江医生 第一季,15390887,223610,49,27,千万播放福利第四弹·小剧场·猫,81852
69,再世权臣 第三季（上）,2267120,45829,33,9,第九集 ·  百岁何欢,86827
70,偷风不偷月 上季,7852512,124949,41,18,300w福利·楚识琛（沈若臻）·风月语录,71389
71,第二十八年春II,117570,4745,2,0,第五期,92633
72,我在无限游戏里封神 第二季（上）,19466018,317044,42,11,花絮06,71605
73,恩客,868073,15314,31,18,24·正是如此,91870
74,虚拟偶像综艺 |《VANITY FAIR（名利场）》,26655899,124596,71,0,梦系列小剧场06·白日,78684
75,顽石 全一季,3713963,59800,60,15,花絮 · 17,88696
76,小蘑菇 第二季,49875770,490917,46,33,全剧五千万福利,39605
77,你就当我死了吧  全一季,12295170,240661,30,0,主役版主题曲（纯享）,76841
78,夫人你马甲又掉了 第一季,64041736,1015887,25,0,小剧场3,32574
79,魔道祖师 第二季,169810669,1409849,41,37,主役FT（下）,19059
80,初三的六一儿童节 第一季,11086027,54404,53,16,新年♥快乐,85497
81,愚蠢的有钱人,260006,13672,14,2,【花絮1】,93113
82,我喜欢你的信息素 第二季,75312440,836694,43,26,国风版·星衍,58218
83,谁把谁当真,14502616,766482,4,0,第四期,726
84,别来无恙 第一季,22476729,444334,48,22,1000W福利•《满心》（合唱版）,37937
85,将进酒 第二季,71559625,807082,45,22,第二季完结FT,30383
86,失忆后死对头成了我男朋友？,4474839,92826,44,20,花絮·陆云笙,86693
87,虚拟偶像综艺丨《险象环声》,81797388,433628,138,0,三千万福利·偶像问答,38165
88,封建糟粕,15325422,145599,143,110,充电·李叔堂,87589
89,恃宠 全一季,10643381,132185,67,26,500w播放纪念· 谢砚礼 会议闲暇,76670
90,骄阳似我 全一季,3186664,33711,40,15,百万彩蛋 · 白噪音小剧场,90737
91,语义错误 第一季,3163945,23616,17,4,Ep.07 BLUE,92155
92,如果森林有童话,103162,4753,13,3,第五期-心旌摇曳,92601
93,君有疾否 第一季,26331335,454686,67,56,苏世誉 ✦ 第一季启动音,34592
94,一诺一生 全一季,820446,27248,20,6,第八集,91354
95,等风热吻你,16167705,304302,56,18,插曲《约定》,52292
96,偏偏宠爱,16804385,354076,49,13,四百万语音·江忍,52353
97,FOG[电竞]第二季,56874629,429624,50,28,破亿特别直播回放,39588
98,落池,67991645,1342312,15,0,落池·番外,22032
99,降水概率百分百,482289,15841,8,0,˚.⊹ 第二期 ♡₊˚,93005
100,碎玉投珠 第一季,38895367,719063,27,20,《珠玉调》伴奏,24727
