排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,灯花笑 上季,1839308,42355,15,1,第6集,94733
2,天官赐福 第四季,6734320,101318,16,0,正式预告·神明与信徒,91718
3,你的雪人能活多久 第一季,472092,39905,12,0,第一集（下）· 当一个 Alpha决定结婚,93787
4,虚拟偶像团综丨《去世界尽头》,4204637,49228,27,0,第三期·九个太阳,94354
5,宋玉章 第一季,2206361,40114,14,0,主题曲 · 不照我 · 伴奏,86589
6,伏特加与曼特宁,1119191,56770,10,0,第一期,92988
7,囚于永夜,529319,18612,199,161,番外 少爷的生日7,94916
8,恒星时刻 第一季,268806,43505,1,0,歌曲《狮心》（Live）,94789
9,满城衣冠 全一季,1954046,51039,19,4,第6集 · 出将,90878
10,守寡后我重生了 第二季,5317,695,1,0,预告,95212
11,沉浮事,294128,12084,11,0,浊世篇·第二集,94775
12,触礁,32481,6347,3,0,⟡主题曲·Fall For The Reef⟡,95034
13,当你叫醒我,938637,15984,13,0,第七集,94268
14,清白之年,302830,11872,11,0,第三集·他骑竹马来,94838
15,赤霞珠,67166,7388,11,5,第7集·他是我的,95114
16,炽火难熄 全一季,172660,16303,8,0,第二集 · 再遇,94917
17,奇洛李维斯回信 番外篇,1096218,69460,3,2,番外 ·  庆生宴,93420
18,再世权臣 第三季（下）,822382,24693,21,12,第十二集 ·  雨后风荷,93437
19,嫡谋·第一季,283439,8164,11,3,第六集 ·  「惊鸿一瞥」,94462
20,谁来言说夜晚 上季,978874,14141,51,25,第42集,94321
21,搭界 第一季,328927,14781,15,4,主役采访 01,94617
22,欲言难止,706632,21117,182,160,欲言难止 第171集 我做了一个很长的梦（完）,93138
23,愚蠢的有钱人 全一季,92298,5374,7,0,第二集,94873
24,绰约,2008399,31638,30,4,律法小贴士·6则,86680
25,沉入地球,381358,9095,80,57,第69集 · 百千罪百千劫,93569
26,解瘾,264542,12200,15,1,福利音❃执迷,94782
27,放学后别来我办公室 全一季,408254,15551,4,0,概念曲＜青阳＞纯歌版,86868
28,精神科医生神经了,354403,14424,32,13,处方九✫文拉法辛（下）,93567
29,入蛊 全一季,893311,20677,22,14,Ⱄⱄᐝ白噪音·逍遥居,93646
30,大王万万不可！ 第一季,229860,13375,20,4,配乐⑦·迁都,94259
