排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,虚拟偶像团综丨《去世界尽头》,3361169,46383,24,0,第二期·山闲似我,94354
2,灯花笑 上季,1085655,36059,9,0,盛京杂谈·壹,94733
3,你的雪人能活多久 第一季,181792,29794,3,0,预告 · 1214宇宙,93787
4,囚于永夜,239876,11449,199,161,番外 少爷的生日7,94916
5,宋玉章 第一季,1479283,32565,5,0,倒计时陆 · 全员,86589
6,炽火难熄 全一季,60669,10404,5,0,第一集 · 相遇,94917
7,满城衣冠 全一季,1755120,49260,17,3,第5集 · 不疯魔不成活,90878
8,再世权臣 第三季（下）,711774,23342,19,11,第十一集 ·  仍佑河山,93437
9,搭界 第一季,235082,13236,9,2,第三集 下,94617
10,理想型,980408,15092,46,26,37·我送你吧,93439
11,娑婆,1390747,34729,20,11,第十一集,93178
12,绰约,1917198,31047,27,3,第五集·把柄,86680
13,沉浮事,98915,8306,6,0,倒计时叁·逢时,94775
14,奇洛李维斯回信 番外篇,1043084,66832,3,2,番外 ·  庆生宴,93420
15,精神科医生神经了,305232,13901,27,9,主题曲②♪心境失语症,93567
16,叛臣,98662,8994,12,4,第三集 · 回,94684
17,恒星时刻 第一季,205541,37269,1,0,歌曲《狮心》（Live）,94789
18,合笼蛊,270458,8146,11,1,第三集·做梦,94418
19,入蛊 全一季,843526,20248,22,14,Ⱄⱄᐝ白噪音·逍遥居,93646
20,蜉蝣,804259,24492,25,10,ೀ˖˚视频花絮02,93202
21,谁来言说夜晚 上季,811246,13332,41,15,第32集,94321
22,欲言难止,596187,18737,182,160,欲言难止 第171集 我做了一个很长的梦（完）,93138
23,嫡谋·第一季,236416,7115,9,1,第四集 ·「内院生波」,94462
24,愚蠢的有钱人 全一季,26590,3168,4,0,前采①,94873
25,当你叫醒我,805153,14662,11,0,片尾曲《普通朋友-雪山酒店TIM版》,94268
26,区区,154908,5500,23,14,第二十一集,94664
27,逆鳞 第一季,404589,14456,21,7,微雪宫会客厅第二期,93750
28,秋燥 第一季,453938,15741,17,6,第九集,93438
29,日出风来,101627,6278,25,13,♬第18集 凯库拉龙虾,94444
30,我在霸总文学里当家庭医生 上季,61453,7205,7,1,第四集,91680
