排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,一屋暗灯 全一季,7488245,159323,34,7,第九集,93038
2,洄天 第一季,25752261,235729,52,9,第十一期,86815
3,我在无限游戏里封神 第四季,4986875,126620,32,10,特别放送 · 副本通关大作战 · 勤勤恳恳打工人,86834
4,楚乌 第一季,8725,1819,1,0,首曝PV,94336
5,大王万万不可！ 第一季,51928,7760,6,0,第一集·青简初展,94259
6,入蛊 全一季,470119,16421,12,5,Ⱄⱄᐝ小剧场·出路,93646
7,愚蠢的有钱人,1138697,25209,78,62,【第六十一集】学车遇到学人精,93113
8,娑婆,945723,29949,13,5,第七集,93178
9,逆鳞 第一季,180659,10913,10,0,开喵啦《逆鳞》直播FT,93750
10,沉醉不醒,3023804,51783,31,13,第十一期,86740
11,降水概率百分百,1052385,22131,22,7,特别语音 ♡ DDL提醒,93005
12,秋燥 第一季,238266,12552,9,1,第四集,93438
13,奇洛李维斯回信 番外篇,835823,56414,3,2,番外 ·  庆生宴,93420
14,谁来言说夜晚 上季,18469,3708,1,0,生·贺,94321
15,蜉蝣,440436,19808,16,4,ೀ˖˚ 视频花絮01,93202
16,玫瑰美人 全一季,38389,5691,5,0,第二期,94009
17,沉浮事,492768,13734,79,68,花絮-壹,92895
18,门生故旧,252203,12237,17,5,☆ 11·审判,93774
19,美人印,713738,30751,24,15,13集大结局,92611
20,再世权臣 第三季（下）,345178,18596,10,5,第五集 ·  烈火真金,93437
21,液态欲望 全一季,678403,28819,23,10,花絮04,86692
22,只想和你好好的,90384,5209,5,0,✧ 第一期 ✧,94176
23,禁区,452216,12049,78,52,52 饿狼,92575
24,当你叫醒我,47170,3297,1,0,预告,94268
25,欲言难止,261159,10441,182,160,欲言难止 第171集 我做了一个很长的梦（完）,93138
26,精神科医生神经了,130562,10310,11,0,处方二✫百忧解（下）,93567
27,全球进化后我站在食物链顶端 第二季（下）,222504,11334,15,10,第二十五集,92775
28,第二十八年春II,186426,6918,2,0,第五期,92633
29,前世物语,8288,902,6,0,倒计时2,94086
30,嫁入高门的人,202804,5499,48,36,后记42,93169
