排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,一屋暗灯 全一季,9108554,174574,41,9,第十一集,93038
2,搭界 第一季,18570,4724,1,0,先导片,94617
3,洄天 第一季,26776363,240257,56,11,第十三期,86815
4,满城衣冠 全一季,1273785,43886,9,0,花絮① · let's唱歌！,90878
5,虚拟偶像团综丨《去世界尽头》,299301,28366,2,0,MANTA端午特辑·“五”福临门,94354
6,日出风来,19094,4318,2,0,正式预告,94444
7,再世权臣 第三季（下）,487972,20676,15,8,第八集 ·  走投无路,93437
8,只想和你好好的,214611,6967,10,1,✧ 主题曲二《春光正好》 ✧,94176
9,理想型,440499,9268,19,2,13·饭局,93439
10,降水概率百分百,1262225,23855,26,9,˚.⊹ 第十二期 ♡₊˚,93005
11,大王万万不可！ 第一季,127643,10606,9,0,第三集·群萝荟萃,94259
12,娑婆,1105240,31436,16,8,第九集,93178
13,谁来言说夜晚 上季,362388,10422,19,0,第10集,94321
14,奇洛李维斯回信 番外篇,923463,60603,3,2,番外 ·  庆生宴,93420
15,入蛊 全一季,641829,18322,17,9,Ⱄⱄᐝ第十二回,93646
16,嫡谋·第一季,62507,3040,5,0,第一集·「重来一次」下,94462
17,绰约,1662349,28781,16,0,主题曲·流亡地,86680
18,我在霸总文学里当家庭医生 上季,8853,2346,2,0,主题曲《心动是》,91680
19,初三的六一儿童节 第二季（上）,2022609,12002,17,9,第十集 · 禁区潜行,93154
20,秋燥 第一季,327609,13923,12,3,第六集,93438
21,愚蠢的有钱人,1382879,27082,87,70,【花絮6】,93113
22,当你叫醒我,410263,10547,5,0,第二集,94268
23,沉浮事,677241,17225,84,72,花絮-叁,92895
24,门生故旧,469038,15294,33,21,★ 26·恐惧,93774
25,请与我同眠,15595,2580,5,0,定档预告·宿命,93966
26,蜉蝣,576194,21778,19,6,ೀ˖˚ 第八集,93202
27,禁区,582842,12934,98,70,郑郑-金融小知识,92575
28,欲言难止,379984,13551,182,160,欲言难止 第171集 我做了一个很长的梦（完）,93138
29,液态欲望 全一季,748231,29788,25,11,花絮05,86692
30,楚乌 第一季,140312,6343,17,0,小剧场 除殇指南,94336
