排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,洄天 第一季,21272986,216236,39,4,第六期,86815
2,一屋暗灯 全一季,3198495,104274,16,1,花絮02,93038
3,奇洛李维斯回信 番外篇,186033,20120,3,2,番外 ·  庆生宴,93420
4,我在无限游戏里封神 第四季,3297848,113440,21,5,第五集 · 纸鬼桥,86834
5,娑婆,162732,15272,4,0,第一集,93178
6,再世权臣 第三季（下）,30013,4998,2,0,日历语音 · 梦中人,93437
7,沉醉不醒,2050933,43431,20,6,第六期,86740
8,太傅他人人喊打 第二季,2686595,38945,25,13,第十二集,86723
9,再世权臣 第三季（上）,2486269,47128,34,10,第十集 ·  再度启程,86827
10,液态欲望 全一季,299106,21531,7,0,主题曲·液态欲望,86692
11,反差 全一季,6803741,53439,32,14,第十二集·接住你了,86684
12,恩客,1108015,16791,45,32,38·“新婚快乐”,91870
13,愚蠢的有钱人,463307,17013,31,18,【花絮3】,93113
14,君有疾否,1447600,31909,86,58,第69集,90896
15,沉浮事,204272,9242,37,27,第叁拾肆集 浮泽,92895
16,蜉蝣,32450,8923,2,0,ೀ˖˚ 倒计时3天,93202
17,禁区,149706,8626,22,4,12 逗猫,92575
18,初三的六一儿童节 第二季（上）,345293,8214,5,2,第三集 · 明德小事,93154
19,语义错误 第一季,3378449,24707,22,7,Ep.09 DESIRE,92155
20,逐玉 第二季,723709,14039,15,4,小剧场 · 退学记,92520
21,闭嘴，你这假粉 全一季,1924627,23628,33,20,番外2 · 一日为友，终生为父,87641
22,降水概率百分百,619366,17996,12,1,˚.⊹ 第四期 ♡₊˚,93005
23,落火 全一季,232912,13077,13,3,第五集,92245
24,六州歌头 下季,690145,8848,95,90,94 白首不相离,92061
25,不良执念清除师 全一季,1066446,10069,15,2,第五集·他的名字,86818
26,美人印,560421,28787,14,6,第七集,92611
27,嫁入高门的人,81678,4205,18,8,第14集,93169
28,吞雨,300513,12972,25,8,花絮05,91589
29,迟爱,149109,6649,10,2,第五集,92710
30,第二十八年春II,140051,5479,2,0,第五期,92633
