排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,一屋暗灯 全一季,8245795,166953,38,8,第十集,93038
2,我在无限游戏里封神 第四季,5364951,129148,36,11,特别放送 · 打工人的亿些日常之窝囊日常,86834
3,洄天 第一季,26277552,237690,54,10,第十二期,86815
4,满城衣冠 全一季,1036192,38631,5,0,倒计时二,90878
5,虚拟偶像团综丨《去世界尽头》,204059,22939,2,0,MANTA端午特辑·“五”福临门,94354
6,入蛊 全一季,558030,17470,15,7,Ⱄⱄᐝ小剧场·进山,93646
7,谁来言说夜晚 上季,126577,7468,7,0,倒计时3天,94321
8,嫡谋·第一季,10359,983,2,0,S1预告 · 局中人,94462
9,娑婆,1030114,30711,15,7,第八集,93178
10,楚乌 第一季,61211,3690,15,0,预告,94336
11,逆鳞 第一季,225427,11725,12,1,第四剑,93750
12,玫瑰美人 全一季,51298,6245,7,0,彩蛋·吻入梦乡,94009
13,降水概率百分百,1141773,22935,24,8,˚.⊹ 第十一期 ♡₊˚,93005
14,大王万万不可！ 第一季,91539,9552,8,0,第二集·既见君子,94259
15,秋燥 第一季,280370,13155,11,2,第五集,93438
16,再世权臣 第三季（下）,409237,19609,12,6,小剧场 · 我与狸奴不出门,93437
17,当你叫醒我,203844,6303,3,0,第一集,94268
18,奇洛李维斯回信 番外篇,879033,58426,3,2,番外 ·  庆生宴,93420
19,门生故旧,366390,14094,25,13,★ 18·暗室,93774
20,蜉蝣,499525,20792,18,5,ೀ˖˚ 第七集,93202
21,绰约,1516783,26186,12,0,倒计时·2天,86680
22,愚蠢的有钱人,1288724,26545,83,66,【花絮6】,93113
23,你克制一点 全一季,897371,25740,23,10,花絮④,87343
24,禁区,516497,12593,87,59,59 老婆,92575
25,沉浮事,569558,14673,83,72,花絮-贰,92895
26,合笼蛊,8076,1276,2,0,片花·苍星垂,94418
27,液态欲望 全一季,717251,29300,24,11,番外·谣言,86692
28,理想型,258813,5195,4,0,倒计时·2天,93439
29,精神科医生神经了,173428,11155,16,0,小课堂②心境,93567
30,全球进化后我站在食物链顶端 第二季（下）,244609,11674,17,11,第二十六集,92775
