排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,最新更新,剧集ID
1,洄天 第一季,20482591,212074,37,3,17950,6118,34.08%,第五期,86815
2,我在无限游戏里封神 第四季,3046444,110874,19,4,6066,3394,55.95%,第四集 · 生魂,86834
3,一屋暗灯 全一季,2477130,91123,14,0,13148,0,0.00%,五一彩蛋,93038
4,奇洛李维斯回信,44210262,514344,79,23,47617,24279,50.99%,花絮09 ·小花絮又又又又又来了,85974
5,情蛊,34921360,389608,64,45,47053,28851,61.32%,番外·如果,86178
6,早春晴朗,32105973,248955,57,24,20015,13137,65.64%,完结FT,72230
7,沉醉不醒,1928012,42605,19,5,2781,1174,42.22%,五一迷你剧场,86740
8,于是麦麦决定离家出走,4627700,97778,33,20,8187,4956,60.53%,婚礼OST♪麦麦的婚礼进行曲,86179
9,初三的六一儿童节,24805880,53831,255,223,5928,4733,79.84%,番外2 小陆的故事（18）,85562
10,一颗苹果,12059764,140147,80,34,11211,4723,42.13%,启动音试听 · 谢青寄,90818
11,天官赐福 第三季,68827234,253649,67,43,31713,26080,82.24%,小剧场·元宵·花灯,82040
12,我在无限游戏里封神 第三季,21495499,203250,91,21,28138,20706,73.59%,破亿纪念单曲·神明所遗落的,81851
13,恩客,1001731,16101,39,26,1231,736,59.79%,32·好严重的惩罚,91870
14,反差 全一季,6691830,52540,31,13,3488,1892,54.24%,第十一集·选择坠落,86684
15,顶级掠食者 第二季,6276047,51971,30,12,4400,3382,76.86%,第十二集,86789
16,惹祸精,905665,29091,37,14,1548,823,53.17%,小剧场④《不能碰》,90987
17,放学等我 第一季,50386747,803573,53,18,62501,36282,58.05%,1700W福利·P-特别小剧场「2022.12.2」,64911
18,降水概率百分百,561505,16969,10,0,1259,0,0.00%,˚.⊹ 第三期 ♡₊˚,93005
19,天官赐福 第二季,70746601,343709,61,43,37238,33865,90.94%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
20,藏南晚星,17911913,192525,79,42,19084,14000,73.36%,主题曲伴奏·途经,85110
21,天官赐福 第一季,83548821,941682,61,43,67844,36405,53.66%,四千万福利·小剧场·从前有一位名师,52400
22,放学等我 第二季,29611587,428389,42,16,44304,34686,78.29%,番外·恋爱纪念日,68837
23,再世权臣 第三季（上）,2409348,46695,34,10,3344,2539,75.93%,第十集 ·  再度启程,86827
24,偷风不偷月 上季,7938049,125869,41,18,10290,5716,55.55%,300w福利·楚识琛（沈若臻）·风月语录,71389
25,我在无限游戏里封神 第一季,71235326,970516,64,14,76550,42903,56.05%,线下漫展VLOG,52347
26,愚蠢的有钱人,376625,15868,24,11,1250,416,33.28%,【读诗】,93113
27,欢迎进入梦魇直播间 第二季,5765954,42893,28,11,3305,2373,71.80%,《今日没说法》⑤ ·「不平安疗养院」,90985
28,初三的六一儿童节 第二季（上）,227296,7381,4,1,568,221,38.91%,第二集 · 监狱风云,93154
29,吞海 第一季,49964421,516568,54,17,44156,27537,62.36%,原创配乐·破晓,29187
30,太傅他人人喊打 第二季,2564586,38294,23,11,2795,1678,60.04%,第十一集,86723
31,偷风不偷月 下季,3448209,61030,35,17,4439,4166,93.85%,100W福利·白噪音,77591
32,魔道祖师 第三季,294853210,1535639,66,56,97640,90054,92.23%,传讯符·忘羡,22602
33,我在无限游戏里封神 第二季（下）,19418411,241012,55,14,26562,22607,85.11%,花絮06,76557
34,你的距离,89314305,929092,70,27,78272,56179,71.77%,完结FT·主创版,31552
35,魔道祖师 第一季,257349333,2251568,39,22,96861,64574,66.67%,主创FT<下>,15861
36,小蘑菇 第二季,49996386,491941,46,33,50348,46850,93.05%,全剧五千万福利,39605
37,吞海 第二季,31516733,262817,56,19,25155,23411,93.07%,新年祝福,67085
38,吞海 第三季（上）,21773810,209132,38,16,17760,16618,93.57%,OST·04 此地埋名,73221
39,将进酒 第一季,104536632,1424472,59,16,78183,53307,68.18%,完结FT,25944
40,魔道祖师 第二季,169936112,1410830,41,37,88779,81520,91.82%,主役FT（下）,19059
41,我在无限游戏里封神 第二季（上）,19563984,318451,42,11,32916,28494,86.57%,花絮06,71605
42,某某 第一季,96928308,1698441,43,28,77284,45110,58.37%,伴奏|《梧桐说》,58219
43,美人印,534497,28386,13,5,1877,452,24.08%,第六集,92611
44,吞海 第三季（下）,18697117,185069,51,18,18102,16367,90.42%,破亿纪念•抒情主役版「晓」,76879
45,逐玉 第二季,688696,13679,13,3,437,92,21.05%,五一劳动节 · 谢征,92520
46,初三的六一儿童节 第一季,11148747,55608,53,16,3217,1545,48.03%,新年♥快乐,85497
47,我喜欢你的信息素 第一季,98644155,1492623,48,21,72407,45177,62.39%,四千万福利,58217
48,小蘑菇 第一季,49061502,907997,33,17,57999,38943,67.14%,白噪音·漫步荒原,29125
49,交易沦陷,26409245,162691,138,99,16207,9442,58.26%,特别福利·星空沦陷,54171
50,台风眼 第二季,28689583,149879,50,32,13162,12157,92.36%,完结 FT,68664
