排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,灯花笑 上季,964185,34546,9,0,盛京杂谈·壹,94733
2,虚拟偶像团综丨《去世界尽头》,3147400,45756,23,0,周年来电·许向宁,94354
3,囚于永夜,170023,9619,192,154,《囚于永夜》座谈会之完结FT,94916
4,金陵春 第一季,88520,4574,8,0,第二集,94497
5,满城衣冠 全一季,1709910,48867,16,2,小剧场 · 绯闻,90878
6,娑婆,1359099,34514,20,11,第十一集,93178
7,理想型,933161,14743,44,24,《理想型》插曲·后遗效应,93439
8,沉浮事,74007,7680,4,0,采访壹·配音演员,94775
9,愚蠢的有钱人 全一季,16289,2622,2,0,预告,94873
10,我花开后百花杀 第一季,45887,2744,4,0,预告 · 春心动,94893
11,再世权臣 第三季（下）,674366,23068,18,10,小剧场 · 由夯到拉锐评大铭男团,93437
12,逆鳞 第一季,395435,14335,20,6,第八剑,93750
13,蜉蝣,785745,24214,25,10,ೀ˖˚视频花絮02,93202
14,宋玉章 第一季,1388948,32111,3,0,月历语音 · 静玉,86589
15,秋燥 第一季,445806,15640,17,6,第九集,93438
16,奇洛李维斯回信 番外篇,1032740,66315,3,2,番外 ·  庆生宴,93420
17,当你叫醒我,777737,14410,10,0,第五集,94268
18,恒星时刻 第一季,198168,36649,1,0,歌曲《狮心》（Live）,94789
19,炽火难熄 全一季,30179,7758,3,0,倒计时2天,94917
20,搭界 第一季,209613,12684,7,0,EP02  彩蛋,94617
21,玫瑰美人 全一季,90577,7523,11,4,第七期,94009
22,谁来言说夜晚 上季,779936,13199,39,13,第30集,94321
23,嫡谋·第一季,229874,6986,9,1,第四集 ·「内院生波」,94462
24,欲言难止,575453,18315,182,160,欲言难止 第171集 我做了一个很长的梦（完）,93138
25,入蛊 全一季,831326,20124,22,14,Ⱄⱄᐝ白噪音·逍遥居,93646
26,解瘾,142353,9821,10,0,戏曲选段❃贵妃醉酒,94782
27,大王万万不可！ 第一季,192247,12525,12,3,第六集·肝胆相照,94259
28,任东西,3156,937,1,0,任东西·预告,94860
29,清白之年,157182,9975,9,0,主题曲①·旧巷流年,94838
30,绰约,1895668,30901,24,2,律法小贴士·4则,86680
