排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,虚拟偶像团综丨《去世界尽头》,2637193,43765,13,0,第一期·去追花吧,94354
2,灯花笑 上季,472088,28054,6,0,倒计时一天·吉兆,94733
3,满城衣冠 全一季,1607398,47612,15,1,第4集 · 打赌,90878
4,再世权臣 第三季（下）,622993,22497,17,10,第十集 ·  破镜何圆,93437
5,娑婆,1278651,33936,19,10,主题曲·此身,93178
6,宋玉章 第一季,1272134,30810,3,0,月历语音 · 静玉,86589
7,搭界 第一季,166350,11956,6,0,第二集,94617
8,炽火难熄 全一季,15586,5938,1,0,预告,94917
9,理想型,808722,13941,37,19,30·FaceTime,93439
10,恒星时刻 第一季,171887,34264,1,0,歌曲《狮心》（Live）,94789
11,嫡谋·第一季,199484,6300,8,0,第三集 · 「墨棋藏机」,94462
12,奇洛李维斯回信 番外篇,1006722,64958,3,2,番外 ·  庆生宴,93420
13,叛臣,65731,7651,8,1,第二集 · 困,94684
14,我花开后百花杀 第一季,32906,2177,3,0,预告 · 谋心局,94893
15,入蛊 全一季,796409,19833,22,14,Ⱄⱄᐝ白噪音·逍遥居,93646
16,绰约,1852156,30570,23,2,第四集·旧情人,86680
17,错登科  第一季,23754,2398,4,0,主题曲-系红鸾,94787
18,蜉蝣,725054,23419,23,9,ೀ˖˚ 小剧场·不要死,93202
19,谁来言说夜晚 上季,688839,12623,34,8,第25集,94321
20,你的雪人能活多久 第一季,133801,27023,2,0,主题曲《爱你是写在雪中的诗》剧情版,93787
21,合笼蛊,211242,6424,9,0,第二集·洁癖,94418
22,欲言难止,519496,17036,182,160,欲言难止 第171集 我做了一个很长的梦（完）,93138
23,秋燥 第一季,416445,15288,16,5,小剧场 · 夹娃娃,93438
24,逆鳞 第一季,363558,13781,19,5,花絮③,93750
25,清白之年,78317,7922,6,0,倒计时2,94838
26,当你叫醒我,677043,13123,9,0,片尾曲《一百年后》,94268
27,门生故旧,611495,16408,50,38,番外·交织③,93774
28,区区,83113,4130,16,7,第十四集,94664
29,我在霸总文学里当家庭医生 上季,49964,6831,5,0,第三集,91680
30,日出风来,78103,6054,18,6,♬第11集 西西里亚诺,94444
