排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,一屋暗灯 全一季,11192827,192639,49,12,番外一,93038
2,奇洛李维斯回信,51727253,557770,98,41,OST A12 · 暗恋基本法,85974
3,囚于永夜,5104902,309093,1,0,织音发布会纯享PV · 概念预告,86822
4,情蛊,39648305,429989,67,48,完结FT·下,86178
5,二哈和他的白猫师尊,165231148,3182009,78,0,第肆季-第十一期,20741
6,放学等我 第一季,53181332,830499,53,18,1700W福利·P-特别小剧场「2022.12.2」,64911
7,洄天 第一季,27708599,244529,65,14,完结语音 · 高能量S级监护人的一天,86815
8,天官赐福 第一季,86320218,963987,61,43,四千万福利·小剧场·从前有一位名师,52400
9,灯花笑 上季,1028560,35268,9,0,盛京杂谈·壹,94733
10,小蘑菇 第一季,50590353,926224,33,17,白噪音·漫步荒原,29125
11,虚拟偶像团综丨《去世界尽头》,3228113,46018,23,0,周年来电·许向宁,94354
12,我在无限游戏里封神 第四季,6919098,138134,56,15,特别放送 · emoji大挑战,86834
13,魔道祖师 第一季,259477313,2274841,39,22,主创FT<下>,15861
14,我在无限游戏里封神 第一季,73879045,994472,64,14,线下漫展VLOG,52347
15,天官赐福 第四季,6311391,96080,15,0,谢怜生辰快乐,91718
16,伪装学渣 第一季,103052455,1945085,30,17,千万福利·“叫妈妈”,58262
17,我喜欢你的信息素 第一季,100263572,1513017,48,21,四千万福利,58217
18,一颗苹果,13524189,159980,82,35,完结FT · 谢谢光临,90818
19,某某 第一季,98255109,1719014,43,28,伴奏|《梧桐说》,58219
20,早春晴朗,36297128,274802,57,24,完结FT,72230
21,台风眼 第一季,35443318,301899,53,20,千万福利·富士山在等一片云,52404
22,虚拟偶像团综丨《NEW DAYS（一起又出发）》,30594187,114010,95,0,许向安&许向宁生日小剧场·那片山那片海,84529
23,放学等我 第二季,31262502,446012,42,16,番外·恋爱纪念日,68837
24,坠落,11433687,182517,59,22,番外二·新生,76041
25,满城衣冠 全一季,1726243,49054,16,2,小剧场 · 绯闻,90878
26,见春天,13189869,231398,54,8,魏清越书信·02,80533
27,重生之将门毒后 第一季,93896206,836053,82,27,主役reaction·片段03,43922
28,将进酒 第一季,106061319,1441467,59,16,完结FT,25944
29,再世权臣 第一季,21715308,259057,79,17,花絮07,71321
30,入戏,8822826,93236,80,54,新春语音,82289
31,迪奥先生 第一季,79549885,1077653,30,15,王氏破产 铃声,23329
32,干涸地,1966406,89316,1,0,概念预告,86725
33,恒星时刻 第一季,202190,36962,1,0,歌曲《狮心》（Live）,94789
34,娘娘腔,37963614,716872,31,0,主役听剧Reaction,46640
35,全球高考 第一季（全新版）,21571697,372240,37,11,— 「全季完结FT」—,60289
36,天官赐福 第三季,71338613,267185,67,43,小剧场·元宵·花灯,82040
37,于是麦麦决定离家出走,5785604,110390,51,32,花絮11,86179
38,嫡谋·第一季,233222,7051,9,1,第四集 ·「内院生波」,94462
39,判官 第一季,38461638,652726,45,21,听剧reaction,37773
40,二哈和他的白猫师尊,15842585,103291,669,603,完结FT,81979
41,我在无限游戏里封神 第三季,23479969,216145,91,21,破亿纪念单曲·神明所遗落的,81851
42,奇洛李维斯回信 番外篇,1038091,66574,3,2,番外 ·  庆生宴,93420
43,藏南晚星,19399817,203365,79,42,主题曲伴奏·途经,85110
44,虚拟偶像团综丨《LASER出道日》,83363343,680220,89,0,专业小课堂：电子竞技运动与管理专业,28989
45,吞海 第一季,51665903,531805,54,17,原创配乐·破晓,29187
46,交易沦陷,29195433,175398,138,99,特别福利·星空沦陷,54171
47,虚拟偶像团综丨《一起再出发》,91993741,253427,179,0,中秋特辑·清道夫,58225
48,针锋对决,37936837,934388,19,0,完结FT  互动问答,19249
49,难哄,146766685,1577646,76,48,破亿福利·纪念FT,38074
50,江医生 第一季,16638656,233889,49,27,千万播放福利第四弹·小剧场·猫,81852
51,FOG[电竞] 第一季,70814794,765230,39,14,2000W福利·whisper伴奏抒情版,29122
52,偷偷藏不住,202722303,2416681,89,54,2亿福利·双人电话语音,34632
53,魔道祖师 第三季,296829337,1543985,66,56,传讯符·忘羡,22602
54,天官赐福 第二季,72881129,356065,61,43,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
55,我在无限游戏里封神 第二季（下）,20774752,253185,55,14,花絮06,76557
56,这题超纲了 第一季,20859455,495634,44,17,【回放】《这题超纲了》M星直播,41369
57,虚拟偶像综艺 |《VANITY FAIR（名利场）》,28226645,129089,71,0,梦系列小剧场06·白日,78684
58,小蘑菇 第二季,51586295,503074,51,34,破亿电话·双人,39605
59,沉醉不醒,3730709,55325,42,23,第十六期,86740
60,重生之将门毒后 第二季,41947508,382744,83,26,破亿福利·白噪音·花灯,52293
61,囚于永夜,202976,10522,192,154,《囚于永夜》座谈会之完结FT,94916
62,当你叫醒我,792156,14568,10,0,第五集,94268
63,不二之臣,41021489,852186,16,0,大结局·下,25580
64,宋玉章 第一季,1430251,32347,4,0,预告贰 · 销金窟,86589
65,本能游戏,25966259,107434,221,158,雪地番外 · 04冰冷的家,69569
66,逐玉 第一季,4561317,73742,43,14,原创配乐 · 凶夜,89245
67,你的距离,90614780,936556,70,27,完结FT·主创版,31552
68,旧故新长 全一季,1319243,108625,1,0,织音发布会PV,86778
69,你的雪人能活多久 第一季,155342,28667,2,0,主题曲《爱你是写在雪中的诗》剧情版,93787
70,南方海啸,24413184,171338,102,68,花絮⑤,85492
71,虚拟偶像综艺丨《险象环声》,83689429,438227,138,0,三千万福利·偶像问答,38165
72,别来无恙 第一季,23156743,455154,48,22,1000W福利•《满心》（合唱版）,37937
73,绰约,1903453,30928,26,2,大暑·白噪音·裴廷约,86680
74,我在无限游戏里封神 第二季（上）,20473362,330333,42,11,花絮06,71605
75,破云 第一季,59238371,1099893,20,15,圣诞特辑,59047
76,唇枪 ,2855710,178854,5,0,第六期,21362
77,魔道祖师 第二季,171162339,1419175,41,37,主役FT（下）,19059
78,我喜欢你的信息素 第二季,76438801,847129,43,26,国风版·星衍,58218
79,欢迎进入梦魇直播间 第一季,23728755,195675,62,20,完结FT,75856
80,搭界 第一季,223638,12910,9,2,第三集 下,94617
81,夫人你马甲又掉了 第一季,64960876,1023464,25,0,小剧场3,32574
82,谁把谁当真,14772780,777942,4,0,第四期,726
83,虚拟偶像团综丨《FINE DAY》,34917680,253670,41,0,虚拟偶像，但开团会,50725
84,君有疾否 第一季,27018241,464429,67,56,苏世誉 ✦ 第一季启动音,34592
85,伏特加与曼特宁,825228,51946,3,0,520小剧场·吻醒,92988
86,入蛊 全一季,837352,20186,22,14,Ⱄⱄᐝ白噪音·逍遥居,93646
87,FOG[电竞]第二季,58303779,435379,50,28,破亿特别直播回放,39588
88,娑婆,1377441,34654,20,11,第十一集,93178
89,理想型,958125,14920,45,25,36·疲惫,93439
90,BE狂魔求生系统 第一季,17448733,398235,72,17,1000W福利·真吃醋啦O.o？,51469
91,我嗑了对家X我的CP,58349973,897072,48,29,完结FT,21102
92,封建糟粕,15908638,153106,143,110,充电·李叔堂,87589
93,落池,68516287,1349569,15,0,落池·番外,22032
94,再世权臣 第三季（下）,696749,23209,19,11,第十一集 ·  仍佑河山,93437
95,提灯看刺刀 上季,14637403,241386,32,8,花絮·韩楚,77771
96,偏偏宠爱,17601894,364555,49,13,四百万语音·江忍,52353
97,你亲我一下,18801090,271415,63,15,特别加更·随便玩一下05,52356
98,悬日 上季,11767223,153213,52,18,ଫ苏洄生日福利,88192
99,台风眼 第二季,29571979,159307,50,32,完结 FT,68664
100,金陵春 第一季,91801,4678,8,0,第二集,94497
